Date,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1980-06-24,6.05,6.42,19.221,31.461,37.1,,10.4,190.4,456.725,11.76,,,,,32.5,24.15,100.0,1129.624,10.6,1372.0,1341.0,,68.862,51.4,23.0,,135.075,1727.332
1980-06-25,11.3,11.3,19.221,30.356,35.7,,51.8,199.631,499.645,22.2,,,,,36.0,22.5,107.0,1057.186,12.8,1283.0,1321.0,,67.93,59.98,25.7,,103.511,1681.665
1980-06-26,9.64,9.72,19.221,27.619,34.6,,46.3,192.692,485.186,26.8,,,,,34.5,20.3,104.0,973.669,11.2,1202.8,1210.0,,67.001,107.0,41.7,,88.686,1608.691
1980-06-27,9.26,9.38,17.607,24.382,30.9,,10.12,175.777,431.638,21.76,,,,,30.2,18.65,87.7,893.847,10.9,1112.2,1112.0,,64.239,146.0,59.1,,120.336,1520.984
1980-06-28,8.5,8.7,13.758,22.254,27.3,,9.01,159.49,385.648,17.0,,,,,27.4,16.5,75.6,813.572,10.9,1029.8,1000.0,,58.818,142.0,55.8,,163.188,1419.861
1980-06-29,6.98,7.34,12.894,19.633,23.1,,8.416,159.49,383.0,15.1,,,,,25.25,14.5,67.5,714.126,10.7,971.5,912.0,,49.256,90.48,40.5,,176.317,1276.855
1980-06-30,6.05,6.42,13.321,22.784,24.2,,184.3,183.593,453.912,33.36,,,,,27.0,14.0,75.1,691.297,14.6,935.0,871.0,,44.667,151.5,57.2,,141.148,1261.959
1980-07-01,34.6,34.7,72.417,85.186,45.5,,123.1,232.063,546.92,33.88,,,,,107.7,54.5,119.0,721.825,18.6,883.7,878.0,,26.658,191.8,95.0,,163.188,1373.111
1980-07-02,23.5,23.1,47.062,87.715,63.1,,46.3,243.304,565.038,39.72,,,,,90.0,68.5,157.0,830.134,12.5,895.4,857.0,,25.256,218.5,112.0,,378.831,1526.398
1980-07-03,16.9,16.8,32.617,62.591,75.2,,10.4,261.212,598.796,66.84,,,,,62.8,34.7,130.0,876.609,10.4,923.0,857.0,,25.954,264.2,111.0,,423.218,1531.821
1980-07-04,13.1,13.0,26.681,50.34,61.0,,10.4,279.626,655.525,56.28,,,,,49.4,25.8,104.0,868.057,10.1,943.0,912.0,,33.231,294.2,102.0,,377.84,1488.695
1980-07-05,11.3,11.3,22.128,42.19,50.4,,10.4,324.993,750.7,34.68,,,,,42.2,22.5,91.5,885.205,9.77,963.3,929.0,,41.012,307.0,76.6,,374.878,1419.861
1980-07-06,10.4,10.4,19.221,35.927,40.8,,10.4,326.41,777.756,21.76,,,,,37.0,19.2,83.4,898.185,9.33,983.8,898.0,,46.736,243.7,52.2,,363.196,1367.963
1980-07-07,10.4,10.4,18.134,30.908,35.2,,13.2,290.372,691.084,16.2,,,,,33.0,16.5,78.2,906.895,8.89,987.9,898.0,,45.078,146.0,35.6,,341.533,1347.46
1980-07-08,19.0,18.7,26.681,55.675,40.5,,27.3,261.212,639.584,16.4,,,,,52.4,16.0,84.5,937.738,10.9,1004.6,935.0,,42.625,59.98,32.3,,304.238,1342.357
1980-07-09,66.3,66.6,98.688,158.603,110.0,,51.8,247.099,608.124,19.6,,,,,182.5,92.0,208.0,1014.964,14.8,1025.6,959.0,,41.012,70.36,38.3,,239.997,1301.864
1980-07-10,32.0,31.9,61.59,137.371,161.0,,27.3,221.035,565.038,19.0,,,,,135.2,45.6,272.0,1154.346,11.8,1134.5,993.0,,41.012,73.65,43.7,,164.484,1247.146
1980-07-11,21.7,21.4,39.391,89.936,129.0,,10.4,201.966,496.741,18.4,,,,,82.0,34.7,202.0,1144.422,11.0,1212.0,1000.0,,57.042,59.65,46.7,,111.804,1266.915
1980-07-12,19.5,19.2,28.09,67.769,96.4,,10.4,188.12,465.199,18.2,,,,,64.2,28.0,142.0,1071.467,9.77,1322.0,1055.0,,57.928,46.09,44.6,,86.639,1296.844
1980-07-13,17.4,17.2,26.681,52.702,73.8,,10.4,173.568,448.306,15.64,,,,,53.0,24.7,121.0,973.669,10.2,1287.8,1101.0,,49.256,37.35,35.3,,76.678,1286.831
1980-07-14,13.6,13.5,23.37,44.789,58.9,,10.4,173.568,442.725,14.74,,,,,45.2,22.5,116.0,928.869,10.2,1157.0,1040.0,,45.905,35.35,25.9,,73.78,1242.227
1980-07-15,11.3,11.3,20.932,37.056,49.2,,10.4,176.885,437.169,14.92,,,,,39.0,20.85,96.9,880.901,9.48,992.0,980.0,,42.625,44.4,25.0,,69.512,1160.011
1980-07-16,9.64,9.72,16.584,32.292,42.0,,10.4,163.771,409.766,13.84,,,,,33.5,19.2,80.8,797.19,8.31,931.0,932.0,,39.814,44.4,25.3,,73.301,1075.87
1980-07-17,8.5,8.7,15.126,28.164,34.1,,10.4,147.953,398.982,12.4,,,,,29.4,17.0,69.5,717.97,8.03,853.0,881.0,,37.061,38.14,20.3,,67.183,1021.444
1980-07-18,7.36,7.68,14.204,25.455,30.4,,17.9,134.769,359.467,9.888,,,,,27.4,15.0,62.6,628.78,7.75,753.8,794.0,,29.527,31.5,17.2,,54.274,968.357
1980-07-19,6.6,7.0,13.321,23.848,27.0,,27.3,124.966,323.93,8.428,,,,,25.6,13.5,57.4,583.123,7.61,694.4,751.0,,25.954,26.19,15.5,,49.241,933.712
1980-07-20,8.12,8.36,13.321,25.725,25.2,,27.3,121.129,314.021,7.464,,,,,24.9,12.5,56.0,545.936,7.89,648.1,701.0,,30.993,21.37,14.8,,44.395,841.526
1980-07-21,21.7,21.4,74.062,72.074,42.6,,27.3,118.282,301.789,8.428,,,,,62.8,46.2,88.8,522.959,8.31,609.5,659.0,,32.48,20.5,15.0,,43.213,785.229
1980-07-22,16.4,16.3,39.391,77.658,74.5,,16.2,113.598,282.581,10.648,,,,,54.4,48.6,127.0,555.947,7.89,558.0,617.0,,34.367,47.54,23.0,,47.199,726.962
1980-07-23,11.8,11.7,26.681,56.87,69.1,,10.4,109.906,268.473,9.888,,,,,48.2,30.2,98.0,545.936,7.75,588.0,601.0,,37.842,66.45,29.4,,46.391,719.354
1980-07-24,10.0,10.1,20.351,44.789,54.9,,10.4,130.813,273.147,8.712,,,,,36.0,23.6,81.3,513.274,7.61,570.0,598.0,,45.078,48.7,17.3,,76.678,723.153
1980-07-25,8.88,9.04,17.607,36.491,43.7,,10.4,160.556,351.742,8.712,,,,,30.2,20.3,69.0,494.198,7.61,528.2,595.0,,41.012,30.3,12.7,,55.131,715.564
1980-07-26,8.12,8.36,15.602,31.461,37.9,,13.2,176.885,390.962,9.28,,,,,27.4,18.1,60.7,466.313,7.47,488.8,547.0,,33.231,24.02,11.2,,38.607,670.826
1980-07-27,8.12,8.36,20.932,29.257,32.2,,16.2,154.203,375.097,9.28,,,,,25.95,17.0,55.6,466.313,7.33,483.4,527.0,,30.257,21.95,11.5,,59.048,631.019
1980-07-28,13.1,13.0,19.78,35.365,30.4,,13.2,141.807,333.949,9.28,,,,,39.0,19.2,61.7,484.806,7.33,496.9,521.0,,28.801,29.7,13.4,,70.452,641.761
1980-07-29,68.2,68.4,87.773,81.41,96.4,,10.4,126.903,301.789,30.76,,,,,91.0,68.5,178.0,618.079,8.6,618.8,643.0,,28.801,50.2,30.4,,77.653,805.123
1980-07-30,70.1,70.2,86.007,147.276,140.0,,10.4,109.906,263.828,34.68,,,,,150.6,43.9,221.0,801.269,9.77,761.0,781.0,,30.624,36.85,43.4,,79.125,891.247
1980-07-31,32.0,31.9,62.819,111.83,154.0,,10.4,102.668,259.211,58.66,,,,,118.7,31.3,215.0,872.327,8.89,895.4,823.0,,33.231,31.5,38.9,,71.397,920.875
1980-08-01,25.8,25.4,49.126,80.783,119.0,,10.4,100.89,241.039,65.38,,,,,74.0,26.9,158.0,855.314,8.17,955.1,857.0,,41.012,23.71,26.1,,58.169,938.01
1980-08-02,21.2,20.8,32.617,60.777,101.0,,10.4,99.124,232.13,39.44,,,,,62.8,22.5,121.0,768.954,7.33,903.2,871.0,,37.842,18.26,18.4,,48.42,977.112
1980-08-03,18.0,17.7,26.681,48.285,73.1,,10.4,97.37,223.341,23.3,,,,,49.4,19.75,101.0,721.825,6.7,856.8,864.0,,36.285,15.88,13.2,,37.859,972.73
1980-08-04,17.4,17.2,22.744,42.477,58.6,,19.6,105.359,221.163,15.28,,,,,41.0,17.55,85.0,672.577,6.46,830.3,797.0,,34.748,14.1,11.9,,36.012,912.363
1980-08-05,29.5,29.3,25.995,40.183,50.7,,25.3,119.228,241.039,24.4,,,,,50.0,16.5,95.2,607.477,11.3,782.6,797.0,,37.842,32.7,22.0,,39.74,891.247
1980-08-06,28.3,28.0,45.057,54.483,65.2,,60.75,134.769,277.85,48.48,,,,,92.0,40.6,178.0,714.126,28.5,841.6,932.0,,51.385,167.0,50.9,,336.948,1472.673
1980-08-07,21.7,21.4,35.896,65.021,75.2,,40.61,142.824,311.561,73.5,,,,,88.4,46.2,214.0,793.123,27.8,907.1,935.0,,145.922,204.8,61.8,,413.637,1693.027
1980-08-08,16.9,16.8,28.09,52.999,68.4,,25.3,153.154,336.471,109.8,,,,,72.6,38.3,178.0,830.134,17.1,943.0,929.0,,245.714,234.6,70.5,,403.173,1733.082
1980-08-09,14.5,14.4,23.37,45.078,53.0,,10.4,170.277,372.476,74.28,,,,,60.0,34.1,138.0,805.359,14.3,947.0,952.0,,151.783,268.5,79.0,,325.233,1687.341
1980-08-10,12.7,12.6,20.351,38.189,41.4,,10.4,197.307,426.132,40.58,,,,,49.4,31.3,114.0,745.188,11.7,899.3,942.0,,78.872,279.2,69.6,,313.286,1559.07
1980-08-11,10.9,10.8,18.134,33.964,35.7,,10.4,213.804,476.583,23.96,,,,,42.2,28.0,97.4,710.293,10.7,830.3,878.0,,60.16,235.3,47.6,,302.603,1367.963
1980-08-12,9.64,9.72,16.088,31.461,32.0,,10.4,197.307,465.199,17.2,,,,,37.0,25.8,83.9,668.867,10.1,797.0,807.0,,50.104,114.0,28.3,,256.666,1227.525
1980-08-13,8.88,9.04,15.126,29.806,30.4,,10.2,170.277,396.303,13.12,,,,,32.0,21.95,74.6,618.079,9.92,750.2,767.0,,45.078,51.1,21.1,,148.569,1075.87
1980-08-14,8.12,8.36,14.204,24.918,28.6,,10.2,131.797,316.488,10.8,,,,,29.4,20.3,67.0,593.495,9.63,714.8,728.0,,37.061,32.7,16.2,,73.78,990.314
1980-08-15,7.36,7.68,13.321,23.315,26.2,,10.2,104.459,266.147,9.584,,,,,27.0,18.1,61.2,583.123,9.04,687.7,701.0,,29.527,22.24,14.0,,47.604,899.665
1980-08-16,6.98,7.34,12.476,21.99,24.9,,10.2,95.63,229.921,8.712,,,,,25.25,17.0,56.5,555.947,8.74,661.3,665.0,,27.367,19.1,11.5,,44.395,801.125
1980-08-17,6.32,6.71,12.068,20.938,23.6,,10.2,91.333,210.387,7.86,,,,,24.2,16.0,51.8,481.697,8.6,628.3,627.0,,29.527,16.92,10.7,,39.74,726.962
1980-08-18,16.9,16.8,11.668,19.893,19.5,,10.2,85.451,199.804,7.596,,,,,23.5,16.5,48.5,418.889,8.6,555.0,556.0,,29.891,15.36,10.0,,32.073,685.586
1980-08-19,50.8,51.1,67.575,35.927,24.9,,10.2,74.163,197.71,10.496,,,,,57.2,26.35,64.6,368.801,9.48,456.4,468.0,,29.527,14.1,9.42,,27.975,606.288
1980-08-20,61.6,62.1,73.238,94.72,53.0,,10.2,62.791,142.388,10.192,,,,,106.6,24.7,105.0,366.118,9.77,445.8,435.0,,29.891,18.54,9.01,,23.155,558.233
1980-08-21,49.2,49.5,60.377,73.929,72.3,,10.2,48.833,106.556,8.996,,,,,87.6,23.6,111.0,376.91,9.33,445.8,425.0,,27.367,16.4,10.9,,18.688,518.542
1980-08-22,41.6,41.8,46.052,58.969,65.5,,10.16,41.766,98.412,8.286,,,,,70.5,32.95,112.0,366.118,8.74,430.2,428.0,,25.954,13.6,12.0,,17.28,518.542
1980-08-23,35.3,35.3,50.181,54.781,61.0,,10.16,39.306,88.878,7.068,,,,,67.0,30.2,92.0,352.867,8.31,422.5,428.0,,25.954,12.37,10.7,,27.643,512.061
1980-08-24,25.8,25.4,33.417,48.578,53.0,,10.16,37.501,73.431,6.3,,,,,58.6,28.0,88.2,327.152,7.61,395.0,398.0,,30.257,11.22,9.42,,24.092,499.216
1980-08-25,20.6,20.3,25.995,38.189,41.4,,10.08,35.731,67.232,5.46,,,,,47.0,26.35,75.1,300.074,7.47,356.6,389.0,,30.624,10.091,8.43,,21.929,470.88
1980-08-26,18.5,18.2,18.672,32.014,34.9,,10.08,33.994,60.029,4.904,,,,,37.5,24.7,63.1,267.428,7.33,318.5,371.0,,28.441,9.255,7.6,,20.137,440.316
1980-08-27,16.4,16.3,18.134,28.164,30.4,,10.08,31.733,57.311,4.577,,,,,32.0,22.5,55.1,245.347,7.19,283.0,332.0,,26.658,8.837,6.98,,18.12,404.925
1980-08-28,13.1,13.0,15.602,24.65,26.5,,10.08,29.535,60.029,4.25,,,,,27.8,20.3,49.0,224.288,7.05,265.1,311.0,,25.954,8.419,6.72,,17.003,370.94
1980-08-29,11.3,11.3,14.204,22.254,23.6,,10.08,26.878,58.659,3.862,,,,,25.6,18.1,44.8,202.297,6.82,246.1,286.0,,27.367,8.016,6.14,,15.914,333.077
1980-08-30,9.64,9.72,13.321,20.676,21.6,,10.08,25.843,54.683,3.668,,,,,23.5,16.0,40.7,187.069,6.82,213.7,268.0,,27.012,7.628,6.06,,14.852,314.871
1980-08-31,8.88,9.04,12.068,19.373,19.2,,10.08,25.843,54.683,3.668,,,,,21.98,14.0,38.5,174.271,6.82,193.4,246.0,,26.305,7.628,5.99,,14.591,299.652
1980-09-01,8.88,9.04,12.476,19.114,24.4,,10.0,24.824,52.144,3.862,,,,,24.9,12.0,40.7,163.689,11.5,183.8,232.0,,26.658,7.434,5.67,,14.074,292.176
1980-09-02,22.9,22.5,25.321,27.076,28.8,,10.0,24.321,47.324,3.668,,,,,49.4,23.6,60.3,151.795,11.8,174.5,222.0,,37.061,7.434,5.52,,13.818,292.176
1980-09-03,27.0,26.7,34.23,44.499,34.1,,10.0,23.327,45.039,3.474,,,,,57.2,33.5,78.2,181.525,8.74,182.2,216.0,,41.012,7.434,5.52,,13.312,282.348
1980-09-04,19.5,19.2,22.744,37.056,39.4,,10.0,21.868,42.835,3.28,,,,,49.4,26.9,81.8,185.211,7.89,205.2,230.0,,33.987,7.434,5.44,,13.061,282.348
1980-09-05,11.3,11.3,16.088,27.619,32.5,,9.604,20.916,42.835,2.936,,,,,35.5,22.5,65.5,200.358,7.33,220.5,248.0,,29.891,6.658,5.29,,12.813,287.242
1980-09-06,9.26,9.38,13.321,22.784,25.7,,9.604,19.981,41.763,2.764,,,,,31.0,20.3,52.7,187.069,6.93,222.2,252.0,,27.367,6.658,5.0,,12.321,297.15
1980-09-07,7.74,8.02,12.068,18.855,21.6,,9.406,19.52,40.71,2.347,,,,,25.6,18.1,45.7,174.271,6.93,201.8,242.0,,25.954,6.27,4.77,,12.077,284.79
1980-09-08,9.64,9.72,11.668,18.596,19.2,,9.406,18.163,39.677,2.274,,,,,24.2,15.5,41.6,156.833,9.04,188.6,228.0,,24.909,6.053,4.56,,12.321,275.081
1980-09-09,11.8,11.7,14.204,20.676,21.0,,9.406,19.981,38.663,5.58,,,,,25.6,19.75,47.6,156.833,10.1,173.0,216.0,,24.22,6.852,5.14,,12.321,265.532
1980-09-10,10.4,10.4,14.66,21.727,22.6,,9.208,22.35,38.663,5.7,,,,,27.8,21.4,51.3,170.704,9.18,162.5,214.0,,23.536,8.837,5.6,,13.312,263.17
1980-09-11,7.74,8.02,12.068,20.676,21.8,,9.208,21.39,41.763,5.34,,,,,23.5,16.0,44.3,168.936,8.31,182.2,226.0,,23.536,9.882,6.06,,13.061,270.287
1980-09-12,6.6,7.0,10.161,17.824,18.4,,9.208,19.981,39.677,5.013,,,,,20.46,12.5,35.5,156.833,7.33,188.6,220.0,,27.012,9.464,5.83,,12.813,272.679
1980-09-13,6.05,6.42,9.459,14.781,16.4,,9.208,19.981,36.691,4.056,,,,,18.74,10.48,32.1,146.845,7.05,173.0,210.0,,25.256,8.837,5.52,,12.813,249.206
1980-09-14,5.5,5.84,8.791,13.536,14.3,,9.208,19.064,35.734,3.28,,,,,17.46,8.96,29.2,135.639,6.93,162.5,199.0,,23.877,7.434,5.14,,12.566,249.206
1980-09-15,5.5,5.84,8.791,15.031,13.3,,9.208,18.163,33.872,3.108,,,,,17.14,8.2,28.0,129.451,6.82,147.7,184.0,,25.604,6.852,5.0,,12.321,235.602
1980-09-16,6.32,6.71,8.791,14.53,13.8,,9.01,17.72,32.968,2.42,,,,,16.82,7.59,26.8,120.459,6.82,130.8,174.0,,24.909,7.046,4.7,,12.077,226.735
1980-09-17,5.5,5.84,9.459,15.031,14.1,,9.01,17.281,32.968,2.274,,,,,16.82,6.98,26.4,110.409,6.82,125.6,165.0,,24.22,6.658,4.49,,11.836,218.028
1980-09-18,4.95,5.26,8.791,14.281,14.3,,8.812,17.281,32.082,2.128,,,,,16.2,6.065,25.6,107.625,6.7,123.0,160.0,,23.536,6.658,4.29,,11.596,209.483
1980-09-19,4.95,5.26,7.552,13.288,13.1,,8.812,18.163,32.082,1.909,,,,,15.3,5.455,24.4,106.247,6.7,119.4,153.0,,22.186,6.658,4.29,,11.123,201.1
1980-09-20,4.4,4.68,6.98,12.306,11.3,,8.812,18.163,32.082,1.628,,,,,14.1,5.15,22.9,103.519,6.58,113.4,145.0,,22.186,6.27,4.15,,10.657,196.97
1980-09-21,4.12,4.39,6.98,11.333,10.1,,8.614,18.163,32.082,1.628,,,,,13.5,4.7,21.3,102.17,6.58,108.64,142.0,,22.186,5.836,4.01,,10.426,190.85
1980-09-22,3.85,4.1,6.98,10.611,9.9,,8.614,17.281,31.214,1.566,,,,,13.0,4.25,20.2,102.17,6.58,106.28,139.0,,22.858,5.619,3.81,,10.198,184.822
1980-09-23,3.85,4.1,6.438,10.611,9.69,,8.614,17.281,31.214,1.318,,,,,12.5,4.25,19.5,99.5,6.58,101.56,136.0,,22.186,5.185,3.67,,9.525,182.832
1980-09-24,3.66,3.9,5.925,10.611,9.48,,8.614,16.416,31.214,1.194,,,,,11.75,3.8,18.7,96.868,6.58,99.2,130.0,,22.186,5.185,3.54,,9.304,182.832
1980-09-25,3.47,3.7,5.679,9.895,9.06,,8.614,15.569,31.214,1.194,,,,,11.5,3.575,17.3,94.274,6.46,93.85,123.0,,21.189,5.185,3.47,,8.869,180.854
1980-09-26,3.47,3.7,5.441,9.658,8.64,,8.02,15.569,31.214,1.022,,,,,10.72,3.8,16.2,90.454,6.35,87.49,119.0,,22.186,5.185,3.34,,8.654,176.926
1980-09-27,3.47,3.7,4.984,9.186,8.43,,8.02,15.152,30.362,0.878,,,,,10.16,3.35,15.2,89.2,6.7,86.48,116.0,,21.52,5.185,3.34,,8.441,173.04
1980-09-28,6.05,6.42,5.441,9.658,8.43,,8.02,14.74,29.527,1.442,,,,,11.0,3.8,15.9,89.2,7.75,84.46,113.0,,20.86,5.185,3.34,,8.441,169.195
1980-09-29,5.5,5.84,7.85,10.133,8.85,,8.812,14.74,31.214,2.274,,,,,12.0,13.0,17.3,89.2,6.93,87.49,110.0,,20.532,5.185,3.41,,8.654,161.626
1980-09-30,5.22,5.55,10.161,13.288,9.27,,8.812,14.74,30.362,2.592,,,,,17.78,9.72,19.8,87.955,6.82,87.49,116.0,,22.521,5.185,3.54,,8.654,157.904
1980-10-01,4.95,5.26,7.552,13.536,10.9,,8.812,14.74,29.527,2.055,,,,,16.82,8.2,24.0,89.2,6.82,88.5,119.0,,22.186,5.185,3.61,,48.42,154.223
1980-10-02,3.85,4.1,6.438,11.575,10.9,,51.8,20.446,36.691,1.836,,,,,13.5,7.59,21.7,96.868,7.33,91.71,121.0,,25.256,9.464,4.08,,114.622,154.223
1980-10-03,3.28,3.5,5.441,10.133,12.6,,301.0,99.124,218.993,54.61,,,,,12.5,7.59,28.4,130.983,11.2,134.7,167.0,,28.081,80.86,34.6,,200.201,203.181
1980-10-04,5.22,5.55,9.121,22.784,26.0,,647.0,297.171,543.921,182.6,,,,,24.9,8.58,76.1,368.801,19.2,295.4,294.0,,41.012,265.0,108.0,,323.457,525.06
1980-10-05,10.0,10.1,18.134,61.381,48.8,,203.0,441.199,892.915,230.5,,,,,68.4,28.0,135.0,695.074,16.6,552.0,440.0,,66.077,337.8,284.0,,538.024,955.295
1980-10-06,10.9,10.8,16.088,44.499,58.9,,38.65,587.278,1571.333,207.6,,,,,40.0,23.6,139.0,893.847,15.1,779.0,678.0,,64.697,422.0,224.0,,702.228,1203.205
1980-10-07,6.32,6.71,11.278,33.405,49.5,,21.45,859.537,2403.454,144.0,,,,,32.5,20.3,107.0,1061.935,14.3,1051.2,764.0,,49.679,540.0,143.0,,738.259,1419.861
1980-10-08,5.22,5.55,9.121,25.994,34.1,,27.3,801.797,2253.276,84.58,,,,,26.3,18.1,74.1,1423.102,12.9,1143.5,942.0,,42.625,513.5,103.0,,815.948,1548.143
1980-10-09,4.67,4.97,8.156,21.201,26.0,,25.3,706.595,1868.022,47.24,,,,,22.74,15.0,60.3,1893.417,11.2,1327.0,1074.0,,37.842,429.0,77.5,,778.894,1744.607
1980-10-10,4.67,4.97,8.156,18.596,21.6,,10.4,537.889,1482.53,30.24,,,,,20.84,13.0,48.0,2219.085,9.63,1646.0,1337.0,,33.987,372.8,59.9,,618.347,1915.784
1980-10-11,4.4,4.68,7.552,17.056,17.4,,10.0,403.461,1110.728,21.76,,,,,18.74,13.0,32.1,2319.338,9.04,1864.7,1673.0,,30.624,264.2,43.7,,541.853,2202.808
1980-10-12,13.6,13.5,13.321,27.076,37.4,,10.0,317.944,818.976,17.2,,,,,34.5,11.62,29.2,2135.052,8.45,2054.2,1910.0,,28.081,180.0,39.4,,255.133,2145.16
1980-10-13,14.9,14.8,20.351,32.014,41.4,,10.0,274.313,681.32,14.92,,,,,41.0,10.48,68.0,1899.918,8.03,2294.8,1990.0,,26.658,108.0,32.8,,162.542,2619.536
1980-10-14,6.6,7.0,10.524,25.186,35.7,,10.0,232.063,608.124,12.24,,,,,33.0,8.96,81.8,1560.122,7.89,2163.5,1905.0,,25.604,74.76,26.3,,114.622,2481.377
1980-10-15,4.67,4.97,7.85,17.568,26.2,,10.0,192.692,482.312,10.344,,,,,25.95,8.2,70.0,1282.301,7.61,1759.0,1719.0,,24.909,64.02,19.3,,59.048,2138.8
1980-10-16,3.85,4.1,6.705,14.781,16.4,,10.0,158.427,404.361,8.428,,,,,20.46,8.2,54.1,1038.306,7.47,1574.8,1498.0,,24.22,58.99,11.9,,33.13,1838.112
1980-10-17,3.47,3.7,5.925,12.796,14.3,,10.0,126.903,318.962,6.936,,,,,17.46,7.59,42.1,855.314,7.33,1312.0,1277.0,,23.877,55.76,9.22,,27.975,1542.693
1980-10-18,3.09,3.3,5.441,11.575,11.8,,10.0,108.078,273.147,5.82,,,,,15.9,6.98,35.1,717.97,8.6,1068.4,1093.0,,25.954,53.87,8.43,,25.362,1232.417
1980-10-19,3.66,3.9,5.441,11.575,10.6,,14.7,87.115,236.569,5.34,,,,,16.82,9.72,32.1,596.974,9.33,872.0,905.0,,27.367,51.1,8.24,,21.026,1039.437
1980-10-20,17.4,17.2,15.126,23.049,19.0,,31.6,78.121,201.905,17.2,,,,,41.0,23.6,83.4,536.024,20.1,815.5,797.0,,39.022,58.0,17.6,,23.155,1043.959
1980-10-21,337.0,285.0,359.213,225.657,76.7,,51.8,102.668,280.212,54.28,,,,,640.4,541.2,373.0,834.302,69.4,927.0,1104.0,,166.727,304.6,170.0,,228.875,2081.957
1980-10-22,304.0,262.0,370.479,1127.141,337.0,,51.8,164.848,367.253,82.12,,,,,1324.0,308.0,892.0,1490.763,62.7,1432.5,1406.0,,332.279,331.2,204.0,,919.63,2697.032
1980-10-23,87.5,87.0,122.098,638.749,560.0,,46.3,181.346,388.302,158.5,,,,,469.4,163.5,1340.0,2059.558,38.1,1788.0,1663.0,,582.035,304.6,148.0,,928.985,2899.114
1980-10-24,46.0,46.2,74.062,289.234,543.0,,46.3,192.692,404.361,143.0,,,,,183.6,91.2,1200.0,2634.494,20.9,2157.0,1952.0,,532.498,294.2,117.0,,897.451,3230.599
1980-10-25,31.4,31.2,51.251,165.466,398.0,,46.3,190.4,412.478,78.57,,,,,130.8,51.0,778.0,2542.238,13.8,2383.6,2219.0,,332.279,293.4,98.6,,854.239,3316.121
1980-10-26,25.2,24.8,39.391,97.133,221.0,,51.8,174.671,377.725,41.16,,,,,83.6,41.7,468.0,2326.591,16.6,2594.8,2383.0,,158.307,283.5,71.0,,586.615,3414.727
1980-10-27,67.2,67.5,47.062,91.527,143.0,,70.2,156.309,336.471,31.8,,,,,184.7,237.0,325.0,2162.869,32.4,2623.6,2550.0,,245.714,227.6,74.7,,639.688,3650.145
1980-10-28,137.0,132.0,126.201,204.99,179.0,,84.0,148.987,326.425,29.72,,,,,392.0,178.8,501.0,1992.197,29.5,2425.0,2566.0,,316.439,130.0,67.9,,589.327,4122.128
1980-10-29,67.2,67.5,75.723,181.878,220.0,,132.0,145.893,318.962,25.84,,,,,263.0,105.0,653.0,1886.928,21.5,2255.0,2398.0,,360.02,87.61,38.3,,516.689,3906.423
1980-10-30,59.9,60.4,87.773,131.301,198.0,,98.9,161.625,349.18,23.08,,,,,188.0,76.0,600.0,1841.841,35.1,2004.2,2281.0,,395.614,77.78,32.5,,242.996,3583.152
1980-10-31,58.2,58.7,74.062,126.24,161.0,,63.8,190.4,431.638,22.2,,,,,166.0,69.2,481.0,1571.847,23.9,1930.4,2161.0,,348.719,107.0,50.2,,174.987,3199.763
1980-11-01,30.1,29.9,44.076,89.301,133.0,,51.8,222.25,465.199,20.0,,,,,124.2,62.2,341.0,1346.303,16.3,1799.8,1962.0,,272.369,151.5,56.5,,176.317,2921.175
1980-11-02,22.9,22.5,32.617,68.382,98.0,,41.1,238.282,496.741,14.56,,,,,78.8,51.0,222.0,1139.478,14.3,1623.6,1723.0,,166.727,162.4,52.9,,185.733,2380.086
1980-11-03,18.0,17.7,25.321,51.519,75.2,,31.6,239.533,546.92,11.6,,,,,65.6,39.5,147.0,1010.33,12.9,1407.0,1486.0,,67.001,127.0,41.1,,205.114,1946.063
1980-11-04,14.9,14.8,20.351,41.615,56.9,,10.4,228.363,565.038,9.28,,,,,54.4,30.2,119.0,924.452,11.2,1226.1,1265.0,,51.385,83.2,26.5,,174.987,1619.818
1980-11-05,12.7,12.6,19.78,34.243,44.9,,10.4,228.363,523.092,7.596,,,,,45.8,23.05,102.0,868.057,10.1,1077.0,1089.0,,42.625,67.5,16.6,,152.333,1404.196
1980-11-06,9.64,9.72,51.251,30.356,35.4,,10.4,225.91,479.445,6.804,,,,,40.5,28.0,91.5,813.572,13.4,959.2,976.0,,41.816,63.34,11.7,,106.249,1222.643
1980-11-07,53.2,53.6,53.438,48.285,38.8,,10.4,217.408,453.912,8.002,,,,,67.0,36.5,103.0,772.954,12.6,903.2,929.0,,51.385,,12.0,,90.233,1108.235
1980-11-08,30.8,30.6,35.896,70.84,59.3,,17.9,206.669,426.132,7.728,,,,,87.6,30.2,130.0,737.356,13.3,849.2,888.0,,62.416,,10.1,,67.646,1062.138
