Date,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1977-01-01,3.09,3.3,3.416,7.103,8.36,,2.63,18.163,20.127,2.596,,0.114,,,6.45,3.8,12.3,107.625,7.05,109.82,142.0,,29.527,,,,19.262,212.482
1977-01-02,2.72,2.9,2.776,6.426,9.58,,3.365,17.72,18.313,2.596,,0.114,,,5.7,3.8,11.3,106.247,6.58,101.56,130.0,,27.367,,,,27.312,199.275
1977-01-03,38.6,38.8,29.548,48.285,15.2,,3.365,25.331,30.362,5.929,,14.7,,,108.8,135.6,40.3,116.094,58.4,191.8,262.0,,133.271,,,,235.524,330.356
1977-01-04,78.0,78.0,84.255,120.097,113.0,,2.63,52.19,61.423,8.696,,19.4,,,274.0,51.0,283.0,167.177,40.1,324.8,402.0,,272.369,,,,279.279,940.523
1977-01-05,22.9,22.5,25.321,77.658,113.0,,2.05,73.382,94.514,11.1,,26.9,,,207.9,20.3,308.0,345.042,21.4,472.6,458.0,,285.54,,,,267.493,1062.452
1977-01-06,12.7,12.6,14.204,32.292,68.4,,2.05,87.952,131.393,10.946,,10.6,,,56.5,13.5,159.0,413.153,12.5,531.1,540.0,,239.793,,,,241.495,1067.126
1977-01-07,9.64,9.72,9.806,21.727,34.0,,2.05,107.168,171.223,9.56,,12.7,,,33.5,10.1,83.4,355.496,9.48,499.6,553.0,,132.704,,,,219.397,1016.336
1977-01-08,6.98,7.34,7.85,16.547,21.2,,1.47,123.042,204.014,5.683,,1.62,,,24.9,7.895,51.8,307.333,9.33,407.5,466.0,,53.54,,,,164.484,822.684
1977-01-09,5.77,6.13,6.438,14.032,16.8,,1.47,125.933,208.255,4.351,,0.71,,,20.84,6.98,39.0,297.674,9.04,354.3,389.0,,43.438,,,,97.584,619.717
1977-01-10,5.77,6.13,5.925,12.55,12.9,,3.365,109.906,185.317,4.351,,35.5,,,18.1,6.675,33.8,304.903,9.48,354.3,365.0,,39.418,,,,65.341,501.803
1977-01-11,8.5,8.7,5.679,12.796,12.3,,3.365,95.63,159.463,18.6,,40.0,,,29.0,13.5,68.5,314.687,13.1,368.1,373.0,,57.485,,,,62.614,462.574
1977-01-12,26.4,26.0,10.161,16.293,17.5,,4.1,104.459,214.674,31.52,,137.0,,,31.5,51.0,248.0,430.488,26.5,496.9,286.0,,93.842,,,,85.116,489.545
1977-01-13,44.5,44.7,47.062,41.328,28.2,,4.1,92.186,193.548,56.2,,143.0,,,34.5,30.75,208.0,607.477,22.1,684.4,527.0,,177.122,,,,146.079,595.712
1977-01-14,25.2,24.8,35.056,69.302,63.6,,5.0,80.535,167.27,68.28,,137.0,,,34.0,24.15,172.0,745.188,16.9,826.6,748.0,,265.96,,,,183.7,872.121
1977-01-15,15.9,15.8,20.932,60.475,78.8,,6.96,74.163,155.609,54.22,,42.0,,,69.1,29.65,150.0,834.302,12.8,919.0,963.0,,238.956,,,,189.141,1294.445
1977-01-16,10.9,10.8,15.602,36.491,76.5,,6.96,76.528,161.402,36.3,,35.5,,,56.5,35.3,143.0,813.572,11.2,891.5,1085.0,,160.101,,,,191.197,1705.562
1977-01-17,20.0,19.7,26.681,58.368,76.9,,237.0,88.793,181.25,31.26,,34.3,,,125.3,45.0,137.0,729.568,10.7,804.4,990.0,,83.776,,,,231.083,1557.722
1977-01-18,87.5,87.0,98.688,169.98,116.0,,237.0,100.89,206.13,35.46,,34.3,,,274.0,132.0,161.0,635.969,9.92,704.6,827.0,,76.452,,,,369.979,1336.461
1977-01-19,49.2,49.5,64.065,168.97,175.0,,51.8,111.746,214.674,43.8,,30.0,,,199.1,54.5,328.0,635.969,9.18,704.6,724.0,,91.802,,,,506.86,1207.613
1977-01-20,27.0,26.7,35.056,101.761,157.0,,51.8,116.399,229.921,47.46,,26.9,,,129.7,30.75,260.0,764.965,8.74,845.4,751.0,,77.901,,91.4,,499.577,1258.287
1977-01-21,20.0,19.7,22.744,62.894,112.0,,41.1,125.933,261.516,36.58,,21.9,,,65.6,30.75,177.0,855.314,8.17,947.0,847.0,,64.239,,95.0,,375.864,1390.025
1977-01-22,59.1,59.6,74.062,101.4,103.0,,41.1,142.824,304.222,24.9,,18.5,,,128.6,196.0,157.0,821.83,8.03,927.0,908.0,,87.762,,114.0,,262.832,1433.715
1977-01-23,49.2,49.5,80.796,176.64,138.0,,38.65,153.154,346.625,16.02,,14.7,,,118.7,118.5,210.0,749.121,7.75,860.6,884.0,,75.011,,,,155.496,1325.888
1977-01-24,30.8,30.6,75.723,120.5,166.0,,31.6,142.824,338.999,10.792,,19.4,,,67.7,25.25,155.0,737.356,7.61,853.0,844.0,,74.533,,,,89.716,1143.45
1977-01-25,21.7,21.4,35.896,90.254,144.0,,10.4,122.084,292.129,8.984,,18.9,,,48.2,18.65,113.0,729.568,7.33,837.8,810.0,,67.465,,,,60.821,989.208
1977-01-26,16.4,16.3,24.659,59.27,96.5,,10.24,101.777,243.284,7.987,,17.5,,,38.0,14.5,80.3,695.074,6.93,793.4,784.0,,44.667,,,,38.232,893.19
1977-01-27,13.1,13.0,18.134,43.054,66.9,,10.24,86.282,204.014,6.79,,19.4,,,30.6,11.24,56.5,639.58,6.7,711.4,728.0,,39.418,,,,24.724,806.558
1977-01-28,10.4,10.4,14.66,32.848,46.0,,10.16,73.382,173.212,5.683,,10.6,,,25.6,10.1,49.9,569.448,6.58,664.6,665.0,,33.987,,,,18.403,724.776
1977-01-29,9.26,9.38,12.476,26.805,35.2,,10.16,58.457,127.798,5.116,,0.573,,,25.25,10.1,45.3,510.068,6.58,576.0,633.0,,32.48,,,,16.184,658.499
1977-01-30,8.5,8.7,11.668,30.908,36.4,,10.16,44.923,98.412,6.298,,5.68,,,21.6,9.34,51.8,460.235,6.11,525.3,559.0,,33.608,,,,17.28,612.805
1977-01-31,7.36,7.68,10.524,22.519,34.0,,10.16,35.148,70.282,5.929,,29.4,,,20.84,8.58,49.4,416.016,6.11,475.3,479.0,,35.514,,,,15.38,555.774
1977-02-01,12.7,12.6,8.791,18.596,,,10.16,28.996,49.692,5.227,,0.974,,,19.06,7.59,43.0,,6.11,390.0,409.0,,33.987,,,,13.312,483.478
1977-02-02,13.1,13.0,16.088,17.312,,,10.16,24.321,36.691,4.561,,0.573,,,15.6,6.675,33.8,,6.11,308.0,358.0,,29.527,,,,10.889,408.392
1977-02-03,8.5,8.7,15.126,22.519,,,10.16,20.916,28.71,3.757,,0.342,,,13.8,5.455,28.0,,5.88,269.0,296.0,,27.012,,,,9.304,340.235
1977-02-04,6.98,7.34,9.121,20.415,,,10.24,18.163,24.865,3.856,,0.181,,,12.75,6.37,24.0,,5.88,227.3,258.0,,25.954,,,,8.869,292.439
1977-02-05,6.32,6.71,13.758,17.824,,,10.24,15.99,21.407,3.955,,2.1,,,13.5,11.24,23.3,,6.11,185.4,220.0,,24.564,,,,7.815,250.702
1977-02-06,7.74,8.02,13.321,31.184,,,10.24,15.569,22.069,6.544,,17.0,,,13.25,7.895,30.4,,6.82,170.0,197.0,,23.877,,,,8.23,226.157
1977-02-07,10.4,7.34,18.672,26.264,,,10.16,20.446,24.865,7.721,,11.4,,,25.25,6.37,34.2,,5.88,182.2,186.0,,25.604,,,,15.646,206.764
1977-02-08,8.12,6.42,11.668,23.049,,,10.16,18.611,24.865,8.552,,40.7,,,33.5,14.5,57.9,,6.93,215.4,205.0,,35.514,,,,36.378,252.81
1977-02-09,6.32,5.55,8.791,17.824,,,10.0,35.731,78.343,12.46,,26.9,,,36.5,28.0,84.5,,14.8,248.0,224.0,,81.804,,,,83.101,304.014
1977-02-10,7.74,5.26,9.806,27.348,,,10.0,70.289,112.067,18.8,,49.7,,,124.2,177.0,136.0,,53.1,345.1,356.0,,179.594,,,,443.961,774.834
1977-02-11,6.98,4.68,10.897,38.473,,,10.2,86.282,151.789,16.02,,57.6,,,260.0,65.0,335.0,,66.7,496.9,550.0,,291.332,,,,664.502,1478.152
1977-02-12,6.05,4.68,9.121,27.348,,,13.2,82.161,142.388,12.8,,15.2,,,145.1,38.3,284.0,,29.8,728.6,741.0,,365.775,,,,717.736,1657.448
1977-02-13,5.22,4.97,7.85,21.463,,,14.7,72.604,113.779,10.792,,18.0,,,70.5,32.4,193.0,,18.7,860.6,918.0,,439.147,,,,668.951,1766.776
1977-02-14,4.95,16.8,6.705,18.081,,,10.4,66.498,110.365,10.33,,15.2,,,37.5,26.9,144.0,,14.5,815.5,969.0,,295.243,,,,554.756,1951.059
1977-02-15,4.4,13.0,5.925,14.281,,,10.0,64.264,100.404,10.638,,13.5,,,25.25,15.5,94.2,,12.6,779.0,884.0,,118.766,,,,494.763,1829.182
1977-02-16,4.4,8.7,4.984,12.55,,,10.0,62.06,90.729,8.696,,14.3,,,20.46,11.24,70.0,,11.2,753.8,698.0,,86.761,,,,358.406,1523.338
1977-02-17,4.67,7.0,4.554,11.575,,,10.0,57.04,90.729,7.189,,19.4,,,21.22,9.34,49.9,,9.48,606.4,521.0,,62.416,,,,183.024,1158.085
1977-02-18,16.9,15.3,4.766,11.092,,,10.0,54.248,90.729,6.421,,15.2,,,30.2,16.5,65.5,,8.74,510.8,438.0,,49.679,,,,124.982,826.743
1977-02-19,13.1,14.4,27.379,51.224,,,10.0,56.337,88.878,6.667,,14.7,,,138.5,54.5,136.0,,7.61,342.8,400.0,,46.736,,,,147.322,633.669
1977-02-20,8.5,11.3,26.681,53.295,,,9.604,58.457,88.878,6.175,,16.1,,,74.0,23.6,150.0,,7.33,417.5,387.0,,43.438,,,,123.232,619.717
1977-02-21,6.6,8.02,12.476,33.964,,,9.604,59.888,90.729,5.683,,8.66,,,47.0,13.0,94.2,,7.19,440.6,409.0,,40.612,,,,127.33,588.949
1977-02-22,15.4,6.71,8.469,21.463,,,9.01,65.005,104.476,5.116,,9.82,,,29.8,8.96,66.5,,7.05,375.0,393.0,,38.627,,,,132.076,582.229
1977-02-23,14.5,5.84,22.128,37.339,,,9.01,79.727,133.203,4.894,,8.27,,,33.5,28.0,62.2,,6.93,333.6,356.0,,35.899,,,,107.904,536.378
1977-02-24,11.3,5.26,22.744,64.412,,,9.01,93.042,159.463,3.955,,6.72,,,38.0,19.2,103.0,,6.58,316.4,332.0,,33.987,,,,74.741,468.495
1977-02-25,8.88,4.97,15.602,39.612,,,8.812,95.63,165.306,4.153,,9.82,,,26.65,12.0,76.1,,6.46,365.8,332.0,,32.106,,,,69.981,413.921
1977-02-26,6.98,7.34,10.897,27.892,,,8.812,84.623,149.892,4.252,,6.46,,,20.08,10.1,48.0,,6.23,354.3,365.0,,30.257,,,,67.183,422.29
1977-02-27,6.05,6.42,8.469,21.201,,,8.812,80.535,135.023,4.894,,10.6,,,17.46,8.96,42.5,,5.88,345.1,356.0,,28.801,,,,48.83,439.307
1977-02-28,5.5,5.84,7.262,18.338,,,8.812,84.623,142.388,4.672,,17.0,,,17.78,8.2,39.0,,6.0,363.5,354.0,,29.163,,,,55.561,422.29
1977-03-01,4.95,5.26,6.438,17.056,31.0,,5.9,99.124,163.35,4.45,,26.9,,,18.42,11.62,41.2,271.968,5.88,358.9,365.0,,32.48,,31.1,,129.102,487.099
1977-03-02,5.5,5.84,6.438,14.781,25.0,,5.9,117.339,195.625,4.054,,12.7,,,18.1,11.62,42.5,256.259,5.88,342.8,345.0,,30.993,,33.3,,248.279,553.091
1977-03-03,4.95,5.26,5.925,13.536,19.1,,4.1,128.852,216.83,3.856,,6.2,,,14.7,10.48,33.0,245.347,5.81,322.7,330.0,,29.527,,34.8,,274.541,635.43
1977-03-04,4.67,4.97,5.441,12.306,16.8,,4.1,134.769,236.569,3.757,,1.02,,,12.75,8.2,30.0,236.801,5.81,316.4,323.0,,28.081,,38.0,,246.765,676.665
1977-03-05,4.4,4.68,4.984,11.333,15.0,,4.1,141.807,252.342,3.559,,4.39,,,12.0,6.37,25.6,245.347,5.81,316.4,319.0,,26.658,,34.0,,251.317,664.157
1977-03-06,4.12,4.39,4.554,10.851,14.8,,4.1,146.921,270.807,3.856,,4.13,,,11.0,5.15,22.5,262.93,5.81,326.9,323.0,,25.604,,22.2,,246.01,639.494
1977-03-07,3.85,4.1,4.15,9.895,14.6,,4.1,144.867,275.495,3.559,,0.342,,,10.16,4.475,20.6,271.968,5.81,342.8,321.0,,24.909,,21.5,,185.055,627.34
1977-03-08,3.66,3.9,3.957,8.951,14.4,,2.63,127.876,252.342,3.364,,4.39,,,9.32,3.8,19.1,276.549,5.66,358.9,328.0,,23.877,,,,89.2,587.674
1977-03-09,3.47,3.7,3.771,8.717,13.5,,2.63,108.078,218.993,3.268,,4.13,,,8.76,3.35,18.0,290.539,5.59,361.2,332.0,,23.196,,,,51.315,501.399
1977-03-10,3.47,3.7,4.554,8.252,9.17,,2.63,93.042,191.478,3.076,,0.93,,,8.2,2.9,16.9,288.182,5.51,365.8,332.0,,22.521,,,,36.012,435.334
1977-03-11,3.47,3.7,5.209,8.951,8.76,,1.47,87.952,175.21,2.98,,1.06,,,7.45,2.75,15.6,267.428,5.51,329.0,332.0,,29.527,,,,28.979,399.237
1977-03-12,3.28,3.5,4.15,10.372,8.55,,1.47,81.346,159.463,2.884,,0.399,,,6.95,2.9,14.2,224.288,5.51,293.3,309.0,,26.658,,,,24.407,380.211
1977-03-13,3.09,3.3,3.771,9.186,9.37,,1.222,77.323,148.003,2.692,,0.519,,,8.2,2.9,13.5,206.204,5.88,273.0,292.0,,25.954,,,,21.325,358.607
1977-03-14,2.9,3.1,3.771,9.895,9.99,,1.222,72.604,140.534,3.268,,0.247,,,7.95,4.475,17.3,188.938,5.88,255.6,274.0,,33.987,,,,19.552,337.64
1977-03-15,3.28,3.5,4.766,8.951,12.3,,1.222,68.762,131.393,2.884,,1.24,,,8.48,5.455,19.1,176.069,11.2,248.0,266.0,,41.414,,,,19.262,325.945
1977-03-16,30.8,30.6,35.056,62.591,19.1,,1.058,65.005,124.239,2.884,,1.06,,,32.0,8.96,37.2,176.069,12.8,248.0,292.0,,33.231,,,,18.12,320.176
1977-03-17,12.2,12.2,19.78,50.634,51.8,,1.058,61.333,110.365,2.788,,0.071,,,21.22,8.96,44.8,185.211,10.1,257.5,268.0,,27.723,,,,16.184,311.619
1977-03-18,6.98,7.34,11.668,29.806,46.6,,1.058,56.337,102.425,2.884,,6.2,,,16.2,6.37,33.0,204.246,8.89,255.6,260.0,,25.256,,,,14.852,305.979
1977-03-19,5.5,5.84,7.552,21.201,42.4,,0.892,50.837,88.878,2.788,,0.181,,,13.5,5.76,25.6,204.246,7.89,248.0,258.0,,24.564,,,,13.818,297.617
1977-03-20,4.12,4.39,6.98,18.338,23.9,,0.892,46.212,78.343,2.884,,0.007,,,12.25,5.76,20.6,200.358,6.23,240.4,256.0,,25.954,,,,13.564,286.65
1977-03-21,40.1,40.3,55.687,77.034,43.0,,0.645,44.285,73.431,2.16,,0.464,,,29.8,8.2,17.6,176.069,6.0,227.3,252.0,,27.012,,,,12.566,281.244
1977-03-22,15.4,15.3,29.548,56.87,63.6,,0.645,41.145,62.84,1.905,,0.437,,,20.08,6.98,49.9,165.428,5.88,213.7,238.0,,27.723,,,,11.836,275.89
1977-03-23,10.4,10.4,15.602,34.243,53.8,,0.645,36.908,54.683,2.245,,1.62,,,12.75,3.125,26.0,172.483,5.81,220.5,218.0,,28.081,,,,11.123,254.993
1977-03-24,7.74,8.02,11.278,23.315,36.4,,0.645,33.994,47.324,2.16,,0.437,,,11.0,3.125,23.3,170.704,5.66,217.1,224.0,,25.954,,,,10.426,244.856
1977-03-25,6.6,7.0,8.791,17.824,22.9,,0.645,32.293,39.677,1.99,,3.12,,,9.6,3.575,18.4,165.428,5.59,227.3,226.0,,24.22,,,,9.972,244.856
1977-03-26,5.5,5.84,7.552,14.53,17.7,,0.645,30.079,35.734,1.905,,0.437,,,8.48,3.125,16.2,143.594,5.51,213.7,218.0,,24.564,,,,9.972,239.866
1977-03-27,4.4,4.68,6.438,12.061,17.2,,237.0,27.929,34.794,1.99,,5.43,,,7.7,3.125,13.9,153.464,5.51,201.8,197.0,,39.022,,,,10.198,227.615
1977-03-28,10.0,10.1,66.781,47.407,40.0,,237.0,35.731,50.907,13.99,,9.82,,,43.4,48.6,68.5,256.259,16.7,213.7,220.0,,43.438,,,,21.026,249.899
1977-03-29,84.2,84.0,135.637,182.408,123.0,,181.0,56.337,90.729,14.33,,18.5,,,156.1,58.0,212.0,424.667,12.5,377.5,354.0,,47.572,,28.1,,69.044,438.694
1977-03-30,27.7,27.3,66.781,157.157,194.0,,,68.004,108.672,16.21,,57.6,,,95.0,32.4,229.0,532.741,6.93,564.0,468.0,,59.264,,43.7,,78.633,639.494
1977-03-31,19.5,19.2,33.417,82.666,135.0,,,68.762,118.968,17.2,,17.0,,,51.2,23.6,133.0,549.262,6.35,603.3,566.0,,53.107,,32.5,,93.357,736.591
1977-04-01,13.1,13.0,22.744,51.224,,,10.0,73.382,135.023,17.2,,24.4,,,34.5,16.5,89.8,466.313,6.0,573.0,591.0,,37.451,,29.0,,76.678,799.084
1977-04-02,10.9,10.8,17.09,36.209,,,10.0,79.727,157.532,12.8,,26.9,,,27.4,13.5,64.1,448.207,5.88,516.6,537.0,,32.855,,19.5,,53.847,745.362
1977-04-03,8.88,9.04,13.758,29.257,,,10.0,82.978,173.212,8.552,,16.1,,,21.6,10.86,49.4,436.352,5.81,472.6,488.0,,30.257,,,,38.984,651.767
1977-04-04,7.74,8.02,12.068,23.848,,,10.0,82.161,173.212,6.544,,9.82,,,18.42,8.96,40.7,418.889,5.81,464.5,466.0,,27.367,,,,27.312,591.581
1977-04-05,6.98,7.34,10.524,20.676,,,10.0,76.528,161.402,5.683,,11.4,,,16.2,7.895,33.8,368.801,5.81,448.4,458.0,,25.954,,,,20.728,560.685
1977-04-06,6.6,7.0,9.121,16.039,,,10.0,68.762,149.892,5.005,,7.11,,,14.4,6.37,28.0,342.455,5.73,427.6,430.0,,24.564,,,,18.403,526.925
1977-04-07,6.32,6.71,7.85,13.536,,,10.0,62.06,135.023,4.45,,7.11,,,13.0,5.76,25.2,307.333,5.73,405.0,391.0,,29.163,,,,15.38,487.099
1977-04-08,6.05,6.42,7.552,12.55,,,8.02,58.457,117.229,4.252,,18.0,,,12.25,6.065,24.0,258.472,5.73,377.5,362.0,,27.367,,,,14.852,428.654
1977-04-09,6.05,6.42,7.85,15.787,,,8.02,54.248,100.404,4.054,,31.8,,,12.0,5.455,22.9,247.509,5.73,335.9,319.0,,25.256,,,,17.558,377.086
1977-04-10,5.5,5.84,8.469,16.293,,,8.02,48.173,90.729,5.116,,17.0,,,12.25,6.065,21.7,238.922,5.73,305.9,292.0,,23.877,,,,19.262,352.552
1977-04-11,6.6,7.0,10.161,16.293,,,8.02,44.285,76.68,5.227,,11.8,,,12.0,6.675,21.0,230.499,5.73,261.3,268.0,,22.521,,,,20.728,334.697
1977-04-12,6.32,6.71,9.121,15.534,,,9.01,43.018,71.844,5.227,,13.9,,,12.0,6.37,20.2,224.288,5.73,222.2,250.0,,23.877,,,,22.233,294.856
1977-04-13,6.05,6.42,7.85,14.281,,,9.01,43.649,71.844,5.116,,32.4,,,11.5,5.76,19.5,206.204,5.73,203.5,232.0,,25.954,,,,21.026,275.89
1977-04-14,6.6,7.0,9.806,22.784,,,237.0,71.828,149.892,28.95,,64.0,,,16.82,10.48,21.3,185.211,5.81,198.4,228.0,,29.163,,25.7,,48.42,270.588
1977-04-15,50.0,50.3,79.09,78.906,,,386.0,88.793,189.417,40.31,,83.1,,,77.2,30.75,47.6,234.69,16.3,208.6,326.0,,32.106,,39.4,,110.127,445.453
1977-04-16,86.4,86.0,121.081,266.209,,,449.0,132.785,273.147,81.7,,156.0,,,240.0,92.0,267.0,813.572,54.3,395.0,691.0,,42.625,,117.0,,451.783,1320.242
1977-04-17,59.1,59.6,104.345,243.779,,,535.0,233.301,520.14,187.8,,222.0,,,498.0,201.0,593.0,1308.764,44.0,681.1,1032.0,,63.325,,206.0,,680.919,2067.545
1977-04-18,99.0,97.5,165.631,309.763,,,449.0,316.542,694.35,317.4,,287.0,,,228.0,86.4,624.0,1619.223,45.3,967.4,1285.0,,75.491,,207.0,,899.285,2707.002
1977-04-19,43.0,43.2,91.352,270.303,,,237.0,434.816,907.255,265.5,,348.0,,,152.8,54.5,552.0,1912.956,36.8,1357.0,1507.0,,106.353,,257.0,,1008.272,3054.825
1977-04-20,31.4,31.2,50.181,163.486,,,181.0,619.94,1501.332,185.4,,402.0,,,86.8,36.5,403.0,2169.853,24.1,1782.2,1732.0,,137.26,,209.0,,1058.913,3282.986
1977-04-21,24.6,24.3,38.497,102.485,,,132.0,749.63,2011.743,133.0,,308.0,,,63.5,30.75,286.0,2333.855,19.8,2111.5,1929.0,,102.657,,142.0,,1124.191,3471.486
1977-04-22,17.4,17.2,25.321,70.84,,,51.8,706.595,1960.809,84.56,,271.0,,,49.4,25.8,213.0,2348.421,17.1,2349.2,2065.0,,69.798,,102.0,,1126.343,3626.109
1977-04-23,14.5,14.4,22.744,51.224,,,10.4,603.521,1669.474,50.98,,167.0,,,39.5,23.6,140.0,2304.87,14.1,2481.0,2156.0,,51.814,,70.1,,1050.692,3744.307
1977-04-24,13.1,13.0,19.221,38.473,,,10.0,493.597,1295.458,34.12,,108.0,,,32.0,18.65,103.0,2254.615,11.7,2523.4,2204.0,,47.991,,44.9,,893.792,3834.211
1977-04-25,10.9,10.8,15.602,32.292,,,10.0,391.184,960.581,26.51,,68.0,,,26.3,20.3,76.1,2190.88,9.63,2566.0,2281.0,,45.491,,32.3,,658.603,3925.191
1977-04-26,10.4,10.4,14.204,27.348,,,10.0,298.539,750.7,20.2,,46.2,,,22.36,16.5,57.9,2100.555,8.17,2523.4,2315.0,,42.625,,21.5,,340.612,3976.201
1977-04-27,9.26,9.38,12.894,24.115,,,10.0,240.788,595.698,16.8,,34.9,,,21.22,13.5,48.0,1965.59,7.19,2439.0,2281.0,,40.612,,17.2,,95.462,3894.745
1977-04-28,8.12,8.36,11.278,21.727,,,10.0,186.984,488.065,14.69,,22.4,,,19.38,11.62,43.0,1601.368,6.58,2248.4,2132.0,,37.842,,14.8,,43.213,3367.154
1977-04-29,6.98,7.34,10.161,19.633,,,10.0,157.366,407.06,12.8,,19.4,,,17.46,10.48,38.1,1154.346,6.0,2004.2,1645.0,,36.285,,,,34.921,2749.32
1977-04-30,6.6,7.0,9.806,18.081,,,10.0,131.797,349.18,11.44,,60.0,,,15.6,7.895,34.2,876.609,5.81,1782.2,1614.0,,34.748,,,,33.842,2317.587
1977-05-01,6.6,7.0,9.806,19.114,,,10.0,116.399,309.107,12.97,,27.4,,,15.6,6.675,32.1,793.123,5.73,1526.2,1317.0,,39.022,,43.4,,38.984,1980.189
1977-05-02,17.4,17.2,23.37,44.209,,,10.0,116.399,306.661,13.65,,42.0,,,38.0,26.9,52.7,672.577,5.51,1292.6,1085.0,,42.625,,56.1,,65.799,1729.531
1977-05-03,11.3,11.3,17.607,41.328,,,5.9,108.99,266.147,13.48,,64.0,,,30.6,24.7,69.5,566.056,5.51,1139.0,884.0,,44.256,,54.0,,69.512,1471.073
1977-05-04,8.88,9.04,13.758,32.014,,,5.9,90.483,227.721,11.61,,45.5,,,25.6,15.5,68.0,503.688,5.73,546.0,698.0,,45.905,,44.3,,63.518,1216.737
1977-05-05,8.12,8.36,11.278,26.264,,,5.9,77.323,187.363,13.31,,32.4,,,23.12,8.96,57.4,494.198,7.19,467.2,614.0,,47.572,,37.8,,61.715,966.555
1977-05-06,9.26,9.38,12.068,28.437,,,5.9,101.777,229.921,22.16,,47.6,,,20.84,10.1,43.9,469.368,9.63,445.8,553.0,,49.256,,34.3,,60.821,840.614
1977-05-07,9.64,9.72,15.126,34.803,,,5.9,110.824,243.284,26.28,,107.0,,,24.9,13.0,57.9,478.599,8.74,456.4,543.0,,59.264,,34.3,,68.111,808.221
1977-05-08,22.3,16.8,38.497,41.615,,,6.96,101.777,223.341,30.74,,163.0,,,38.5,19.75,85.0,529.47,6.82,516.6,550.0,,77.418,,33.5,,101.882,771.987
1977-05-09,15.9,13.0,25.995,41.615,,,6.96,93.901,199.804,37.14,,107.0,,,50.0,20.85,87.1,545.936,6.82,585.0,598.0,,75.491,,36.4,,110.685,808.221
1977-05-10,10.9,8.7,20.932,37.622,,,5.9,90.483,191.478,41.18,,29.4,,,53.0,17.55,82.4,529.47,8.74,628.3,598.0,,73.579,,35.3,,87.66,826.653
1977-05-11,10.0,8.36,20.932,39.327,,,5.9,84.623,185.317,34.12,,19.4,,,44.0,15.5,77.7,497.35,8.31,603.3,582.0,,60.16,,26.8,,67.183,799.084
1977-05-12,8.88,8.36,22.128,39.897,,,5.9,79.727,179.229,27.45,,21.9,,,33.5,17.55,71.0,454.2,7.89,531.1,547.0,,45.905,,20.1,,58.169,754.185
1977-05-13,7.36,7.68,17.607,36.773,,,5.9,74.948,175.21,21.94,,20.4,,,25.25,16.5,64.1,421.773,7.33,488.8,505.0,,41.414,,15.3,,47.604,693.525
1977-05-14,6.05,6.42,14.66,29.257,,,5.9,71.828,163.35,17.0,,25.9,,,21.98,13.5,57.9,382.369,7.05,459.1,473.0,,39.418,,,,40.121,643.572
1977-05-15,5.5,5.84,12.894,24.918,,,5.9,68.004,159.463,13.99,,24.4,,,20.84,13.5,51.8,345.042,7.05,420.0,438.0,,37.451,,,,36.378,583.779
1977-05-16,4.67,4.97,12.068,21.99,,,6.96,64.264,142.388,12.12,,21.4,,,18.74,12.5,45.7,314.687,7.05,390.0,402.0,,35.514,,,,32.073,541.799
1977-05-17,4.4,4.68,11.668,21.463,,,6.96,57.747,126.014,11.1,,19.4,,,18.1,15.5,43.4,288.182,6.82,363.5,380.0,,33.987,,,,29.317,483.557
1977-05-18,4.67,4.97,11.278,19.373,,,6.96,51.512,118.968,13.31,,16.6,,,17.46,18.65,41.6,258.472,6.58,335.9,367.0,,32.48,,,,26.656,445.453
1977-05-19,4.4,4.68,10.161,18.338,,,6.748,48.833,108.666,9.868,,17.0,,,16.5,17.55,39.4,230.499,6.35,293.3,338.0,,30.993,,,,26.006,412.181
1977-05-20,3.47,3.7,9.121,17.056,,,6.748,44.923,96.449,9.128,,20.9,,,15.0,15.0,36.8,210.152,6.11,267.0,313.0,,29.891,,,,24.724,361.655
1977-05-21,3.28,3.5,8.469,15.787,,,6.748,43.649,81.748,8.696,,25.9,,,14.1,11.62,34.2,200.358,5.88,249.9,294.0,,29.163,,,,21.929,325.945
1977-05-22,2.72,2.9,7.85,15.283,,,6.536,42.39,76.68,8.552,,18.5,,,13.0,9.72,31.7,187.069,5.88,229.0,280.0,,28.441,,,,21.325,320.176
1977-05-23,2.34,2.5,7.552,14.53,,,6.536,40.529,70.282,8.12,,21.9,,,12.5,8.2,29.2,183.363,6.23,210.3,252.0,,27.723,,,,21.026,300.392
1977-05-24,1.96,2.1,7.552,13.783,,,6.536,38.099,64.28,7.721,,19.4,,,12.0,7.285,28.0,177.878,6.35,200.1,246.0,,27.012,,,,20.431,283.941
1977-05-25,1.96,2.1,7.552,12.796,,,6.536,36.908,62.84,7.588,,18.5,,,11.75,6.065,26.4,172.483,6.11,190.2,230.0,,26.658,,,,19.844,267.957
1977-05-26,1.8,1.92,7.85,11.575,,,5.9,46.212,81.748,12.46,,23.4,,,13.0,5.15,28.4,179.696,9.92,206.9,246.0,,29.163,,,,31.375,283.941
