,49330000,49340080,49370000,49660000,49705000,49740000,49775000
1980-06-03,3180.63,,2930.33,3288.75,3178.92,,
1980-06-04,3243.91,,2940.02,3252.74,3277.49,,
1980-06-05,3251.87,,2920.65,3252.74,3249.18,,
1980-06-06,3283.79,,2930.33,3193.13,3235.06,,
1980-06-07,3251.87,,2949.73,3205.01,3164.97,,
1980-06-08,3141.41,,2862.81,3228.83,3151.04,,
1980-06-09,2948.32,,2834.06,3145.82,3151.04,,
1980-06-10,3133.59,,2843.63,3085.02,3027.08,,
1980-06-11,2898.55,,2805.41,3105.59,2945.82,,
1980-06-12,2733.26,,2701.32,3054.26,2773.55,,
1980-06-13,2455.48,,2534.19,2882.34,2644.56,,
1980-06-14,2420.93,,2371.09,2598.5,2371.61,,
1980-06-15,2380.9,,2220.83,2363.49,2090.79,,
1980-06-16,2329.84,,2255.85,2419.07,2124.92,,
1980-06-17,2386.6,,2186.01,2372.72,2090.79,,
1980-06-18,2262.5,,2134.17,2354.28,2068.19,,
1980-06-19,2443.94,,2220.83,2400.48,2113.51,,
1980-06-20,2301.68,,2151.4,2317.58,2068.19,,
1980-06-21,2273.67,,2151.4,2299.32,2045.71,,
1980-06-22,2386.6,,2238.31,2354.28,2090.79,,
1980-06-23,2369.51,,2168.68,2409.77,2136.36,,
1980-06-24,2251.36,,2116.99,2345.08,2102.14,,
1980-06-25,2329.84,,2142.77,2363.49,2113.51,,
1980-06-26,2157.61,,2142.77,2400.48,2147.83,,
1980-06-27,2207.03,,2108.42,2335.9,2113.51,,
1980-06-28,2163.08,,2142.77,2290.21,2068.19,,
1980-06-29,2174.03,,2160.03,2363.49,2102.14,,
1980-06-30,2196.01,,2194.69,2354.28,2090.79,,
1980-07-01,2205.89,,2362.53,2150.55,2549.18,,
1980-07-02,2175.06,,2400.01,2139.55,2537.63,,
1980-07-03,2205.89,,2381.23,2194.82,2457.58,,
1980-07-04,2150.59,,2371.87,2183.71,2446.26,,
1980-07-05,2138.43,,2306.89,2117.62,2390.08,,
1980-07-06,2108.23,,2316.11,2074.09,2367.81,,
1980-07-07,2144.51,,2362.53,2117.62,2367.81,,
1980-07-08,2138.43,,2334.62,2139.55,2345.66,,
1980-07-09,2332.15,,2437.8,2161.58,2345.66,,
1980-07-10,2108.23,,2334.62,2139.55,2345.66,,
1980-07-11,2268.44,,2381.23,2117.62,2345.66,,
1980-07-12,2114.25,,2325.36,2150.55,2345.66,,
1980-07-13,2262.13,,2390.61,2139.55,2345.66,,
1980-07-14,2237.02,,2381.23,2117.62,2345.66,,
1980-07-15,2205.89,,2381.23,2117.62,2345.66,,
1980-07-16,2132.37,,2371.87,2194.82,2334.62,,
1980-07-17,2144.51,,2390.61,2139.55,2323.61,,
1980-07-18,2144.51,,2334.62,2117.62,2334.62,,
1980-07-19,2187.36,,2362.53,2095.81,2301.69,,
1980-07-20,2193.52,,2306.89,2117.62,2312.64,,
1980-07-21,2212.09,,2400.01,2095.81,2290.77,,
1980-07-22,2230.77,,2343.9,2128.57,2345.66,,
1980-07-23,2138.43,,2371.87,2139.55,2345.66,,
1980-07-24,2114.25,,2362.53,2117.62,2345.66,,
1980-07-25,2096.23,,2325.36,2095.81,2334.62,,
1980-07-26,2126.32,,2316.11,2074.09,2301.69,,
1980-07-27,2096.23,,2353.21,2095.81,2279.87,,
1980-07-28,2199.7,,2306.89,2074.09,2301.69,,
1980-07-29,2054.58,,2343.9,2095.81,2290.77,,
1980-07-30,2120.28,,2297.69,2074.09,2290.77,,
1980-07-31,2193.52,,2418.87,2106.7,2279.87,,
1980-08-01,2135.8,,2057.28,2290.21,2034.51,,
1980-08-02,2196.01,,2108.42,2281.12,1979.0,,
1980-08-03,2290.46,,2116.99,2281.12,1967.99,,
1980-08-04,2279.26,,2065.77,2290.21,1990.04,,
1980-08-05,2335.49,,2099.87,2262.97,1990.04,,
1980-08-06,2218.08,,2074.28,2262.97,2012.22,,
1980-08-07,2223.61,,2116.99,2235.87,1990.04,,
1980-08-08,2207.03,,2074.28,2235.87,1990.04,,
1980-08-09,2234.69,,2065.77,2253.92,1979.0,,
1980-08-10,2273.67,,2057.28,2217.87,1979.0,,
1980-08-11,2262.5,,2065.77,2173.14,1946.07,,
1980-08-12,2262.5,,2099.87,2199.93,1935.15,,
1980-08-13,2130.36,,2040.34,2262.97,1990.04,,
1980-08-14,2284.85,,2134.17,2208.89,1957.01,,
1980-08-15,2279.26,,2116.99,2262.97,1979.0,,
1980-08-16,2268.08,,2099.87,2235.87,2023.35,,
1980-08-17,2312.93,,2108.42,2226.86,2034.51,,
1980-08-18,2352.47,,2040.34,2272.04,1990.04,,
1980-08-19,2279.26,,2091.32,2244.89,1990.04,,
1980-08-20,2262.5,,1989.84,2244.89,2012.22,,
1980-08-21,2135.8,,1931.51,2137.62,1891.78,,
1980-08-22,2201.52,,2015.03,2084.79,1848.91,,
1980-08-23,2006.93,,1973.11,2111.14,1870.29,,
1980-08-24,2240.24,,1981.46,2084.79,1859.58,,
1980-08-25,2245.8,,1998.22,2119.95,1859.58,,
1980-08-26,2212.55,,2031.89,2164.24,1902.58,,
1980-08-27,2229.15,,2015.03,2119.95,1891.78,,
1980-08-28,2201.52,,1981.46,2190.99,1881.02,,
1980-08-29,2207.03,,2006.62,2128.78,1870.29,,
1980-08-30,2229.15,,2023.45,2137.62,1881.02,,
1980-08-31,2341.15,,1989.84,2119.95,1881.02,,
1980-09-01,2132.37,,2251.95,1946.07,2172.51,,
1980-09-02,2019.33,,2251.95,1988.32,2172.51,,
1980-09-03,2078.31,,2233.8,1977.71,2172.51,,
1980-09-04,1967.21,,2233.8,1977.71,2172.51,,
1980-09-05,1843.59,,2100.09,1925.1,2172.51,,
1980-09-06,1773.04,,2135.32,1781.35,2119.89,,
1980-09-07,1567.29,,2100.09,1893.86,2047.41,,
1980-09-08,1627.24,,1772.8,1604.27,1926.37,,
1980-09-09,1938.64,,2082.59,1575.61,1877.12,,
1980-09-10,1887.92,,2117.67,1751.23,2037.17,,
1980-09-11,1876.77,,2117.67,1821.89,2088.66,,
1980-09-12,1921.64,,2100.09,1781.35,2078.3,,
1980-09-13,1882.34,,2179.79,1801.57,2078.3,,
1980-09-14,1773.04,,1903.53,1781.35,2067.98,,
1980-09-15,1927.29,,2161.94,1741.25,2006.61,,
1980-09-16,1899.12,,2108.87,1852.57,2067.98,,
1980-09-17,1932.96,,2153.05,1842.32,2067.98,,
1980-09-18,1932.96,,2117.67,1832.09,2078.3,,
1980-09-19,1860.13,,2117.67,1801.57,2047.41,,
1980-09-20,1849.09,,2100.09,1791.45,2047.41,,
1980-09-21,1714.77,,2004.81,1731.29,2006.61,,
1980-09-22,1910.35,,2108.87,1691.72,1976.31,,
1980-09-23,1938.64,,2108.87,1821.89,2026.95,,
1980-09-24,1794.55,,2073.87,1761.25,2026.95,,
1980-09-25,1854.61,,2039.19,1721.36,1996.48,,
1980-09-26,1854.61,,2073.87,1711.45,1986.38,,
1980-09-27,1860.13,,2126.48,1741.25,1996.48,,
1980-09-28,1720.01,,1979.23,1721.36,2037.17,,
1980-09-29,2001.85,,2100.09,1681.9,1976.31,,
1980-09-30,1876.77,,2215.72,1883.5,2037.17,,
1980-10-01,1886.66,,1816.83,2006.55,1779.8,,
1980-10-02,1928.13,,1784.55,1921.06,1757.55,,
1980-10-03,1902.17,,1898.48,1912.59,1691.89,,
1980-10-04,2054.86,,1906.72,1955.07,1728.16,,
1980-10-05,2028.17,,1857.49,2015.19,1742.81,,
1980-10-06,2060.21,,1833.05,2015.19,1742.81,,
1980-10-07,2033.5,,1898.48,1989.33,1742.81,,
1980-10-08,2087.07,,1906.72,2041.17,1764.94,,
1980-10-09,1896.99,,1824.94,2015.19,1750.17,,
1980-10-10,1907.35,,1800.66,1929.54,1713.59,,
1980-10-11,1938.56,,1808.74,1921.06,1691.89,,
1980-10-12,1917.73,,1865.66,1929.54,1706.34,,
1980-10-13,2081.69,,1849.33,2023.83,1735.48,,
1980-10-14,2108.67,,1914.97,2049.87,1735.48,,
1980-10-15,1985.79,,1882.04,2015.19,1742.81,,
1980-10-16,1933.34,,1824.94,1946.55,1750.17,,
1980-10-17,2352.47,,1824.94,1938.04,1728.16,,
1980-10-18,2352.47,,2091.32,2041.17,1720.87,,
1980-10-19,1917.73,,1898.48,2217.87,1859.58,,
1980-10-20,2049.51,,1865.66,2041.17,1817.08,,
1980-10-21,2028.17,,1898.48,2006.55,1750.17,,
1980-10-22,1985.79,,1849.33,2006.55,1750.17,,
1980-10-23,2006.93,,1841.18,1963.62,1742.81,,
1980-10-24,1949.01,,1849.33,1955.07,1728.16,,
1980-10-25,1922.93,,1882.04,2015.19,1735.48,,
1980-10-26,2006.93,,1800.66,1938.04,1742.81,,
1980-10-27,2135.8,,1923.23,1972.17,1735.48,,
1980-10-28,2201.52,,2048.81,2111.14,1750.17,,
1980-10-29,2157.61,,2015.03,2190.99,1881.02,,
1980-10-30,2262.5,,2006.62,2173.14,1870.29,,
1980-10-31,2207.03,,2065.77,2190.99,1881.02,,
1980-11-01,2054.58,,2279.33,2009.6,2236.59,,
1980-11-02,2048.68,,2270.19,2009.6,2323.61,,
1980-11-03,2031.03,,2288.5,1988.32,2215.11,,
1980-11-04,2090.24,,2188.74,1988.32,2215.11,,
1980-11-05,2078.31,,2233.8,1914.66,2140.85,,
1980-11-06,2096.23,,2206.71,1914.66,2140.85,,
1980-11-07,2054.58,,2215.72,1914.66,2130.36,,
1980-11-08,1967.21,,2161.94,1893.86,2130.36,,
1980-11-09,2031.03,,2188.74,1883.5,2130.36,,
1980-11-10,2156.69,,2316.11,1946.07,2161.93,,
1980-11-11,2072.36,,2224.75,2020.28,2193.75,,
1980-11-12,1854.61,,2153.05,1946.07,2151.38,,
1980-11-13,2054.58,,2161.94,1842.32,2130.36,,
1980-11-14,1805.37,,2179.79,1904.25,2130.36,,
1980-11-15,1757.02,,2065.17,1811.71,2099.04,,
1980-11-16,2090.24,,2126.48,1751.23,2006.61,,
1980-11-17,2060.5,,2206.71,1925.1,2140.85,,
1980-11-18,2096.23,,2188.74,1988.32,2204.42,,
1980-11-19,2066.42,,2306.89,1967.14,2193.75,,
1980-11-20,2025.17,,2215.72,1977.71,2215.11,,
1980-11-21,1996.05,,2215.72,1956.59,2183.12,,
1980-11-22,2001.85,,2179.79,1914.66,2161.93,,
1980-11-23,2042.79,,2135.32,1904.25,2119.89,,
1980-11-24,2036.9,,2170.86,1904.25,2151.38,,
1980-11-25,2013.49,,2206.71,1883.5,2140.85,,
1980-11-26,2090.24,,2188.74,1904.25,2151.38,,
1980-11-27,2066.42,,2233.8,1935.57,2161.93,,
1980-11-28,2013.49,,2233.8,1967.14,2172.51,,
1980-11-29,2510.12,,2362.53,2041.73,2183.12,,
1980-11-30,2287.43,,2504.69,2330.18,2225.84,,
1980-12-01,2168.55,,1989.84,2437.71,2090.79,,
1980-12-02,2157.61,,1981.46,2190.99,1913.4,,
1980-12-03,2163.08,,1989.84,2137.62,1881.02,,
1980-12-04,2245.8,,2040.34,2128.78,1891.78,,
1980-12-05,2358.15,,2186.01,2235.87,1913.4,,
1980-12-06,2449.7,,2212.1,2317.58,2023.35,,
1980-12-07,2455.48,,2116.99,2317.58,2045.71,,
1980-12-08,2223.61,,2142.77,2326.73,2034.51,,
1980-12-09,2484.42,,2203.39,2419.07,2034.51,,
1980-12-10,2478.62,,2353.23,2447.05,2136.36,,
1980-12-11,2649.19,,2380.05,2541.27,2228.99,,
1980-12-12,2745.36,,2425.01,2579.37,2276.03,,
1980-12-13,2879.98,,2515.87,2569.82,2323.57,,
1980-12-14,3110.21,,2682.55,2773.27,2493.83,,
1980-12-15,3243.91,,2853.22,2962.74,2657.32,,
1980-12-16,3149.23,,2824.5,3115.9,2826.0,,
1980-12-17,3164.91,,2862.81,3074.75,2852.41,,
1980-12-18,3243.91,,2834.06,3095.3,2852.41,,
1980-12-19,3323.93,,2920.65,3126.22,2878.94,,
1980-12-20,3462.27,,3008.21,3264.72,2986.31,,
1980-12-21,3228.03,,3266.56,3459.35,3164.97,,
1980-12-22,3243.91,,3398.72,3684.75,3363.17,,
1980-12-23,3196.39,,3347.66,3761.39,3464.53,,
1980-12-24,4027.14,,3689.97,3930.04,3567.4,,
1980-12-25,4674.71,,3892.75,4291.61,3947.06,,
1980-12-26,4868.93,,4349.92,4513.05,4136.11,,
1980-12-27,5290.15,,4835.41,4927.98,4510.83,,
1980-12-28,5549.48,,5159.78,5299.66,4901.79,,
1980-12-29,5644.42,,5354.11,5528.88,5092.18,,
1980-12-30,5740.19,,5263.22,5606.32,5143.97,,
1980-12-31,5497.1,,5354.11,5606.32,5248.12,,
1981-01-01,5694.21,,5531.66,5677.35,5612.51,,
1981-01-02,5648.88,,5575.64,5693.08,5594.7,,
1981-01-03,5637.58,,5502.44,5677.35,5594.7,,
1981-01-04,5774.0,,5517.04,5645.97,5594.7,,
1981-01-05,5716.95,,5590.34,5677.35,5630.35,,
1981-01-06,5762.57,,5590.34,5724.57,5630.35,,
1981-01-07,5762.57,,5590.34,5740.35,5630.35,,
1981-01-08,5682.86,,5517.04,5708.82,5648.23,,
1981-01-09,5808.38,,5619.8,5724.57,5630.35,,
1981-01-10,5716.95,,5517.04,5724.57,5648.23,,
1981-01-11,5774.0,,5487.86,5756.15,5630.35,,
1981-01-12,5877.47,,5649.35,5708.82,5648.23,,
1981-01-13,5762.57,,5605.06,5803.64,5666.13,,
1981-01-14,5547.59,,5560.96,5756.15,5666.13,,
1981-01-15,4537.98,,4744.39,5351.43,5541.45,,
1981-01-16,5249.61,,5018.23,4855.77,4957.38,,
1981-01-17,5774.0,,5517.04,5428.3,5024.25,,
1981-01-18,5865.92,,5560.96,5708.82,5488.48,,
1981-01-19,5993.58,,5723.57,5771.96,5559.17,,
1981-01-20,5958.62,,5768.34,5915.1,5684.07,,
1981-01-21,6052.1,,5753.4,5947.11,5756.13,,
1981-01-22,5842.87,,5798.3,6108.25,5453.32,,
1981-01-23,5739.73,,5649.35,5963.14,5506.1,,
1981-01-24,5184.59,,5314.52,5567.81,5630.35,,
1981-01-25,4855.53,,4894.0,5382.12,5418.28,,
1981-01-26,5326.02,,5087.96,5063.57,5041.04,,
1981-01-27,5077.18,,4935.23,5108.58,5074.72,,
1981-01-28,4649.34,,4717.45,4974.07,5007.48,,
1981-01-29,4772.48,,4677.2,4767.83,4825.12,,
1981-01-30,4772.48,,4757.89,4899.99,6523.54,,
1981-01-31,4679.96,,4730.91,4841.07,4776.03,,
1981-02-01,4381.76,,4300.38,4826.22,4544.18,,
1981-02-02,4531.73,,4399.59,4782.92,4510.83,,
1981-02-03,4761.6,,4349.92,4840.7,4544.18,,
1981-02-04,4761.6,,4316.88,4768.53,4544.18,,
1981-02-05,4781.02,,4283.9,4696.89,4527.49,,
1981-02-06,4742.22,,4300.38,4696.89,4510.83,,
1981-02-07,4722.88,,4300.38,4782.92,4527.49,,
1981-02-08,4722.88,,4300.38,4768.53,4510.83,,
1981-02-09,4684.32,,4250.97,4696.89,4477.6,,
1981-02-10,4116.59,,3812.36,4597.46,4329.59,,
1981-02-11,4216.16,,3753.54,4264.3,4120.19,,
1981-02-12,4080.69,,3711.11,4196.41,3993.91,,
1981-02-13,4280.17,,3721.7,4209.95,3978.26,,
1981-02-14,4071.74,,3711.11,4264.3,3993.91,,
1981-02-15,3851.3,,3668.87,4250.68,3962.64,,
1981-02-16,3903.62,,3647.81,4209.95,3900.48,,
1981-02-17,3595.15,,3450.06,4088.86,3854.19,,
1981-02-18,3478.74,,3276.66,3748.56,3626.85,,
1981-02-19,3348.13,,3106.63,3558.69,3435.42,,
1981-02-20,2619.43,,2488.48,3157.62,3123.28,,
1981-02-21,2751.42,,2580.21,2753.62,2644.56,,
1981-02-22,2589.82,,2362.15,2646.58,2469.14,,
1981-02-23,2531.04,,2168.68,2465.78,2205.65,,
1981-02-24,2490.23,,2186.01,2409.77,2159.33,,
1981-02-25,2398.02,,2142.77,2400.48,2170.87,,
1981-02-26,2341.15,,2116.99,2372.72,2182.43,,
1981-02-27,2212.55,,2031.89,2354.28,2045.71,,
1981-02-28,1922.93,,1998.22,2354.28,1935.15,,
1981-03-01,2054.58,,2126.48,1967.14,2215.11,,
1981-03-02,1876.77,,2030.56,1811.71,2193.75,,
1981-03-03,1910.35,,1970.74,1761.25,2172.51,,
1981-03-04,1810.8,,1936.98,1741.25,2172.51,,
1981-03-05,1794.55,,1962.27,1711.45,2067.98,,
1981-03-06,1810.8,,1945.39,1652.59,1986.38,,
1981-03-07,1720.01,,1920.22,1642.87,1976.31,,
1981-03-08,1789.16,,2047.83,1633.18,2016.77,,
1981-03-09,1854.61,,1895.21,1711.45,2006.61,,
1981-03-10,1832.62,,2039.19,1771.29,1986.38,,
1981-03-11,1720.01,,2047.83,1801.57,2006.61,,
1981-03-12,1662.91,,1886.92,1801.57,1966.27,,
1981-03-13,2144.51,,2047.83,1701.57,1996.48,,
1981-03-14,2598.95,,2437.8,2194.82,2151.38,,
1981-03-15,3136.89,,2947.13,2912.88,2480.31,,
1981-03-16,2900.2,,3160.84,3008.45,3022.24,,
1981-03-17,2370.95,,3682.49,2737.21,3060.46,,
1981-03-18,2144.51,,2261.06,2576.22,2749.96,,
1981-03-19,2036.9,,2279.33,2273.32,2666.28,,
1981-03-20,2550.86,,2701.09,2422.54,2537.63,,
1981-03-21,3622.28,,3281.75,3056.72,2786.26,,
1981-03-22,3887.22,,3717.97,3608.82,4132.56,,
1981-03-23,4368.71,,4335.95,4680.58,4102.48,,
1981-03-24,5970.26,,5257.39,4268.45,3808.23,,
1981-03-25,6265.26,,6589.92,7639.03,7098.29,,
1981-03-26,6122.71,,6133.22,7043.84,7468.45,,
1981-03-27,4855.53,,5130.04,6173.21,6601.24,,
1981-03-28,5217.05,,4880.3,5521.14,5576.92,,
1981-03-29,4558.12,,4730.91,5214.24,5176.49,,
1981-03-30,3648.22,,4033.06,4608.38,4792.36,,
1981-03-31,2739.66,,3237.51,3953.03,4408.78,,
1981-04-01,2923.39,,3136.39,3385.73,3178.92,,
1981-04-02,3002.29,,2776.88,3264.72,3164.97,,
1981-04-03,2824.57,,2415.99,3126.22,3054.41,,
1981-04-04,3437.65,,2814.95,2993.12,2786.61,,
1981-04-05,4771.31,,3689.97,3634.07,3263.32,,
1981-04-06,5147.73,,4734.0,4611.6,3962.64,,
1981-04-07,5037.24,,4700.31,5075.1,4971.44,,
1981-04-08,4531.73,,4549.37,5089.92,4988.93,,
1981-04-09,4522.28,,4038.41,4711.18,4461.03,,
1981-04-10,4437.69,,3689.97,4319.0,4041.03,,
1981-04-11,4428.34,,3307.02,4196.41,3777.64,,
1981-04-12,4437.69,,3679.41,3943.16,3762.43,,
1981-04-13,4391.05,,3774.82,4182.89,3854.19,,
1981-04-14,4280.17,,3785.48,4305.29,4025.29,,
1981-04-15,4372.47,,3844.47,4305.29,4056.8,,
1981-04-16,4400.36,,3785.48,4264.3,4072.6,,
1981-04-17,4197.96,,3689.97,4169.39,4025.29,,
1981-04-18,4216.16,,3828.4,4305.29,4025.29,,
1981-04-19,4447.05,,4038.41,4360.24,4120.19,,
1981-04-20,4579.13,,4316.88,4797.34,4362.26,,
1981-04-21,4977.5,,4466.02,4696.89,4510.83,,
1981-04-22,5067.25,,4683.48,5016.0,4695.78,,
1981-04-23,5037.24,,4549.37,5060.29,4763.96,,
1981-04-24,4484.58,,4185.3,5030.74,4763.96,,
1981-04-25,5117.47,,4835.41,4739.81,4494.2,,
1981-04-26,4674.71,,4466.02,5209.28,4832.63,,
1981-04-27,4878.75,,4734.0,4986.58,4712.78,,
1981-04-28,4918.13,,4767.75,5164.37,4781.08,,
1981-04-29,5434.58,,4767.75,5179.32,4884.45,,
1981-04-30,5147.73,,4784.64,5134.53,4901.79,,
1981-05-01,4388.44,,4610.51,4974.07,5057.86,,
1981-05-02,4145.88,,4348.83,4550.97,4678.67,,
1981-05-03,3932.6,,3996.01,4226.73,4284.81,,
1981-05-04,3231.86,,3553.91,3899.22,4027.79,,
1981-05-05,2775.61,,2936.65,3203.46,3498.37,,
1981-05-06,2775.61,,2915.75,2853.81,3047.69,,
1981-05-07,2797.33,,2894.93,2877.38,2971.68,,
1981-05-08,2848.46,,2905.33,2842.06,2934.08,,
1981-05-09,2775.61,,2874.19,2842.06,2934.08,,
1981-05-10,2790.08,,2792.02,2760.37,2884.34,,
1981-05-11,2775.61,,2822.69,2691.14,2822.82,,
1981-05-12,2711.12,,2781.84,2714.14,2810.61,,
1981-05-13,2668.68,,2771.68,2691.14,2810.61,,
1981-05-14,2711.12,,2802.23,2679.68,2810.61,,
1981-05-15,2640.64,,2731.22,2668.23,2810.61,,
1981-05-16,2516.88,,2514.32,2656.81,2749.96,,
1981-05-17,2592.04,,2601.91,2528.46,2630.85,,
1981-05-18,2496.64,,2572.54,2481.12,2607.37,,
1981-05-19,2469.82,,2543.34,2445.9,2584.01,,
1981-05-20,2626.7,,2731.22,2528.46,2572.37,,
1981-05-21,2640.64,,2771.68,2634.02,2690.04,,
1981-05-22,2571.4,,2711.11,2656.81,2749.96,,
1981-05-23,2571.4,,2553.06,2528.46,2810.61,,
1981-05-24,2503.38,,2533.65,2376.15,2526.11,,
1981-05-25,2456.48,,2523.98,2353.11,2468.93,,
1981-05-26,2403.61,,2485.48,2353.11,2468.93,,
1981-05-27,2390.51,,2447.3,2330.18,2468.93,,
1981-05-28,2345.04,,2437.8,2318.76,2457.58,,
1981-05-29,2397.05,,2456.82,2273.32,2457.58,,
1981-05-30,2262.13,,2343.9,2194.82,2412.47,,
1981-05-31,2126.32,,2297.69,2172.63,2356.72,,
1981-06-01,2234.69,,2074.28,2290.21,2045.71,,
1981-06-02,2190.51,,2040.34,2281.12,2034.51,,
1981-06-03,2218.08,,1981.46,2217.87,1957.01,,
1981-06-04,2163.08,,1956.43,2208.89,1935.15,,
1981-06-05,2124.93,,1898.48,2164.24,1913.4,,
1981-06-06,2103.26,,1873.84,2119.95,1859.58,,
1981-06-07,2097.86,,1873.84,2093.56,1827.66,,
1981-06-08,2108.67,,1873.84,2102.34,1827.66,,
1981-06-09,2190.51,,1973.11,2111.14,1838.27,,
1981-06-10,2234.69,,1981.46,2164.24,1913.4,,
1981-06-11,2223.61,,1973.11,2199.93,1924.26,,
1981-06-12,2223.61,,1956.43,2173.14,1913.4,,
1981-06-13,2218.08,,1939.81,2155.35,1902.58,,
1981-06-14,2185.01,,1931.51,2164.24,1870.29,,
1981-06-15,2335.49,,1956.43,2155.35,1881.02,,
1981-06-16,2163.08,,1931.51,2199.93,1881.02,,
1981-06-17,2141.25,,1890.25,2173.14,1881.02,,
1981-06-18,2081.69,,1931.51,2137.62,1848.91,,
1981-06-19,2087.07,,1981.46,2182.05,1859.58,,
1981-06-20,2174.03,,1923.23,2199.93,1848.91,,
1981-06-21,2185.01,,1981.46,2182.05,1848.91,,
1981-06-22,2245.8,,1948.11,2146.48,1870.29,,
1981-06-23,2196.01,,1923.23,2173.14,1859.58,,
1981-06-24,2229.15,,1956.43,2182.05,1870.29,,
1981-06-25,2108.67,,1989.84,2173.14,1891.78,,
1981-06-26,2190.51,,1890.25,2146.48,1891.78,,
1981-06-27,2196.01,,1931.51,2173.14,1859.58,,
1981-06-28,2174.03,,1956.43,2173.14,1859.58,,
1981-06-29,2124.93,,1948.11,2182.05,1891.78,,
1981-06-30,2212.55,,1973.11,2164.24,1881.02,,
1981-07-01,2001.85,,2161.94,1998.95,2172.51,,
1981-07-02,2162.8,,2170.86,1956.59,2172.51,,
1981-07-03,2078.31,,2188.74,1977.71,2161.93,,
1981-07-04,2025.17,,2170.86,1998.95,2161.93,,
1981-07-05,1996.05,,2170.86,1977.71,2161.93,,
1981-07-06,1996.05,,2215.72,1998.95,2172.51,,
1981-07-07,1967.21,,2215.72,2041.73,2225.84,,
1981-07-08,1967.21,,2188.74,2041.73,2215.11,,
1981-07-09,2060.5,,2188.74,1998.95,2193.75,,
1981-07-10,2066.42,,2135.32,1988.32,2172.51,,
1981-07-11,2060.5,,2117.67,1956.59,2151.38,,
1981-07-12,2042.79,,2144.18,1956.59,2151.38,,
1981-07-13,2084.27,,2082.59,1988.32,2161.93,,
1981-07-14,2120.28,,2144.18,1977.71,2130.36,,
1981-07-15,1967.21,,2188.74,1967.14,2151.38,,
1981-07-16,2114.25,,2126.48,1977.71,2151.38,,
1981-07-17,2054.58,,2188.74,1956.59,2140.85,,
1981-07-18,2001.85,,2135.32,1998.95,2151.38,,
1981-07-19,2025.17,,2117.67,1977.71,2130.36,,
1981-07-20,2066.42,,2179.79,1925.1,2130.36,,
1981-07-21,2054.58,,2126.48,1956.59,2151.38,,
1981-07-22,2031.03,,2144.18,1988.32,2130.36,,
1981-07-23,2031.03,,2126.48,1935.57,2151.38,,
1981-07-24,2066.42,,2135.32,1914.66,2130.36,,
1981-07-25,2019.33,,2108.87,1925.1,2140.85,,
1981-07-26,2084.27,,2117.67,1946.07,2130.36,,
1981-07-27,1990.26,,2197.72,1925.1,2140.85,,
1981-07-28,2007.67,,2082.59,1935.57,2161.93,,
1981-07-29,2108.23,,2161.94,1935.57,2130.36,,
1981-07-30,2036.9,,2108.87,1956.59,2140.85,,
1981-07-31,1996.05,,2153.05,1967.14,2119.89,,
1981-08-01,2212.55,,1923.23,2173.14,1827.66,,
1981-08-02,2190.51,,1898.48,2146.48,1827.66,,
1981-08-03,2212.55,,1914.97,2235.87,1827.66,,
1981-08-04,2163.08,,1914.97,2137.62,1827.66,,
1981-08-05,2152.15,,1857.49,2146.48,1827.66,,
1981-08-06,2130.36,,1857.49,2067.3,1796.01,,
1981-08-07,2070.94,,1792.6,2006.55,1728.16,,
1981-08-08,1928.13,,1728.58,1997.94,1691.89,,
1981-08-09,2060.21,,1744.51,1963.62,1684.69,,
1981-08-10,1975.25,,1704.8,1946.55,1720.87,,
1981-08-11,2022.85,,1792.6,1963.62,1684.69,,
1981-08-12,2060.21,,1752.49,1980.75,1713.59,,
1981-08-13,1866.06,,1752.49,1972.17,1699.1,,
1981-08-14,1969.99,,1776.51,2137.62,1691.89,,
1981-08-15,2001.64,,1784.55,1989.33,1713.59,,
1981-08-16,2017.54,,1744.51,1938.04,1713.59,,
1981-08-17,2076.31,,1784.55,1946.55,1699.1,,
1981-08-18,1922.93,,1768.49,2006.55,1720.87,,
1981-08-19,1876.35,,1704.8,1980.75,1713.59,,
1981-08-20,2006.93,,1792.6,1938.04,1691.89,,
1981-08-21,2006.93,,1800.66,1997.94,1720.87,,
1981-08-22,2001.64,,1744.51,1989.33,1699.1,,
1981-08-23,2006.93,,1712.72,1972.17,1684.69,,
1981-08-24,1949.01,,1776.51,1997.94,1684.69,,
1981-08-25,1985.79,,1776.51,1980.75,1713.59,,
1981-08-26,1969.99,,1704.8,1946.55,1706.34,,
1981-08-27,1938.56,,1744.51,1980.75,1691.89,,
1981-08-28,2054.86,,1768.49,1989.33,1691.89,,
1981-08-29,1996.35,,1776.51,1980.75,1706.34,,
1981-08-30,1902.17,,1784.55,1989.33,1720.87,,
1981-08-31,2092.47,,1833.05,1997.94,1720.87,,
1981-09-01,1887.92,,2013.38,1821.89,2037.17,,
1981-09-02,1876.77,,2021.96,1781.35,2016.77,,
1981-09-03,1944.33,,1987.74,1771.29,2006.61,,
1981-09-04,1887.92,,2013.38,1741.25,1996.48,,
1981-09-05,1838.1,,2030.56,1741.25,1986.38,,
1981-09-06,1783.77,,1936.98,1741.25,1976.31,,
1981-09-07,1773.04,,1928.59,1701.57,1946.26,,
1981-09-08,1757.02,,1945.39,1681.9,1916.46,,
1981-09-09,1783.77,,1903.53,1633.18,1926.37,,
1981-09-10,1799.96,,1886.92,1585.14,1886.92,,
