,49330000,49340080,49370000,49660000,49705000,49740000,49775000
2016-08-07 00:00:00,776.671,,837.294,843.71,823.434,,
2016-08-08 00:00:00,800.558,,837.294,843.71,823.434,,
2016-08-09 00:00:00,790.963,,855.557,851.655,810.83,,
2016-08-10 00:00:00,795.753,,852.502,856.975,810.83,,
2016-08-11 00:00:00,798.955,,855.557,859.643,810.83,,
2016-08-12 00:00:00,795.753,,855.557,859.643,810.83,,
2016-08-13 00:00:00,794.155,,855.557,859.643,813.971,,
2016-08-14 00:00:00,797.354,,855.557,859.643,820.273,,
2016-08-15 00:00:00,797.354,,855.557,862.315,823.434,,
2016-08-16 00:00:00,800.558,,855.557,864.992,826.602,,
2016-08-17 00:00:00,803.768,,855.557,864.992,836.144,,
2016-08-18 00:00:00,797.354,,858.618,862.315,836.144,,
2016-08-19 00:00:00,800.558,,864.752,864.992,842.538,,
2016-08-20 00:00:00,786.185,,843.363,864.992,858.639,,
2016-08-21 00:00:00,776.671,,837.294,851.655,852.179,,
2016-08-22 00:00:00,779.836,,834.266,843.71,836.144,,
2016-08-23 00:00:00,787.776,,837.294,838.437,823.434,,
2016-08-24 00:00:00,800.558,,843.363,841.071,817.119,,
2016-08-25 00:00:00,797.354,,849.451,849.002,817.119,,
2016-08-26 00:00:00,800.558,,849.451,854.312,820.273,,
2016-08-27 00:00:00,783.008,,849.451,854.312,829.776,,
2016-08-28 00:00:00,789.369,,843.363,849.002,836.144,,
2016-08-29 00:00:00,789.369,,843.363,846.353,829.776,,
2016-08-30 00:00:00,800.558,,861.682,851.655,823.434,,
2016-08-31 00:00:00,880.928,,901.945,894.757,842.538,,
2016-09-01 00:00:00,800.558,,877.076,905.726,881.457,,
2016-09-02 00:00:00,855.945,,852.502,875.748,874.905,,
2016-09-03 00:00:00,797.354,,867.826,864.992,839.338,,
2016-09-04 00:00:00,794.155,,852.502,864.992,852.179,,
2016-09-05 00:00:00,852.64,,861.682,862.315,836.144,,
2016-09-06 00:00:00,862.575,,873.988,864.992,826.602,,
2016-09-07 00:00:00,798.955,,870.904,883.866,836.144,,
2016-09-08 00:00:00,792.558,,861.682,864.992,832.957,,
2016-09-09 00:00:00,857.6,,870.904,873.052,817.119,,
2016-09-10 00:00:00,859.257,,877.076,881.155,826.602,,
2016-09-11 00:00:00,790.963,,877.076,886.581,839.338,,
2016-09-12 00:00:00,841.116,,880.168,886.581,842.538,,
2016-09-13 00:00:00,832.93,,861.682,883.866,845.745,,
2016-09-14 00:00:00,860.915,,873.988,881.155,852.179,,
2016-09-15 00:00:00,859.257,,870.904,886.581,858.639,,
2016-09-16 00:00:00,854.292,,870.904,881.155,858.639,,
2016-09-17 00:00:00,864.236,,877.076,883.866,868.379,,
2016-09-18 00:00:00,823.156,,883.265,892.027,871.638,,
2016-09-19 00:00:00,862.575,,870.904,892.027,878.178,,
2016-09-20 00:00:00,857.6,,873.988,886.581,871.638,,
2016-09-21 00:00:00,864.236,,877.076,886.581,861.879,,
2016-09-22 00:00:00,864.236,,873.988,892.027,845.745,,
2016-09-23 00:00:00,864.236,,870.904,886.581,842.538,,
2016-09-24 00:00:00,862.575,,873.988,883.866,842.538,,
2016-09-25 00:00:00,792.558,,864.752,875.748,848.959,,
2016-09-26 00:00:00,855.945,,858.618,864.992,842.538,,
2016-09-27 00:00:00,857.6,,873.988,864.992,829.776,,
2016-09-28 00:00:00,854.292,,873.988,881.155,848.959,,
2016-09-29 00:00:00,857.6,,867.826,883.866,852.179,,
2016-09-30 00:00:00,862.575,,870.904,881.155,855.406,,
2016-10-01 00:00:00,860.915,,883.265,886.581,861.879,,
2016-10-02 00:00:00,860.915,,877.076,892.027,858.639,,
2016-10-03 00:00:00,869.228,,877.076,892.027,861.879,,
2016-10-04 00:00:00,867.562,,883.265,892.027,861.879,,
2016-10-05 00:00:00,855.945,,880.168,894.757,858.639,,
2016-10-06 00:00:00,864.236,,892.584,902.977,858.639,,
2016-10-07 00:00:00,859.257,,883.265,902.977,861.879,,
2016-10-08 00:00:00,855.945,,870.904,897.492,852.179,,
2016-10-09 00:00:00,857.6,,873.988,889.302,836.144,,
2016-10-10 00:00:00,857.6,,870.904,883.866,829.776,,
2016-10-11 00:00:00,867.562,,867.826,886.581,836.144,,
2016-10-12 00:00:00,862.575,,873.988,886.581,861.879,,
2016-10-13 00:00:00,867.562,,886.367,894.757,868.379,,
2016-10-14 00:00:00,865.898,,880.168,902.977,874.905,,
2016-10-15 00:00:00,864.236,,870.904,894.757,891.335,,
2016-10-16 00:00:00,792.558,,864.752,889.302,878.178,,
2016-10-17 00:00:00,860.915,,858.618,878.449,878.178,,
2016-10-18 00:00:00,795.753,,883.265,889.302,871.638,,
2016-10-19 00:00:00,844.401,,870.904,894.757,874.905,,
2016-10-20 00:00:00,852.64,,867.826,892.027,868.379,,
2016-10-21 00:00:00,855.945,,873.988,886.581,855.406,,
2016-10-22 00:00:00,854.292,,870.904,892.027,842.538,,
2016-10-23 00:00:00,826.408,,864.752,883.866,839.338,,
2016-10-24 00:00:00,857.6,,858.618,873.052,829.776,,
2016-10-25 00:00:00,855.945,,861.682,873.052,826.602,,
2016-10-26 00:00:00,1026.98,,877.076,881.155,842.538,,
2016-10-27 00:00:00,842.758,,886.367,883.866,855.406,,
2016-10-28 00:00:00,859.257,,873.988,900.232,865.125,,
2016-10-29 00:00:00,862.575,,870.904,892.027,865.125,,
2016-10-30 00:00:00,862.575,,873.988,886.581,855.406,,
2016-10-31 00:00:00,844.401,,864.752,886.581,858.639,,
2016-11-01 00:00:00,854.292,,867.826,881.155,855.406,,
2016-11-02 00:00:00,795.753,,873.988,878.449,848.959,,
2016-11-03 00:00:00,798.955,,855.557,867.674,845.745,,
2016-11-04 00:00:00,855.945,,855.557,867.674,829.776,,
2016-11-05 00:00:00,865.898,,870.904,870.36,829.776,,
2016-11-06 00:00:00,872.563,,886.367,883.866,836.144,,
2016-11-07 00:00:00,844.401,,889.474,900.232,855.406,,
2016-11-08 00:00:00,846.046,,877.076,900.232,861.879,,
2016-11-09 00:00:00,859.257,,880.168,892.027,858.639,,
2016-11-10 00:00:00,869.228,,883.265,894.757,868.379,,
2016-11-11 00:00:00,829.666,,883.265,897.492,868.379,,
2016-11-12 00:00:00,857.6,,883.265,892.027,884.743,,
2016-11-13 00:00:00,805.376,,883.265,892.027,888.036,,
2016-11-14 00:00:00,870.895,,867.826,889.302,888.036,,
2016-11-15 00:00:00,805.376,,883.265,883.866,874.905,,
2016-11-16 00:00:00,855.945,,867.826,892.027,884.743,,
2016-11-17 00:00:00,860.915,,883.265,889.302,874.905,,
2016-11-18 00:00:00,859.257,,880.168,892.027,878.178,,
2016-11-19 00:00:00,855.945,,886.367,897.492,865.125,,
2016-11-20 00:00:00,805.376,,880.168,902.977,865.125,,
2016-11-21 00:00:00,737.607,,831.244,883.866,855.406,,
2016-11-22 00:00:00,740.698,,804.247,809.781,826.602,,
2016-11-23 00:00:00,736.065,,795.332,807.204,795.222,,
2016-11-24 00:00:00,732.983,,783.511,802.065,779.778,,
2016-11-25 00:00:00,737.607,,789.412,796.945,767.54,,
2016-11-26 00:00:00,739.152,,786.459,794.393,782.853,,
2016-11-27 00:00:00,736.065,,786.459,791.844,773.646,,
2016-11-28 00:00:00,739.152,,786.459,796.945,773.646,,
2016-11-29 00:00:00,736.065,,786.459,802.065,770.589,,
2016-11-30 00:00:00,736.065,,786.459,799.503,773.646,,
2016-12-01 00:00:00,740.698,,786.459,799.503,773.646,,
2016-12-02 00:00:00,737.607,,789.412,796.945,767.54,,
2016-12-03 00:00:00,739.152,,789.412,796.945,770.589,,
2016-12-04 00:00:00,737.607,,789.412,799.503,770.589,,
2016-12-05 00:00:00,734.523,,786.459,796.945,773.646,,
2016-12-06 00:00:00,734.523,,783.511,796.945,761.46,,
2016-12-07 00:00:00,737.607,,783.511,796.945,764.497,,
2016-12-08 00:00:00,736.065,,783.511,796.945,767.54,,
2016-12-09 00:00:00,734.523,,783.511,794.393,767.54,,
2016-12-10 00:00:00,731.444,,783.511,794.393,782.853,,
2016-12-11 00:00:00,734.523,,783.511,791.844,782.853,,
2016-12-12 00:00:00,732.983,,783.511,794.393,782.853,,
2016-12-13 00:00:00,728.372,,780.568,786.763,770.589,,
2016-12-14 00:00:00,728.372,,777.629,786.763,770.589,,
2016-12-15 00:00:00,734.523,,780.568,784.229,770.589,,
2016-12-16 00:00:00,736.065,,780.568,796.945,773.646,,
2016-12-17 00:00:00,729.907,,783.511,791.844,770.589,,
2016-12-18 00:00:00,729.907,,777.629,791.844,773.646,,
2016-12-19 00:00:00,734.523,,777.629,789.301,776.708,,
2016-12-20 00:00:00,742.246,,783.511,786.763,761.46,,
2016-12-21 00:00:00,745.345,,783.511,791.844,761.46,,
2016-12-22 00:00:00,737.607,,783.511,796.945,758.43,,
2016-12-23 00:00:00,739.152,,786.459,802.065,761.46,,
2016-12-24 00:00:00,739.152,,783.511,796.945,761.46,,
2016-12-25 00:00:00,739.152,,783.511,796.945,758.43,,
2016-12-26 00:00:00,734.523,,783.511,796.945,755.407,,
2016-12-27 00:00:00,740.698,,789.412,791.844,752.39,,
2016-12-28 00:00:00,745.345,,789.412,794.393,755.407,,
2016-12-29 00:00:00,742.246,,792.37,796.945,752.39,,
2016-12-30 00:00:00,739.152,,789.412,799.503,758.43,,
2016-12-31 00:00:00,740.698,,789.412,796.945,764.497,,
2017-01-01 00:00:00,742.246,,789.412,794.393,767.54,,
2017-01-02 00:00:00,736.065,,789.412,796.945,767.54,,
2017-01-03 00:00:00,687.482,,783.511,791.844,764.497,,
2017-01-04 00:00:00,685.989,,765.921,789.301,761.46,,
2017-01-05 00:00:00,687.482,,739.854,769.125,755.407,,
2017-01-06 00:00:00,1561.71,,1121.67,776.656,725.53,,
2017-01-07 00:00:00,1137.65,,1475.04,1234.97,921.327,,
2017-01-08 00:00:00,693.471,,858.618,1329.2,1243.08,,
2017-01-09 00:00:00,675.578,,736.982,914.003,1032.32,,
2017-01-10 00:00:00,672.617,,719.846,789.301,826.602,,
2017-01-11 00:00:00,671.139,,719.846,744.33,743.378,,
2017-01-12 00:00:00,669.662,,714.172,744.33,725.53,,
2017-01-13 00:00:00,668.187,,714.172,741.877,728.489,,
2017-01-14 00:00:00,672.617,,714.172,727.253,725.53,,
2017-01-15 00:00:00,687.482,,714.172,732.109,728.489,,
2017-01-16 00:00:00,672.617,,719.846,729.679,725.53,,
2017-01-17 00:00:00,672.617,,719.846,729.679,722.578,,
2017-01-18 00:00:00,672.617,,719.846,736.983,710.836,,
2017-01-19 00:00:00,675.578,,725.539,739.428,702.097,,
2017-01-20 00:00:00,672.617,,725.539,741.877,696.304,,
2017-01-21 00:00:00,672.617,,725.539,736.983,696.304,,
2017-01-22 00:00:00,675.578,,725.539,734.544,696.304,,
2017-01-23 00:00:00,675.578,,731.251,736.983,693.417,,
2017-01-24 00:00:00,683.007,,731.251,741.877,696.304,,
2017-01-25 00:00:00,678.545,,736.982,746.789,699.197,,
2017-01-26 00:00:00,675.578,,731.251,744.33,702.097,,
2017-01-27 00:00:00,783.008,,728.392,739.428,702.097,,
2017-01-28 00:00:00,980.662,,962.188,784.229,713.762,,
2017-01-29 00:00:00,693.471,,852.502,939.098,836.144,,
2017-01-30 00:00:00,684.497,,748.5,846.353,868.379,,
2017-01-31 00:00:00,680.031,,731.251,764.128,789.024,,
2017-02-01 00:00:00,681.518,,728.392,756.669,737.403,,
2017-02-02 00:00:00,675.578,,731.251,744.33,722.578,,
2017-02-03 00:00:00,678.545,,731.251,739.428,719.633,,
2017-02-04 00:00:00,680.031,,731.251,739.428,707.917,,
2017-02-05 00:00:00,680.031,,722.69,734.544,707.917,,
2017-02-06 00:00:00,680.031,,725.539,734.544,710.836,,
2017-02-07 00:00:00,680.031,,731.251,736.983,710.836,,
2017-02-08 00:00:00,680.031,,728.392,741.877,707.917,,
2017-02-09 00:00:00,678.545,,725.539,741.877,699.197,,
2017-02-10 00:00:00,683.007,,725.539,736.983,705.004,,
2017-02-11 00:00:00,680.031,,731.251,741.877,707.917,,
2017-02-12 00:00:00,675.578,,728.392,736.983,710.836,,
2017-02-13 00:00:00,675.578,,722.69,736.983,713.762,,
2017-02-14 00:00:00,677.061,,725.539,736.983,713.762,,
2017-02-15 00:00:00,678.545,,719.846,736.983,705.004,,
2017-02-16 00:00:00,691.971,,745.614,744.33,707.917,,
2017-02-17 00:00:00,681.518,,736.982,756.669,707.917,,
2017-02-18 00:00:00,677.061,,728.392,746.789,705.004,,
2017-02-19 00:00:00,680.031,,722.69,744.33,696.304,,
2017-02-20 00:00:00,683.007,,722.69,736.983,687.662,,
2017-02-21 00:00:00,691.971,,734.114,741.877,693.417,,
2017-02-22 00:00:00,688.977,,742.732,749.252,699.197,,
2017-02-23 00:00:00,699.483,,745.614,759.151,707.917,,
2017-02-24 00:00:00,699.483,,742.732,756.669,719.633,,
2017-02-25 00:00:00,702.499,,748.5,761.637,725.53,,
2017-02-26 00:00:00,704.008,,748.5,759.151,722.578,,
2017-02-27 00:00:00,702.499,,751.392,761.637,743.378,,
2017-02-28 00:00:00,711.581,,760.095,769.125,746.375,,
2017-03-01 00:00:00,705.52,,760.095,771.631,752.39,,
2017-03-02 00:00:00,708.547,,757.19,769.125,755.407,,
2017-03-03 00:00:00,708.547,,754.288,769.125,746.375,,
2017-03-04 00:00:00,705.52,,757.19,766.625,731.453,,
2017-03-05 00:00:00,707.033,,754.288,761.637,725.53,,
2017-03-06 00:00:00,707.033,,754.288,766.625,728.489,,
2017-03-07 00:00:00,711.581,,757.19,761.637,728.489,,
2017-03-08 00:00:00,714.62,,763.006,764.128,728.489,,
2017-03-09 00:00:00,717.666,,765.921,769.125,743.378,,
2017-03-10 00:00:00,717.666,,760.095,776.656,746.375,,
2017-03-11 00:00:00,714.62,,754.288,776.656,746.375,,
2017-03-12 00:00:00,713.1,,757.19,776.656,755.407,,
2017-03-13 00:00:00,688.977,,742.732,774.141,749.379,,
2017-03-14 00:00:00,681.518,,728.392,769.125,770.589,,
2017-03-15 00:00:00,687.482,,736.982,756.669,746.375,,
2017-03-16 00:00:00,687.482,,734.114,741.877,737.403,,
2017-03-17 00:00:00,680.031,,736.982,746.789,734.425,,
2017-03-18 00:00:00,669.662,,734.114,749.252,731.453,,
2017-03-19 00:00:00,669.662,,714.172,756.669,713.762,,
2017-03-20 00:00:00,675.578,,719.846,736.983,705.004,,
2017-03-21 00:00:00,677.061,,722.69,732.109,690.536,,
2017-03-22 00:00:00,680.031,,731.251,736.983,699.197,,
2017-03-23 00:00:00,677.061,,725.539,741.877,713.762,,
2017-03-24 00:00:00,675.578,,711.342,739.428,728.489,,
2017-03-25 00:00:00,663.771,,711.342,729.679,737.403,,
2017-03-26 00:00:00,674.097,,714.172,727.253,728.489,,
2017-03-27 00:00:00,864.236,,745.614,741.877,728.489,,
2017-03-28 00:00:00,875.905,,962.188,817.539,758.43,,
2017-03-29 00:00:00,901.154,,930.275,941.911,884.743,,
2017-03-30 00:00:00,720.717,,864.752,953.21,945.025,,
2017-03-31 00:00:00,683.007,,739.854,881.155,938.221,,
2017-04-01 00:00:00,675.578,,719.846,786.763,817.119,,
2017-04-02 00:00:00,672.617,,711.342,766.625,773.646,,
2017-04-03 00:00:00,671.139,,708.517,756.669,773.646,,
2017-04-04 00:00:00,671.139,,711.342,751.719,740.387,,
2017-04-05 00:00:00,675.578,,714.172,746.789,722.578,,
2017-04-06 00:00:00,671.139,,711.342,744.33,734.425,,
2017-04-07 00:00:00,669.662,,711.342,736.983,737.403,,
2017-04-08 00:00:00,678.545,,719.846,739.428,737.403,,
2017-04-09 00:00:00,671.139,,717.006,741.877,737.403,,
2017-04-10 00:00:00,672.617,,717.006,741.877,731.453,,
2017-04-11 00:00:00,675.578,,719.846,741.877,734.425,,
2017-04-12 00:00:00,671.139,,719.846,741.877,731.453,,
2017-04-13 00:00:00,671.139,,722.69,744.33,734.425,,
2017-04-14 00:00:00,678.545,,728.392,746.789,749.379,,
2017-04-15 00:00:00,675.578,,725.539,759.151,764.497,,
2017-04-16 00:00:00,675.578,,725.539,749.252,746.375,,
2017-04-17 00:00:00,675.578,,722.69,749.252,731.453,,
2017-04-18 00:00:00,671.139,,719.846,739.428,719.633,,
2017-04-19 00:00:00,675.578,,722.69,739.428,713.762,,
2017-04-20 00:00:00,675.578,,722.69,741.877,713.762,,
2017-04-21 00:00:00,672.617,,719.846,736.983,725.53,,
2017-04-22 00:00:00,672.617,,719.846,736.983,737.403,,
2017-04-23 00:00:00,674.097,,719.846,734.544,737.403,,
2017-04-24 00:00:00,674.097,,717.006,736.983,740.387,,
2017-04-25 00:00:00,675.578,,754.288,739.428,737.403,,
2017-04-26 00:00:00,674.097,,719.846,754.192,749.379,,
2017-04-27 00:00:00,663.771,,711.342,739.428,752.39,,
2017-04-28 00:00:00,663.771,,711.342,729.679,737.403,,
2017-04-29 00:00:00,666.713,,717.006,729.679,740.387,,
2017-04-30 00:00:00,666.713,,714.172,739.428,740.387,,
2017-05-01 00:00:00,672.617,,717.006,736.983,737.403,,
2017-05-02 00:00:00,672.617,,719.846,739.428,737.403,,
2017-05-03 00:00:00,675.578,,728.392,741.877,740.387,,
2017-05-04 00:00:00,677.061,,725.539,759.151,761.46,,
2017-05-05 00:00:00,669.662,,719.846,766.625,773.646,,
2017-05-06 00:00:00,671.139,,719.846,749.252,773.646,,
2017-05-07 00:00:00,671.139,,719.846,741.877,752.39,,
2017-05-08 00:00:00,675.578,,722.69,736.983,743.378,,
2017-05-09 00:00:00,674.097,,717.006,736.983,734.425,,
2017-05-10 00:00:00,675.578,,719.846,734.544,722.578,,
2017-05-11 00:00:00,677.061,,719.846,734.544,719.633,,
2017-05-12 00:00:00,675.578,,722.69,732.109,719.633,,
2017-05-13 00:00:00,674.097,,725.539,732.109,716.694,,
2017-05-14 00:00:00,674.097,,719.846,727.253,719.633,,
2017-05-15 00:00:00,671.139,,725.539,727.253,710.836,,
2017-05-16 00:00:00,669.662,,731.251,727.253,710.836,,
2017-05-17 00:00:00,688.977,,736.982,734.544,705.004,,
2017-05-18 00:00:00,678.545,,742.732,744.33,722.578,,
2017-05-19 00:00:00,699.483,,742.732,754.192,746.375,,
2017-05-20 00:00:00,699.483,,742.732,761.637,770.589,,
2017-05-21 00:00:00,683.007,,728.392,751.719,779.778,,
2017-05-22 00:00:00,687.482,,739.854,749.252,782.853,,
2017-05-23 00:00:00,666.713,,725.539,781.7,823.434,,
2017-05-24 00:00:00,649.147,,705.696,799.503,881.457,,
2017-05-25 00:00:00,652.06,,702.881,794.393,911.27,,
2017-05-26 00:00:00,654.979,,700.07,769.125,861.879,,
2017-05-27 00:00:00,649.147,,708.517,859.643,884.743,,
2017-05-28 00:00:00,637.558,,688.875,999.191,1188.41,,
2017-05-29 00:00:00,633.237,,697.264,905.726,1127.55,,
2017-05-30 00:00:00,610.423,,672.226,807.204,941.62,,
2017-05-31 00:00:00,570.066,,625.996,739.428,829.776,,
2017-06-01 00:00:00,565.964,,615.322,675.072,740.387,,
2017-06-02 00:00:00,564.6,,,647.555,693.417,,
2017-06-03 00:00:00,571.436,,615.322,634.044,676.231,,
2017-06-04 00:00:00,576.932,,615.322,636.284,681.934,,
2017-06-05 00:00:00,586.609,,631.362,649.822,670.554,,
2017-06-06 00:00:00,575.556,,631.362,656.653,676.231,,
2017-06-07 00:00:00,586.609,,631.362,652.095,662.088,,
2017-06-08 00:00:00,572.808,,620.649,649.822,656.475,,
2017-06-09 00:00:00,581.07,,625.996,640.779,642.557,,
2017-06-10 00:00:00,570.066,,615.322,636.284,637.036,,
2017-06-11 00:00:00,574.181,,620.649,627.351,628.801,,
2017-06-12 00:00:00,574.181,,615.322,629.577,617.911,,
2017-06-13 00:00:00,575.556,,620.649,629.577,623.343,,
2017-06-14 00:00:00,575.556,,615.322,631.808,628.801,,
2017-06-15 00:00:00,578.31,,620.649,631.808,626.069,,
2017-06-16 00:00:00,570.066,,,634.044,631.539,,
2017-06-17 00:00:00,572.808,,,627.351,637.036,,
2017-06-18 00:00:00,574.181,,,636.284,659.278,,
2017-06-19 00:00:00,570.066,,,643.033,679.079,,
2017-06-20 00:00:00,565.964,,599.458,638.529,679.079,,
2017-06-21 00:00:00,574.181,,,645.291,693.417,,
2017-06-22 00:00:00,572.808,,599.458,656.653,713.762,,
2017-06-23 00:00:00,574.181,,610.015,665.826,734.425,,
2017-06-24 00:00:00,570.066,,615.322,703.255,764.497,,
2017-06-25 00:00:00,567.33,,604.726,720.005,798.33,,
2017-06-26 00:00:00,564.6,,599.458,696.147,761.46,,
2017-06-27 00:00:00,564.6,,594.209,670.44,731.453,,
2017-06-28 00:00:00,560.517,,588.979,654.372,699.197,,
2017-06-29 00:00:00,563.237,,594.209,652.095,687.662,,
2017-06-30 00:00:00,561.876,,594.209,675.072,707.917,,
2017-07-01 00:00:00,567.33,,612.666,751.719,804.567,,
2017-07-02 00:00:00,565.964,,617.984,892.027,907.931,,
2017-07-03 00:00:00,567.33,,620.649,859.643,924.693,,
2017-07-04 00:00:00,568.697,,617.984,870.36,904.599,,
2017-07-05 00:00:00,579.689,,636.748,941.911,965.597,,
2017-07-06 00:00:00,583.837,,642.153,976.044,1014.53,,
2017-07-07 00:00:00,581.07,,642.153,953.21,1003.93,,
2017-07-08 00:00:00,574.181,,631.362,976.044,989.9,,
2017-07-09 00:00:00,581.07,,644.863,993.375,1003.93,,
2017-07-10 00:00:00,567.33,,634.053,1005.03,1028.75,,
2017-07-11 00:00:00,564.6,,620.649,908.48,975.972,,
2017-07-12 00:00:00,565.964,,620.649,833.184,881.457,,
2017-07-13 00:00:00,564.6,,604.726,791.844,836.144,,
2017-07-14 00:00:00,564.6,,604.726,761.637,776.708,,
2017-07-15 00:00:00,556.447,,599.458,741.877,755.407,,
2017-07-16 00:00:00,557.802,,591.591,712.799,710.836,,
2017-07-17 00:00:00,560.517,,588.979,689.08,699.197,,
2017-07-18 00:00:00,557.802,,588.979,675.072,679.079,,
2017-07-19 00:00:00,567.33,,594.209,661.23,670.554,,
2017-07-20 00:00:00,563.237,,596.831,661.23,667.726,,
2017-07-21 00:00:00,574.181,,594.209,665.826,670.554,,
2017-07-22 00:00:00,561.876,,599.458,703.255,684.795,,
2017-07-23 00:00:00,563.237,,594.209,727.253,734.425,,
2017-07-24 00:00:00,564.6,,599.458,817.539,779.778,,
2017-07-25 00:00:00,565.964,,599.458,833.184,855.406,,
2017-07-26 00:00:00,564.6,,599.458,822.735,839.338,,
2017-07-27 00:00:00,564.6,,599.458,786.763,820.273,,
2017-07-28 00:00:00,564.6,,596.831,761.637,785.936,,
2017-07-29 00:00:00,564.6,,594.209,736.983,746.375,,
2017-07-30 00:00:00,557.802,,594.209,727.253,725.53,,
2017-07-31 00:00:00,564.6,,594.209,708.018,696.304,,
2017-08-01 00:00:00,572.808,,596.831,691.431,667.726,,
2017-08-02 00:00:00,568.697,,599.458,684.392,659.278,,
2017-08-03 00:00:00,571.436,,604.726,672.753,648.105,,
2017-08-04 00:00:00,575.556,,599.458,668.13,639.793,,
2017-08-05 00:00:00,572.808,,599.458,658.939,634.284,,
2017-08-06 00:00:00,574.181,,596.831,643.033,628.801,,
2017-08-07 00:00:00,570.066,,602.09,643.033,617.911,,
2017-08-08 00:00:00,575.556,,599.458,638.529,612.505,,
2017-08-09 00:00:00,571.436,,594.209,631.808,626.069,,
2017-08-10 00:00:00,556.447,,586.372,622.911,626.069,,
2017-08-11 00:00:00,559.159,,583.769,611.893,615.205,,
2017-08-12 00:00:00,557.802,,583.769,603.16,601.769,,
2017-08-13 00:00:00,556.447,,583.769,598.821,599.101,,
2017-08-14 00:00:00,553.742,,581.172,596.658,593.784,,
2017-08-15 00:00:00,548.35,,578.579,592.346,591.136,,
2017-08-16 00:00:00,548.35,,578.579,588.052,585.857,,
2017-08-17 00:00:00,551.043,,578.579,590.197,588.493,,
2017-08-18 00:00:00,556.447,,581.172,588.052,591.136,,
2017-08-19 00:00:00,559.159,,586.372,592.346,596.44,,
2017-08-20 00:00:00,555.094,,583.769,592.346,604.443,,
2017-08-21 00:00:00,551.043,,581.172,590.197,596.44,,
2017-08-22 00:00:00,556.447,,586.372,592.346,583.228,,
2017-08-23 00:00:00,552.392,,594.209,600.988,599.101,,
2017-08-24 00:00:00,559.159,,588.979,600.988,615.205,,
2017-08-25 00:00:00,567.33,,607.368,603.16,609.811,,
2017-08-26 00:00:00,570.066,,615.322,616.287,607.124,,
2017-08-27 00:00:00,575.556,,610.015,609.703,601.769,,
2017-08-28 00:00:00,578.31,,612.666,614.088,599.101,,
2017-08-29 00:00:00,575.556,,620.649,618.49,588.493,,
2017-08-30 00:00:00,581.07,,620.649,618.49,588.493,,
2017-08-31 00:00:00,572.808,,615.322,618.49,588.493,,
2017-09-01 00:00:00,567.33,,596.831,622.911,596.44,,
2017-09-02 00:00:00,556.447,,588.979,607.518,583.228,,
2017-09-03 00:00:00,559.159,,588.979,592.346,593.784,,
2017-09-04 00:00:00,560.517,,591.591,590.197,591.136,,
2017-09-05 00:00:00,552.392,,591.591,590.197,612.505,,
2017-09-06 00:00:00,553.742,,588.979,573.167,617.911,,
2017-09-07 00:00:00,551.043,,588.979,588.052,604.443,,
2017-09-08 00:00:00,548.35,,586.372,583.777,596.44,,
2017-09-09 00:00:00,551.043,,586.372,583.777,601.769,,
2017-09-10 00:00:00,553.742,,588.979,581.646,599.101,,
2017-09-11 00:00:00,553.742,,588.979,581.646,599.101,,
2017-09-12 00:00:00,551.043,,591.591,583.777,580.605,,
2017-09-13 00:00:00,553.742,,594.209,590.197,585.857,,
2017-09-14 00:00:00,553.742,,596.831,590.197,585.857,,
2017-09-15 00:00:00,552.392,,596.831,590.197,604.443,,
2017-09-16 00:00:00,555.094,,596.831,590.197,628.801,,
2017-09-17 00:00:00,555.094,,599.458,594.5,617.911,,
2017-09-18 00:00:00,552.392,,588.979,594.5,601.769,,
2017-09-19 00:00:00,524.389,,570.831,588.052,612.505,,
2017-09-20 00:00:00,524.389,,568.258,571.058,580.605,,
2017-09-21 00:00:00,521.758,,568.258,564.759,572.774,,
2017-09-22 00:00:00,521.758,,568.258,564.759,580.605,,
2017-09-23 00:00:00,520.444,,563.127,562.669,575.378,,
2017-09-24 00:00:00,516.513,,558.015,562.669,572.774,,
2017-09-25 00:00:00,519.132,,558.015,558.501,572.774,,
2017-09-26 00:00:00,524.389,,563.127,556.424,562.421,,
2017-09-27 00:00:00,527.027,,565.69,562.669,547.084,,
2017-09-28 00:00:00,528.348,,570.831,566.854,544.55,,
2017-09-29 00:00:00,523.073,,568.258,566.854,544.55,,
2017-09-30 00:00:00,520.444,,565.69,560.583,544.55,,
2017-10-01 00:00:00,517.822,,563.127,560.583,552.171,,
2017-10-02 00:00:00,519.132,,560.568,558.501,557.284,,
2017-10-03 00:00:00,511.293,,552.924,554.352,559.849,,
2017-10-04 00:00:00,519.132,,558.015,552.284,554.724,,
2017-10-05 00:00:00,515.206,,555.467,556.424,559.849,,
2017-10-06 00:00:00,513.9,,552.924,556.424,567.585,,
2017-10-07 00:00:00,517.822,,552.924,554.352,559.849,,
2017-10-08 00:00:00,513.9,,552.924,552.284,559.849,,
2017-10-09 00:00:00,513.9,,552.924,556.424,557.284,,
2017-10-10 00:00:00,512.596,,552.924,556.424,547.084,,
2017-10-11 00:00:00,513.9,,552.924,554.352,557.284,,
2017-10-12 00:00:00,508.692,,552.924,556.424,539.502,,
2017-10-13 00:00:00,512.596,,547.852,554.352,544.55,,
2017-10-14 00:00:00,511.293,,545.324,554.352,547.084,,
2017-10-15 00:00:00,520.444,,552.924,552.284,542.023,,
2017-10-16 00:00:00,519.132,,560.568,558.501,547.084,,
