,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1992-01-16,,,6.577,,,,,,,,,,,,20.721,,,,,,,,17.957,,,,,
1992-01-17,,,6.141,,,,,,,,,,,,19.39,,,,,,,,18.915,,,,,
1992-01-18,,,5.519,,,,,,,,,,,,18.075,,,,,,,,21.544,,,,,
1992-01-19,,,5.125,,,,,,,,,,,,16.777,,,,,,,,20.876,,,,,
1992-01-20,,,4.747,,,,,,,,,,,,15.495,,,,,,,,19.888,,,,,
1992-01-21,,,4.385,,,,,,,,,,,,14.233,,,,,,,,19.237,,,,,
1992-01-22,,,4.038,,,,,,,,,,,,12.989,,,,,,,,18.594,,,,,
1992-01-23,,,3.708,,,,,,,,,,,,11.766,,,,,,,,17.957,,,,,
1992-01-24,,,3.394,,,,,,,,,,,,10.564,,,,,,,,17.957,,,,,
1992-01-25,,,3.242,,,,,,,,,,,,9.386,,,,,,,,18.594,,,,,
1992-01-26,,,3.094,,,,,,,,,,,,8.233,,,,,,,,19.562,,,,,
1992-01-27,,,3.242,,,,,,,,,,,,9.386,,,,,,,,20.216,,,,,
1992-01-28,,,9.821,,,,,,,,,,,,15.814,,,,,,,,20.216,,,,,
1992-01-29,,,7.498,,,,,,,,,,,,24.986,,,,,,,,22.557,,,,,
1992-01-30,,,6.577,,,,,,,,,,,,18.73,,,,,,,,43.518,,,,,
1992-01-31,,,5.723,,,,,,,,,,,,15.814,,,,,,,,40.618,,,,,
1992-02-01,,,4.934,,,,,,,,,,,,13.608,,,,,,,,35.402,,,,,
1992-02-02,,,4.038,,,,,,,,,,,,12.375,,,,,,,,42.267,,,,,
1992-02-03,,,3.242,,,,,,,,,,,,11.162,,,,,,,,43.518,,,,,
1992-02-04,,,10.967,,,,,,,,,,,,10.862,,,,,,,,42.683,,,,,
1992-02-05,,,90.481,,,,,,,,,,,,15.178,,,,,,,,46.909,,,,,
1992-02-06,,,24.565,,,,,,,,,,,,19.06,,,,,,,,38.182,,,,,
1992-02-07,,,21.875,,,,,,,,,,,,24.567,,,,,,,,33.073,,,,,
1992-02-08,,,19.358,,,,,,,,,,,,20.721,,,,,,,,28.568,,,,,
1992-02-09,,,16.636,,,,,,,,,,,,26.264,,,,,,,,26.396,,,,,
1992-02-10,,,14.142,,,,,,,,,,,,24.567,,,,,,,,27.114,,,,,
1992-02-11,,,18.163,,,,,,,,,,,,17.749,,,,,,,,48.635,,,,,
1992-02-12,,,15.184,,,,,,,,,,,,12.375,,,,,,,,42.683,,,,,
1992-02-13,,,58.685,,,,,,,,,,,,10.564,,,,,,,,32.69,,,,,
1992-02-14,,,111.889,,,,,,,,,,,,16.777,,,,,,,,27.838,,,,,
1992-02-15,,,90.481,,,,,,,,,,,,19.06,,,,,,,,29.675,,,,,
1992-02-16,,,379.101,,,,,,,,,,,,24.986,,,,,,,,33.844,,,,,
1992-02-17,,,286.911,,,,,,,,,,,,34.079,,,,,,,,41.853,,,,,
1992-02-18,,,156.256,,,,,,,,,,,,25.835,,,,,,,,40.208,,,,,
1992-02-19,,,90.481,,,,,,,,,,,,22.523,,,,,,,,38.182,,,,,
1992-02-20,,,40.979,,,,,,,,,,,,19.06,,,,,,,,34.231,,,,,
1992-02-21,,,25.5,,,,,,,,,,,,17.424,,,,,,,,30.795,,,,,
1992-02-22,,,18.955,,,,,,,,,,,,17.424,,,,,,,,28.202,,,,,
1992-02-23,,,30.996,,,,,,,,,,,,66.628,,,,,,,,26.396,,,,,
1992-02-24,,,350.999,,,,,,,,,,,,84.475,,,,,,,,28.568,,,,,
1992-02-25,,,252.5,,,,,,,,,,,,58.783,,,,,,,,32.69,,,,,
1992-02-26,,,114.457,,,,,,,,,,,,44.513,,,,,,,,29.675,,,,,
1992-02-27,,,63.794,,,,,,,,,,,,38.093,,,,,,,,29.305,,,,,
1992-02-28,,,34.808,,,,,,,,,,,,33.593,,,,,,,,36.19,,,,,
1992-02-29,,,20.595,,,,,,,,,,,,29.364,,,,,,,,37.381,,,,,
1992-03-01,,,15.54,,,,,,,,,,,,28.462,,,,,,,,33.458,,,,,
1992-03-02,,,35.988,,,,,,,,,,,,34.569,,,,,,,,29.305,,,,,
1992-03-03,,,30.472,,,,,,,,,,,,38.609,,,,,,,,27.114,,,,,
1992-03-04,,,23.198,,,,,,,,,,,,36.563,,,,,,,,26.039,,,,,
1992-03-05,,,34.808,,,,,,,,,,,,34.569,,,,,,,,25.33,,,,,
1992-03-06,,,22.311,,,,,,,,,,,,39.13,,,,,,,,24.627,,,,,
1992-03-07,,,18.557,,,,,,,,,,,,42.863,,,,,,,,23.931,,,,,
1992-03-08,,,15.901,,,,,,,,,,,,40.71,,,,,,,,23.241,,,,,
1992-03-09,,,24.565,,,,,,,,,,,,38.609,,,,,,,,34.62,,,,,
1992-03-10,,,46.413,,,,,,,,,,,,36.563,,,,,,,,43.518,,,,,
1992-03-11,,,33.144,,,,,,,,,,,,34.569,,,,,,,,39.8,,,,,
1992-03-12,,,26.455,,,,,,,,,,,,43.41,,,,,,,,32.69,,,,,
1992-03-13,,,21.017,,,,,,,,,,,,50.228,,,,,,,,29.675,,,,,
1992-03-14,,,18.163,,,,,,,,,,,,55.038,,,,,,,,27.114,,,,,
1992-03-15,,,17.39,,,,,,,,,,,,52.007,,,,,,,,41.028,,,,,
1992-03-16,,,16.636,,,,,,,,,,,,49.642,,,,,,,,35.795,,,,,
1992-03-17,,,15.901,,,,,,,,,,,,45.07,,,,,,,,32.69,,,,,
1992-03-18,,,15.184,,,,,,,,,,,,42.863,,,,,,,,30.047,,,,,
1992-03-19,,,14.485,,,,,,,,,,,,40.71,,,,,,,,27.475,,,,,
1992-03-20,,,13.804,,,,,,,,,,,,38.609,,,,,,,,26.039,,,,,
1992-03-21,,,21.875,,,,,,,,,,,,36.563,,,,,,,,25.33,,,,,
1992-03-22,,,21.443,,,,,,,,,,,,43.41,,,,,,,,24.278,,,,,
1992-03-23,,,18.557,,,,,,,,,,,,41.78,,,,,,,,33.458,,,,,
1992-03-24,,,17.774,,,,,,,,,,,,65.956,,,,,,,,42.267,,,,,
1992-03-25,,,16.266,,,,,,,,,,,,68.662,,,,,,,,32.308,,,,,
1992-03-26,,,24.565,,,,,,,,,,,,53.21,,,,,,,,28.202,,,,,
1992-03-27,,,194.014,,,,,,,,,,,,72.118,,,,,,,,61.249,,,,,
1992-03-28,,,70.121,,,,,,,,,,,,66.628,,,,,,,,154.264,,,,,
1992-03-29,,,59.517,,,,,,,,,,,,47.329,,,,,,,,181.215,,,,,
1992-03-30,,,51.546,,,,,,,,,,,,40.18,,,,,,,,199.249,,,,,
1992-03-31,,,43.639,,,,,,,,,,,,37.579,,,,,,,,132.287,,,,,
1992-04-01,,,32.6,,,,,,,,,,,,35.559,,,,,,,,65.972,,,,,
1992-04-02,,,25.975,,,,,,,,,,,,33.593,,,,,,,,50.819,,,,,
1992-04-03,,,21.875,,,,,,,,,,,,40.18,,,,,,,,42.267,,,,,
1992-04-04,,,17.774,,,,,,,,,,,,42.863,,,,,,,,36.586,,,,,
1992-04-05,,,15.901,,,,,,,,,,,,40.71,,,,,,,,32.69,,,,,
1992-04-06,,,55.435,,,,,,,,,,,,49.642,,,,,,,,45.628,,,,,
1992-04-07,,,125.127,,,,,,,,,,,,99.39,,,,,,,,55.731,,,,,
1992-04-08,,,52.308,,,,,,,,,,,,104.341,,,,,,,,55.731,,,,,
1992-04-09,,,26.94,,,,,,,,,,,,100.207,,,,,,,,44.78,,,,,
1992-04-10,,,16.636,,,,,,,,,,,,95.353,,,,,,,,40.618,,,,,
1992-04-11,,,13.804,,,,,,,,,,,,121.674,,,,,,,,36.19,,,,,
1992-04-12,,,26.94,,,,,,,,,,,,401.791,,,,,,,,246.734,,,,,
1992-04-13,,,252.5,,,,,,,,,,,,534.378,,,,,,,,396.488,,,,,
1992-04-14,,,111.889,,,,,,,,,,,,546.113,,,,,,,,437.863,,,,,
1992-04-15,,,93.84,,,,,,,,,,,,290.015,,,,,,,,458.851,,,,,
1992-04-16,,,82.959,,,,,,,,,,,,214.128,,,,,,,,409.367,,,,,
1992-04-17,,,74.888,,,,,,,,,,,,149.064,,,,,,,,333.614,,,,,
1992-04-18,,,67.36,,,,,,,,,,,,119.883,,,,,,,,272.522,,,,,
1992-04-19,,,59.517,,,,,,,,,,,,94.555,,,,,,,,190.498,,,,,
1992-04-20,,,50.042,,,,,,,,,,,,116.34,,,,,,,,176.628,,,,,
1992-04-21,,,39.057,,,,,,,,,,,,173.737,,,,,,,,168.853,,,,,
1992-04-22,,,29.438,,,,,,,,,,,,153.05,,,,,,,,149.289,,,,,
1992-04-23,,,24.565,,,,,,,,,,,,123.477,,,,,,,,174.674,,,,,
1992-04-24,,,20.178,,,,,,,,,,,,110.262,,,,,,,,181.215,,,,,
1992-04-25,,,35.395,,,,,,,,,,,,106.017,,,,,,,,171.432,,,,,
1992-04-26,,,46.413,,,,,,,,,,,,101.851,,,,,,,,127.55,,,,,
1992-04-27,,,27.924,,,,,,,,,,,,98.576,,,,,,,,69.829,,,,,
1992-04-28,,,19.358,,,,,,,,,,,,95.353,,,,,,,,56.639,,,,,
1992-04-29,,,18.163,,,,,,,,,,,,92.18,,,,,,,,59.854,,,,,
1992-04-30,,,27.924,,,,,,,,,,,,89.06,,,,,,,,55.278,,,,,
1992-05-01,,,21.017,,,,,,,,,,,,92.969,,,,,,,,52.145,,,,,
1992-05-02,,,25.03,,,,,,,,,,,,116.34,,,,,,,,49.942,,,,,
1992-05-03,,,19.765,,,,,,,,,,,,113.716,,,,,,,,46.909,,,,,
1992-05-04,,,15.901,,,,,,,,,,,,110.262,,,,,,,,43.938,,,,,
1992-05-05,,,14.832,,,,,,,,,,,,106.859,,,,,,,,41.853,,,,,
1992-05-06,,,15.54,,,,,,,,,,,,103.508,,,,,,,,39.394,,,,,
1992-05-07,,,42.295,,,,,,,,,,,,100.207,,,,,,,,37.381,,,,,
1992-05-08,,,35.988,,,,,,,,,,,,96.958,,,,,,,,35.402,,,,,
1992-05-09,,,23.649,,,,,,,,,,,,93.76,,,,,,,,42.267,,,,,
1992-05-10,,,16.266,,,,,,,,,,,,119.883,,,,,,,,46.054,,,,,
1992-05-11,,,64.674,,,,,,,,,,,,147.089,,,,,,,,105.816,,,,,
1992-05-12,,,157.855,,,,,,,,,,,,136.456,,,,,,,,156.771,,,,,
1992-05-13,,,72.956,,,,,,,,,,,,124.384,,,,,,,,172.727,,,,,
1992-05-14,,,51.546,,,,,,,,,,,,112.848,,,,,,,,160.556,,,,,
1992-05-15,,,46.413,,,,,,,,,,,,106.859,,,,,,,,85.932,,,,,
1992-05-16,,,42.295,,,,,,,,,,,,141.242,,,,,,,,77.246,,,,,
1992-05-17,,,39.691,,,,,,,,,,,,193.427,,,,,,,,65.972,,,,,
1992-05-18,,,33.144,,,,,,,,,,,,165.312,,,,,,,,58.01,,,,,
1992-05-19,,,26.94,,,,,,,,,,,,142.209,,,,,,,,52.589,,,,,
1992-05-20,,,21.875,,,,,,,,,,,,131.75,,,,,,,,48.635,,,,,
1992-05-21,,,18.163,,,,,,,,,,,,121.674,,,,,,,,44.78,,,,,
1992-05-22,,,15.54,,,,,,,,,,,,112.848,,,,,,,,46.909,,,,,
1992-05-23,,,51.546,,,,,,,,,,,,101.851,,,,,,,,118.818,,,,,
1992-05-24,,,68.272,,,,,,,,,,,,96.958,,,,,,,,142.532,,,,,
1992-05-25,,,45.709,,,,,,,,,,,,92.969,,,,,,,,126.375,,,,,
1992-05-26,,,136.443,,,,,,,,,,,,164.273,,,,,,,,80.278,,,,,
1992-05-27,,,417.831,,,,,,,,,,,,272.713,,,,,,,,83.347,,,,,
1992-05-28,,,294.15,,,,,,,,,,,,312.882,,,,,,,,146.205,,,,,
1992-05-29,,,177.906,,,,,,,,,,,,296.277,,,,,,,,195.195,,,,,
1992-05-30,,,142.348,,,,,,,,,,,,259.48,,,,,,,,212.26,,,,,
1992-05-31,,,113.168,,,,,,,,,,,,215.307,,,,,,,,180.557,,,,,
1992-06-01,,,70.121,,,,,,,,,,,,208.277,,,,,,,,130.505,,,,,
1992-06-02,,,47.843,,,,,,,,,,,,195.678,,,,,,,,81.297,,,,,
1992-06-03,,,299.043,,,,,,,,,,,,180.188,,,,,,,,88.018,,,,,
1992-06-04,,,231.165,,,,,,,,,,,,171.612,,,,,,,,109.723,,,,,
1992-06-05,,,106.867,,,,,,,,,,,,163.237,,,,,,,,113.106,,,,,
1992-06-06,,,201.476,,,,,,,,,,,,150.056,,,,,,,,108.602,,,,,
1992-06-07,,,379.101,,,,,,,,,,,,132.685,,,,,,,,128.73,,,,,
1992-06-08,,,220.964,,,,,,,,,,,,121.674,,,,,,,,130.505,,,,,
1992-06-09,,,159.465,,,,,,,,,,,,104.341,,,,,,,,109.723,,,,,
1992-06-10,,,130.703,,,,,,,,,,,,96.958,,,,,,,,103.053,,,,,
1992-06-11,,,90.481,,,,,,,,,,,,93.76,,,,,,,,86.452,,,,,
1992-06-12,,,57.861,,,,,,,,,,,,90.614,,,,,,,,75.744,,,,,
1992-06-13,,,45.012,,,,,,,,,,,,87.519,,,,,,,,68.859,,,,,
1992-06-14,,,37.196,,,,,,,,,,,,84.475,,,,,,,,58.01,,,,,
1992-06-15,,,35.395,,,,,,,,,,,,81.484,,,,,,,,50.38,,,,,
1992-06-16,,,32.06,,,,,,,,,,,,78.544,,,,,,,,47.339,,,,,
1992-06-17,,,27.924,,,,,,,,,,,,75.656,,,,,,,,44.358,,,,,
1992-06-18,,,25.03,,,,,,,,,,,,72.819,,,,,,,,41.028,,,,,
1992-06-19,,,23.649,,,,,,,,,,,,70.035,,,,,,,,39.8,,,,,
1992-06-20,,,21.875,,,,,,,,,,,,100.207,,,,,,,,38.585,,,,,
1992-06-21,,,20.178,,,,,,,,,,,,149.064,,,,,,,,37.781,,,,,
1992-06-22,,,21.875,,,,,,,,,,,,123.477,,,,,,,,41.44,,,,,
1992-06-23,,,142.348,,,,,,,,,,,,117.221,,,,,,,,46.054,,,,,
1992-06-24,,,114.457,,,,,,,,,,,,113.716,,,,,,,,48.635,,,,,
1992-06-25,,,77.85,,,,,,,,,,,,110.262,,,,,,,,43.938,,,,,
1992-06-26,,,53.079,,,,,,,,,,,,106.017,,,,,,,,40.618,,,,,
1992-06-27,,,37.809,,,,,,,,,,,,101.027,,,,,,,,37.781,,,,,
1992-06-28,,,28.928,,,,,,,,,,,,96.958,,,,,,,,35.795,,,,,
1992-06-29,,,21.017,,,,,,,,,,,,111.121,,,,,,,,34.62,,,,,
1992-06-30,,,21.017,,,,,,,,,,,,142.209,,,,,,,,33.458,,,,,
1992-07-01,,,57.045,,,,,,,,,,,,143.179,,,,,,,,33.073,,,,,
1992-07-02,,,108.108,,,,,,,,,,,,137.407,,,,,,,,33.073,,,,,
1992-07-03,,,59.517,,,,,,,,,,,,149.064,,,,,,,,36.586,,,,,
1992-07-04,,,33.144,,,,,,,,,,,,201.358,,,,,,,,40.208,,,,,
1992-07-05,,,26.94,,,,,,,,,,,,217.895,,,,,,,,48.202,,,,,
1992-07-06,,,24.104,,,,,,,,,,,,210.608,,,,,,,,129.32,,,,,
1992-07-07,,,21.875,,,,,,,,,,,,197.94,,,,,,,,129.912,,,,,
1992-07-08,,,19.765,,,,,,,,,,,,188.964,,,,,,,,105.816,,,,,
1992-07-09,,,17.011,,,,,,,,,,,,111.121,,,,,,,,71.784,,,,,
1992-07-10,,,14.485,,,,,,,,,,,,102.678,,,,,,,,58.93,,,,,
1992-07-11,,,99.621,,,,,,,,,,,,124.384,,,,,,,,53.034,,,,,
1992-07-12,,,75.867,,,,,,,,,,,,170.554,,,,,,,,49.069,,,,,
1992-07-13,,,45.709,,,,,,,,,,,,148.075,,,,,,,,45.204,,,,,
1992-07-14,,,33.144,,,,,,,,,,,,120.777,,,,,,,,47.77,,,,,
1992-07-15,,,26.94,,,,,,,,,,,,107.705,,,,,,,,59.854,,,,,
1992-07-16,,,22.311,,,,,,,,,,,,98.576,,,,,,,,56.639,,,,,
1992-07-17,,,19.358,,,,,,,,,,,,172.673,,,,,,,,49.069,,,,,
1992-07-18,,,17.774,,,,,,,,,,,,160.148,,,,,,,,44.78,,,,,
1992-07-19,,,15.901,,,,,,,,,,,,146.107,,,,,,,,42.683,,,,,
1992-07-20,,,25.03,,,,,,,,,,,,121.674,,,,,,,,41.028,,,,,
1992-07-21,,,23.198,,,,,,,,,,,,111.121,,,,,,,,40.208,,,,,
1992-07-22,,,21.443,,,,,,,,,,,,105.177,,,,,,,,39.394,,,,,
1992-07-23,,,21.443,,,,,,,,,,,,101.851,,,,,,,,37.781,,,,,
1992-07-24,,,17.774,,,,,,,,,,,,98.576,,,,,,,,36.19,,,,,
1992-07-25,,,26.94,,,,,,,,,,,,95.353,,,,,,,,35.402,,,,,
1992-07-26,,,21.875,,,,,,,,,,,,106.017,,,,,,,,34.62,,,,,
1992-07-27,,,19.765,,,,,,,,,,,,126.206,,,,,,,,41.028,,,,,
1992-07-28,,,18.955,,,,,,,,,,,,128.964,,,,,,,,41.028,,,,,
1992-07-29,,,18.557,,,,,,,,,,,,113.716,,,,,,,,39.394,,,,,
1992-07-30,,,17.774,,,,,,,,,,,,104.341,,,,,,,,37.781,,,,,
1992-07-31,,,17.011,,,,,,,,,,,,99.39,,,,,,,,36.19,,,,,
1992-08-01,,,16.266,,,,,,,,,,,,94.555,,,,,,,,35.011,,,,,
1992-08-02,,,15.901,,,,,,,,,,,,89.06,,,,,,,,34.231,,,,,
1992-08-03,,,15.54,,,,,,,,,,,,111.121,,,,,,,,33.458,,,,,
1992-08-04,,,14.832,,,,,,,,,,,,173.737,,,,,,,,32.69,,,,,
1992-08-05,,,15.184,,,,,,,,,,,,180.188,,,,,,,,31.927,,,,,
1992-08-06,,,15.184,,,,,,,,,,,,171.612,,,,,,,,31.171,,,,,
1992-08-07,,,13.804,,,,,,,,,,,,161.174,,,,,,,,30.42,,,,,
1992-08-08,,,13.471,,,,,,,,,,,,157.087,,,,,,,,29.675,,,,,
1992-08-09,,,13.471,,,,,,,,,,,,153.05,,,,,,,,28.936,,,,,
1992-08-10,,,13.142,,,,,,,,,,,,137.407,,,,,,,,28.202,,,,,
1992-08-11,,,12.818,,,,,,,,,,,,131.75,,,,,,,,30.795,,,,,
1992-08-12,,,12.498,,,,,,,,,,,,128.041,,,,,,,,30.047,,,,,
1992-08-13,,,12.498,,,,,,,,,,,,123.477,,,,,,,,29.305,,,,,
1992-08-14,,,12.183,,,,,,,,,,,,113.716,,,,,,,,31.548,,,,,
1992-08-15,,,12.183,,,,,,,,,,,,106.859,,,,,,,,32.69,,,,,
1992-08-16,,,11.872,,,,,,,,,,,,106.017,,,,,,,,30.795,,,,,
1992-08-17,,,11.566,,,,,,,,,,,,99.39,,,,,,,,30.047,,,,,
1992-08-18,,,12.498,,,,,,,,,,,,92.969,,,,,,,,29.305,,,,,
1992-08-19,,,18.163,,,,,,,,,,,,89.06,,,,,,,,28.568,,,,,
1992-08-20,,,15.54,,,,,,,,,,,,85.991,,,,,,,,27.838,,,,,
1992-08-21,,,14.832,,,,,,,,,,,,81.484,,,,,,,,27.114,,,,,
1992-08-22,,,14.832,,,,,,,,,,,,78.544,,,,,,,,26.396,,,,,
1992-08-23,,,14.832,,,,,,,,,,,,75.656,,,,,,,,38.585,,,,,
1992-08-24,,,14.485,,,,,,,,,,,,158.104,,,,,,,,72.768,,,,,
1992-08-25,,,14.142,,,,,,,,,,,,153.05,,,,,,,,66.93,,,,,
1992-08-26,,,23.649,,,,,,,,,,,,149.064,,,,,,,,57.095,,,,,
1992-08-27,,,17.774,,,,,,,,,,,,100.207,,,,,,,,48.202,,,,,
1992-08-28,,,15.901,,,,,,,,,,,,96.958,,,,,,,,42.683,,,,,
1992-08-29,,,15.184,,,,,,,,,,,,92.18,,,,,,,,41.44,,,,,
1992-08-30,,,15.184,,,,,,,,,,,,86.753,,,,,,,,39.8,,,,,
1992-08-31,,,14.832,,,,,,,,,,,,144.152,,,,,,,,37.781,,,,,
1992-09-01,,,14.832,,,,,,,,,,,,218.599,,,,,,,,36.19,,,,,
1992-09-02,,,14.142,,,,,,,,,,,,289.13,,,,,,,,35.402,,,,,
1992-09-03,,,22.311,,,,,,,,,,,,272.713,,,,,,,,34.62,,,,,
1992-09-04,,,17.011,,,,,,,,,,,,222.15,,,,,,,,33.844,,,,,
1992-09-05,,,14.142,,,,,,,,,,,,172.673,,,,,,,,33.073,,,,,
1992-09-06,,,13.142,,,,,,,,,,,,163.237,,,,,,,,32.308,,,,,
1992-09-07,,,12.498,,,,,,,,,,,,159.124,,,,,,,,31.548,,,,,
1992-09-08,,,11.872,,,,,,,,,,,,155.062,,,,,,,,30.795,,,,,
1992-09-09,,,11.264,,,,,,,,,,,,151.051,,,,,,,,30.047,,,,,
1992-09-10,,,10.385,,,,,,,,,,,,147.089,,,,,,,,28.936,,,,,
1992-09-11,,,10.101,,,,,,,,,,,,143.179,,,,,,,,27.838,,,,,
1992-09-12,,,12.498,,,,,,,,,,,,140.279,,,,,,,,33.844,,,,,
1992-09-13,,,34.808,,,,,,,,,,,,137.407,,,,,,,,40.618,,,,,
1992-09-14,,,24.565,,,,,,,,,,,,133.623,,,,,,,,38.182,,,,,
1992-09-15,,,19.765,,,,,,,,,,,,129.889,,,,,,,,32.69,,,,,
1992-09-16,,,17.774,,,,,,,,,,,,126.206,,,,,,,,31.171,,,,,
1992-09-17,,,16.266,,,,,,,,,,,,,,,,,,,,30.42,,,,,
1992-09-18,,,14.832,,,,,,,,,,,,,,,,,,,,32.308,,,,,
1992-09-19,,,17.39,,,,,,,,,,,,,,,,,,,,32.69,,,,,
1992-09-20,,,35.395,,,,,,,,,,,,,,,,,,,,31.548,,,,,
1992-09-21,,,24.565,,,,,,,,,,,,,,,,,,,,30.047,,,,,
1992-09-22,,,13.142,,,,,,,,,,,,,,,,,,,,29.305,,,,,
1992-09-23,,,51.546,,,,,,,,,,,,,,,,,,,,28.568,,,,,
1992-09-24,,,134.992,,,,,,,,,,,,,,,,,,,,27.838,,,,,
1992-09-25,,,57.045,,,,,,,,,,,,,,,,,,,,35.402,,,,,
1992-09-26,,,33.144,,,,,,,,,,,,,,,,,,,,70.316,,,,,
1992-09-27,,,28.928,,,,,,,,,,,,,,,,,,,,54.377,,,,,
1992-09-28,,,27.43,,,,,,,,,,,,,,,,,,,,43.938,,,,,
1992-09-29,,,25.975,,,,,,,,,,,,,,,,,,,,39.8,,,,,
1992-09-30,,,23.649,,,,,,,,,,,,,,,,,,,,37.781,,,,,
1992-10-01,,,21.443,,,,,,,,,,,,,,,,,,,,36.19,,,,,
1992-10-02,,,19.765,,,,,,,,,,,,58.151,,,,,,,,34.62,,,,,
1992-10-03,,,18.163,,,,,,,,,,,,46.759,,,,,,,,33.073,,,,,
1992-10-04,,,16.636,,,,,,,,,,,,42.32,,,,,,,,32.308,,,,,
1992-10-05,,,15.184,,,,,,,,,,,,39.653,,,,,,,,31.548,,,,,
1992-10-06,,,22.311,,,,,,,,,,,,37.579,,,,,,,,40.208,,,,,
1992-10-07,,,25.5,,,,,,,,,,,,35.559,,,,,,,,37.781,,,,,
1992-10-08,,,16.636,,,,,,,,,,,,33.593,,,,,,,,36.983,,,,,
1992-10-09,,,14.485,,,,,,,,,,,,31.68,,,,,,,,35.402,,,,,
1992-10-10,,,13.471,,,,,,,,,,,,32.153,,,,,,,,33.844,,,,,
1992-10-11,,,12.818,,,,,,,,,,,,42.32,,,,,,,,32.308,,,,,
1992-10-12,,,11.264,,,,,,,,,,,,39.653,,,,,,,,31.548,,,,,
1992-10-13,,,10.385,,,,,,,,,,,,37.579,,,,,,,,30.795,,,,,
1992-10-14,,,10.101,,,,,,,,,,,,35.559,,,,,,,,30.047,,,,,
1992-10-15,,,9.008,,,,,,,,,,,,33.593,,,,,,,,29.305,,,,,
1992-10-16,,,8.234,,,,,,,,,,,,32.153,,,,,,,,32.69,,,,,
1992-10-17,,,7.739,,,,,,,,,,,,35.063,,,,,,,,46.054,,,,,
1992-10-18,,,9.008,,,,,,,,,,,,36.563,,,,,,,,38.182,,,,,
1992-10-19,,,17.774,,,,,,,,,,,,47.329,,,,,,,,32.308,,,,,
1992-10-20,,,39.057,,,,,,,,,,,,52.607,,,,,,,,30.795,,,,,
1992-10-21,,,50.79,,,,,,,,,,,,50.818,,,,,,,,28.936,,,,,
1992-10-22,,,26.94,,,,,,,,,,,,46.193,,,,,,,,27.838,,,,,
1992-10-23,,,15.54,,,,,,,,,,,,42.863,,,,,,,,27.114,,,,,
1992-10-24,,,13.142,,,,,,,,,,,,52.607,,,,,,,,26.039,,,,,
1992-10-25,,,36.589,,,,,,,,,,,,86.753,,,,,,,,25.33,,,,,
1992-10-26,,,37.809,,,,,,,,,,,,59.419,,,,,,,,24.627,,,,,
1992-10-27,,,33.144,,,,,,,,,,,,47.903,,,,,,,,118.243,,,,,
1992-10-28,,,201.476,,,,,,,,,,,,248.333,,,,,,,,144.365,,,,,
1992-10-29,,,639.201,,,,,,,,,,,,373.756,,,,,,,,156.771,,,,,
1992-10-30,,,134.992,,,,,,,,,,,,240.61,,,,,,,,167.568,,,,,
1992-10-31,,,49.302,,,,,,,,,,,,127.122,,,,,,,,141.923,,,,,
1992-11-01,,,90.481,,,,,,,,,,,,99.39,,,,,,,,78.253,,,,,
1992-11-02,,,50.042,,,,,,,,,,,,89.06,,,,,,,,79.77,,,,,
1992-11-03,,,33.144,,,,,,,,,,,,82.973,,,,,,,,86.452,,,,,
1992-11-04,,,121.051,,,,,,,,,,,,80.007,,,,,,,,92.769,,,,,
1992-11-05,,,53.079,,,,,,,,,,,,77.093,,,,,,,,97.598,,,,,
1992-11-06,,,39.057,,,,,,,,,,,,74.231,,,,,,,,92.237,,,,,
1992-11-07,,,28.424,,,,,,,,,,,,71.421,,,,,,,,88.018,,,,,
1992-11-08,,,28.928,,,,,,,,,,,,68.662,,,,,,,,81.808,,,,,
1992-11-09,,,25.975,,,,,,,,,,,,65.956,,,,,,,,58.01,,,,,
1992-11-10,,,18.163,,,,,,,,,,,,106.859,,,,,,,,46.481,,,,,
1992-11-11,,,23.198,,,,,,,,,,,,124.384,,,,,,,,42.267,,,,,
1992-11-12,,,21.875,,,,,,,,,,,,111.983,,,,,,,,36.19,,,,,
1992-11-13,,,18.955,,,,,,,,,,,,108.554,,,,,,,,34.62,,,,,
1992-11-14,,,17.39,,,,,,,,,,,,105.177,,,,,,,,33.844,,,,,
1992-11-15,,,15.901,,,,,,,,,,,,137.407,,,,,,,,33.073,,,,,
1992-11-16,,,14.485,,,,,,,,,,,,128.041,,,,,,,,31.548,,,,,
1992-11-17,,,13.142,,,,,,,,,,,,106.859,,,,,,,,30.795,,,,,
1992-11-18,,,11.872,,,,,,,,,,,,101.851,,,,,,,,30.047,,,,,
1992-11-19,,,10.674,,,,,,,,,,,,98.576,,,,,,,,27.838,,,,,
1992-11-20,,,9.821,,,,,,,,,,,,95.353,,,,,,,,26.396,,,,,
1992-11-21,,,9.008,,,,,,,,,,,,96.154,,,,,,,,24.978,,,,,
1992-11-22,,,8.488,,,,,,,,,,,,111.983,,,,,,,,27.838,,,,,
1992-11-23,,,8.488,,,,,,,,,,,,108.554,,,,,,,,27.475,,,,,
1992-11-24,,,8.746,,,,,,,,,,,,105.177,,,,,,,,26.396,,,,,
