,76077000_FLU,76081000_FLU,76085000_FLU,76100000_FLU,76120000_FLU,76251000_FLU,76260000_FLU,76300000_FLU,76310000_FLU,76360001_FLU,76370000_FLU,76380000_FLU,76395000_FLU,76431000_FLU,76440000_FLU,76460000_FLU,76490000_FLU,76500000_FLU,76550000_FLU,76560000_FLU,76600000_FLU,76630000_FLU,76650000_FLU,76700000_FLU,76742000_FLU,76745000_FLU,76750000_FLU,76800000_FLU
1946-04-09,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,
1946-04-10,,,,,,,,,,,,,,,2.659,,,,,,,,,,,,,
1946-04-11,,,,,,,,,,,,,,,2.487,,,,,,,,,,,,,
1946-04-12,,,,,,,,,,,,,,,2.325,,,,,,,,,,,,,
1946-04-13,,,,,,,,,,,,,,,2.487,,,,,,,,,,,,,
1946-04-14,,,,,,,,,,,,,,,3.234,,,,,,,,,,,,,
1946-04-15,,,,,,,,,,,,,,,3.671,,,,,,,,,,,,,
1946-04-16,,,,,,,,,,,,,,,6.831,,,,,,,,,,,,,
1946-04-17,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1946-04-18,,,,,,,,,,,,,,,5.214,,,,,,,,,,,,,
1946-04-19,,,,,,,,,,,,,,,4.417,,,,,,,,,,,,,
1946-04-20,,,,,,,,,,,,,,,3.907,,,,,,,,,,,,,
1946-04-21,,,,,,,,,,,,,,,3.671,,,,,,,,,,,,,
1946-04-22,,,,,,,,,,,,,,,3.234,,,,,,,,,,,,,
1946-04-23,,,,,,,,,,,,,,,4.691,,,,,,,,,,,,,
1946-04-24,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1946-04-25,,,,,,,,,,,,,,,5.214,,,,,,,,,,,,,
1946-04-26,,,,,,,,,,,,,,,4.155,,,,,,,,,,,,,
1946-04-27,,,,,,,,,,,,,,,3.447,,,,,,,,,,,,,
1946-04-28,,,,,,,,,,,,,,,2.84,,,,,,,,,,,,,
1946-04-29,,,,,,,,,,,,,,,2.659,,,,,,,,,,,,,
1946-04-30,,,,,,,,,,,,,,,2.487,,,,,,,,,,,,,
1946-05-01,,,,,,,,,,,,,,,2.325,,,,,,,,,,,,,
1946-05-02,,,,,,,,,,,,,,,2.171,,,,,,,,,,,,,
1946-05-03,,,,,,,,,,,,,,,2.026,,,,,,,,,,,,,
1946-05-04,,,,,,,,,,,,,,,1.889,,,,,,,,,,,,,
1946-05-05,,,,,,,,,,,,,,,1.889,,,,,,,,,,,,,
1946-05-06,,,,,,,,,,,,,,,2.171,,,,,,,,,,,,,
1946-05-07,,,,,,,,,,,,,,,2.171,,,,,,,,,,,,,
1946-05-08,,,,,,,,,,,,,,,1.889,,,,,,,,,,,,,
1946-05-09,,,,,,,,,,,,,,,2.171,,,,,,,,,,,,,
1946-05-10,,,,,,,,,,,,,,,9.386,,,,,,,,,,,,,
1946-05-11,,,,,,,,,,,,,,,39.13,,,,,,,,,,,,,
1946-05-12,,,,,,,,,,,,,,,29.82,,,,,,,,,,,,,
1946-05-13,,,,,,,,,,,,,,,25.835,,,,,,,,,,,,,
1946-05-14,,,,,,,,,,,,,,,22.124,,,,,,,,,,,,,
1946-05-15,,,,,,,,,,,,,,,10.862,,,,,,,,,,,,,
1946-05-16,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1946-05-17,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1946-05-18,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1946-05-19,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1946-05-20,,,,,,,,,,,,,,,5.214,,,,,,,,,,,,,
1946-05-21,,,,,,,,,,,,,,,4.691,,,,,,,,,,,,,
1946-05-22,,,,,,,,,,,,,,,6.013,,,,,,,,,,,,,
1946-05-23,,,,,,,,,,,,,,,27.573,,,,,,,,,,,,,
1946-05-24,,,,,,,,,,,,,,,26.264,,,,,,,,,,,,,
1946-05-25,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,
1946-05-26,,,,,,,,,,,,,,,14.233,,,,,,,,,,,,,
1946-05-27,,,,,,,,,,,,,,,12.375,,,,,,,,,,,,,
1946-05-28,,,,,,,,,,,,,,,9.678,,,,,,,,,,,,,
1946-05-29,,,,,,,,,,,,,,,9.972,,,,,,,,,,,,,
1946-05-30,,,,,,,,,,,,,,,248.333,,,,,,,,,,,,,
1946-05-31,,,,,,,,,,,,,,,199.076,,,,,,,,,,,,,
1946-06-01,,,,,,,,,,,,,,,128.041,,,,,,,,,,,,,
1946-06-02,,,,,,,,,,,,,,,65.956,,,,,,,,,,,,,
1946-06-03,,,,,,,,,,,,,,,58.151,,,,,,,,,,,,,
1946-06-04,,,,,,,,,,,,,,,51.411,,,,,,,,,,,,,
1946-06-05,,,,,,,,,,,,,,,40.71,,,,,,,,,,,,,
1946-06-06,,,,,,,,,,,,,,,33.109,,,,,,,,,,,,,
1946-06-07,,,,,,,,,,,,,,,27.573,,,,,,,,,,,,,
1946-06-08,,,,,,,,,,,,,,,24.152,,,,,,,,,,,,,
1946-06-09,,,,,,,,,,,,,,,21.392,,,,,,,,,,,,,
1946-06-10,,,,,,,,,,,,,,,19.721,,,,,,,,,,,,,
1946-06-11,,,,,,,,,,,,,,,17.424,,,,,,,,,,,,,
1946-06-12,,,,,,,,,,,,,,,15.495,,,,,,,,,,,,,
1946-06-13,,,,,,,,,,,,,,,14.233,,,,,,,,,,,,,
1946-06-14,,,,,,,,,,,,,,,13.298,,,,,,,,,,,,,
1946-06-15,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1946-06-16,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1946-06-17,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1946-06-18,,,,,,,,,,,,,,,21.056,,,,,,,,,,,,,
1946-06-19,,,,,,,,,,,,,,,90.614,,,,,,,,,,,,,
1946-06-20,,,,,,,,,,,,,,,98.576,,,,,,,,,,,,,
1946-06-21,,,,,,,,,,,,,,,76.373,,,,,,,,,,,,,
1946-06-22,,,,,,,,,,,,,,,62.647,,,,,,,,,,,,,
1946-06-23,,,,,,,,,,,,,,,60.7,,,,,,,,,,,,,
1946-06-24,,,,,,,,,,,,,,,59.419,,,,,,,,,,,,,
1946-06-25,,,,,,,,,,,,,,,62.647,,,,,,,,,,,,,
1946-06-26,,,,,,,,,,,,,,,63.302,,,,,,,,,,,,,
1946-06-27,,,,,,,,,,,,,,,61.346,,,,,,,,,,,,,
1946-06-28,,,,,,,,,,,,,,,61.995,,,,,,,,,,,,,
1946-06-29,,,,,,,,,,,,,,,51.411,,,,,,,,,,,,,
1946-06-30,,,,,,,,,,,,,,,47.329,,,,,,,,,,,,,
1946-07-01,,,,,,,,,,,,,,,46.193,,,,,,,,,,,,,
1946-07-02,,,,,,,,,,,,,,,44.513,,,,,,,,,,,,,
1946-07-03,,,,,,,,,,,,,,,154.055,,,,,,,,,,,,,
1946-07-04,,,,,,,,,,,,,,,193.427,,,,,,,,,,,,,
1946-07-05,,,,,,,,,,,,,,,106.859,,,,,,,,,,,,,
1946-07-06,,,,,,,,,,,,,,,79.274,,,,,,,,,,,,,
1946-07-07,,,,,,,,,,,,,,,65.288,,,,,,,,,,,,,
1946-07-08,,,,,,,,,,,,,,,63.302,,,,,,,,,,,,,
1946-07-09,,,,,,,,,,,,,,,62.647,,,,,,,,,,,,,
1946-07-10,,,,,,,,,,,,,,,62.647,,,,,,,,,,,,,
1946-07-11,,,,,,,,,,,,,,,62.647,,,,,,,,,,,,,
1946-07-12,,,,,,,,,,,,,,,69.347,,,,,,,,,,,,,
1946-07-13,,,,,,,,,,,,,,,86.753,,,,,,,,,,,,,
1946-07-14,,,,,,,,,,,,,,,95.353,,,,,,,,,,,,,
1946-07-15,,,,,,,,,,,,,,,97.765,,,,,,,,,,,,,
1946-07-16,,,,,,,,,,,,,,,102.678,,,,,,,,,,,,,
1946-07-17,,,,,,,,,,,,,,,85.231,,,,,,,,,,,,,
1946-07-18,,,,,,,,,,,,,,,80.007,,,,,,,,,,,,,
1946-07-19,,,,,,,,,,,,,,,76.373,,,,,,,,,,,,,
1946-07-20,,,,,,,,,,,,,,,67.303,,,,,,,,,,,,,
1946-07-21,,,,,,,,,,,,,,,61.346,,,,,,,,,,,,,
1946-07-22,,,,,,,,,,,,,,,60.058,,,,,,,,,,,,,
1946-07-23,,,,,,,,,,,,,,,57.522,,,,,,,,,,,,,
1946-07-24,,,,,,,,,,,,,,,55.654,,,,,,,,,,,,,
1946-07-25,,,,,,,,,,,,,,,52.607,,,,,,,,,,,,,
1946-07-26,,,,,,,,,,,,,,,49.642,,,,,,,,,,,,,
1946-07-27,,,,,,,,,,,,,,,47.903,,,,,,,,,,,,,
1946-07-28,,,,,,,,,,,,,,,46.193,,,,,,,,,,,,,
1946-07-29,,,,,,,,,,,,,,,43.41,,,,,,,,,,,,,
1946-07-30,,,,,,,,,,,,,,,40.18,,,,,,,,,,,,,
1946-07-31,,,,,,,,,,,,,,,36.563,,,,,,,,,,,,,
1946-08-01,,,,,,,,,,,,,,,33.109,,,,,,,,,,,,,
1946-08-02,,,,,,,,,,,,,,,29.82,,,,,,,,,,,,,
1946-08-03,,,,,,,,,,,,,,,28.015,,,,,,,,,,,,,
1946-08-04,,,,,,,,,,,,,,,25.835,,,,,,,,,,,,,
1946-08-05,,,,,,,,,,,,,,,34.569,,,,,,,,,,,,,
1946-08-06,,,,,,,,,,,,,,,29.364,,,,,,,,,,,,,
1946-08-07,,,,,,,,,,,,,,,24.986,,,,,,,,,,,,,
1946-08-08,,,,,,,,,,,,,,,23.33,,,,,,,,,,,,,
1946-08-09,,,,,,,,,,,,,,,22.523,,,,,,,,,,,,,
1946-08-10,,,,,,,,,,,,,,,21.392,,,,,,,,,,,,,
1946-08-11,,,,,,,,,,,,,,,20.721,,,,,,,,,,,,,
1946-08-12,,,,,,,,,,,,,,,18.73,,,,,,,,,,,,,
1946-08-13,,,,,,,,,,,,,,,18.402,,,,,,,,,,,,,
1946-08-14,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-08-15,,,,,,,,,,,,,,,16.455,,,,,,,,,,,,,
1946-08-16,,,,,,,,,,,,,,,15.495,,,,,,,,,,,,,
1946-08-17,,,,,,,,,,,,,,,15.178,,,,,,,,,,,,,
1946-08-18,,,,,,,,,,,,,,,15.178,,,,,,,,,,,,,
1946-08-19,,,,,,,,,,,,,,,14.547,,,,,,,,,,,,,
1946-08-20,,,,,,,,,,,,,,,14.547,,,,,,,,,,,,,
1946-08-21,,,,,,,,,,,,,,,20.387,,,,,,,,,,,,,
1946-08-22,,,,,,,,,,,,,,,23.33,,,,,,,,,,,,,
1946-08-23,,,,,,,,,,,,,,,45.63,,,,,,,,,,,,,
1946-08-24,,,,,,,,,,,,,,,45.63,,,,,,,,,,,,,
1946-08-25,,,,,,,,,,,,,,,32.629,,,,,,,,,,,,,
1946-08-26,,,,,,,,,,,,,,,34.569,,,,,,,,,,,,,
1946-08-27,,,,,,,,,,,,,,,89.06,,,,,,,,,,,,,
1946-08-28,,,,,,,,,,,,,,,89.835,,,,,,,,,,,,,
1946-08-29,,,,,,,,,,,,,,,66.628,,,,,,,,,,,,,
1946-08-30,,,,,,,,,,,,,,,42.863,,,,,,,,,,,,,
1946-08-31,,,,,,,,,,,,,,,37.579,,,,,,,,,,,,,
1946-09-01,,,,,,,,,,,,,,,32.153,,,,,,,,,,,,,
1946-09-02,,,,,,,,,,,,,,,25.835,,,,,,,,,,,,,
1946-09-03,,,,,,,,,,,,,,,20.721,,,,,,,,,,,,,
1946-09-04,,,,,,,,,,,,,,,19.06,,,,,,,,,,,,,
1946-09-05,,,,,,,,,,,,,,,18.402,,,,,,,,,,,,,
1946-09-06,,,,,,,,,,,,,,,18.402,,,,,,,,,,,,,
1946-09-07,,,,,,,,,,,,,,,18.075,,,,,,,,,,,,,
1946-09-08,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-09-09,,,,,,,,,,,,,,,16.777,,,,,,,,,,,,,
1946-09-10,,,,,,,,,,,,,,,16.455,,,,,,,,,,,,,
1946-09-11,,,,,,,,,,,,,,,14.862,,,,,,,,,,,,,
1946-09-12,,,,,,,,,,,,,,,13.608,,,,,,,,,,,,,
1946-09-13,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1946-09-14,,,,,,,,,,,,,,,11.766,,,,,,,,,,,,,
1946-09-15,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1946-09-16,,,,,,,,,,,,,,,10.862,,,,,,,,,,,,,
1946-09-17,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1946-09-18,,,,,,,,,,,,,,,12.069,,,,,,,,,,,,,
1946-09-19,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1946-09-20,,,,,,,,,,,,,,,9.972,,,,,,,,,,,,,
1946-09-21,,,,,,,,,,,,,,,10.564,,,,,,,,,,,,,
1946-09-22,,,,,,,,,,,,,,,12.989,,,,,,,,,,,,,
1946-09-23,,,,,,,,,,,,,,,13.608,,,,,,,,,,,,,
1946-09-24,,,,,,,,,,,,,,,13.298,,,,,,,,,,,,,
1946-09-25,,,,,,,,,,,,,,,16.455,,,,,,,,,,,,,
1946-09-26,,,,,,,,,,,,,,,15.178,,,,,,,,,,,,,
1946-09-27,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,
1946-09-28,,,,,,,,,,,,,,,18.075,,,,,,,,,,,,,
1946-09-29,,,,,,,,,,,,,,,17.424,,,,,,,,,,,,,
1946-09-30,,,,,,,,,,,,,,,16.777,,,,,,,,,,,,,
1946-10-01,,,,,,,,,,,,,,,14.862,,,,,,,,,,,,,
1946-10-02,,,,,,,,,,,,,,,13.92,,,,,,,,,,,,,
1946-10-03,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-10-04,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-10-05,,,,,,,,,,,,,,,14.862,,,,,,,,,,,,,
1946-10-06,,,,,,,,,,,,,,,274.404,,,,,,,,,,,,,
1946-10-07,,,,,,,,,,,,,,,462.97,,,,,,,,,,,,,
1946-10-08,,,,,,,,,,,,,,,180.188,,,,,,,,,,,,,
1946-10-09,,,,,,,,,,,,,,,120.777,,,,,,,,,,,,,
1946-10-10,,,,,,,,,,,,,,,77.817,,,,,,,,,,,,,
1946-10-11,,,,,,,,,,,,,,,59.419,,,,,,,,,,,,,
1946-10-12,,,,,,,,,,,,,,,104.341,,,,,,,,,,,,,
1946-10-13,,,,,,,,,,,,,,,287.365,,,,,,,,,,,,,
1946-10-14,,,,,,,,,,,,,,,244.447,,,,,,,,,,,,,
1946-10-15,,,,,,,,,,,,,,,396.052,,,,,,,,,,,,,
1946-10-16,,,,,,,,,,,,,,,352.487,,,,,,,,,,,,,
1946-10-17,,,,,,,,,,,,,,,298.994,,,,,,,,,,,,,
1946-10-18,,,,,,,,,,,,,,,266.858,,,,,,,,,,,,,
1946-10-19,,,,,,,,,,,,,,,191.19,,,,,,,,,,,,,
1946-10-20,,,,,,,,,,,,,,,81.484,,,,,,,,,,,,,
1946-10-21,,,,,,,,,,,,,,,52.007,,,,,,,,,,,,,
1946-10-22,,,,,,,,,,,,,,,45.07,,,,,,,,,,,,,
1946-10-23,,,,,,,,,,,,,,,43.41,,,,,,,,,,,,,
1946-10-24,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1946-10-25,,,,,,,,,,,,,,,38.609,,,,,,,,,,,,,
1946-10-26,,,,,,,,,,,,,,,35.063,,,,,,,,,,,,,
1946-10-27,,,,,,,,,,,,,,,36.563,,,,,,,,,,,,,
1946-10-28,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1946-10-29,,,,,,,,,,,,,,,40.18,,,,,,,,,,,,,
1946-10-30,,,,,,,,,,,,,,,40.18,,,,,,,,,,,,,
1946-10-31,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1946-11-01,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1946-11-02,,,,,,,,,,,,,,,47.329,,,,,,,,,,,,,
1946-11-03,,,,,,,,,,,,,,,50.228,,,,,,,,,,,,,
1946-11-04,,,,,,,,,,,,,,,44.513,,,,,,,,,,,,,
1946-11-05,,,,,,,,,,,,,,,35.063,,,,,,,,,,,,,
1946-11-06,,,,,,,,,,,,,,,31.21,,,,,,,,,,,,,
1946-11-07,,,,,,,,,,,,,,,44.513,,,,,,,,,,,,,
1946-11-08,,,,,,,,,,,,,,,58.151,,,,,,,,,,,,,
1946-11-09,,,,,,,,,,,,,,,50.818,,,,,,,,,,,,,
1946-11-10,,,,,,,,,,,,,,,29.82,,,,,,,,,,,,,
1946-11-11,,,,,,,,,,,,,,,23.33,,,,,,,,,,,,,
1946-11-12,,,,,,,,,,,,,,,21.392,,,,,,,,,,,,,
1946-11-13,,,,,,,,,,,,,,,18.73,,,,,,,,,,,,,
1946-11-14,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-11-15,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-11-16,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1946-11-17,,,,,,,,,,,,,,,16.455,,,,,,,,,,,,,
1946-11-18,,,,,,,,,,,,,,,17.1,,,,,,,,,,,,,
1946-11-19,,,,,,,,,,,,,,,21.729,,,,,,,,,,,,,
1946-11-20,,,,,,,,,,,,,,,19.06,,,,,,,,,,,,,
1946-11-21,,,,,,,,,,,,,,,16.134,,,,,,,,,,,,,
1946-11-22,,,,,,,,,,,,,,,20.721,,,,,,,,,,,,,
1946-11-23,,,,,,,,,,,,,,,17.424,,,,,,,,,,,,,
1946-11-24,,,,,,,,,,,,,,,18.73,,,,,,,,,,,,,
1946-11-25,,,,,,,,,,,,,,,23.33,,,,,,,,,,,,,
1946-11-26,,,,,,,,,,,,,,,41.78,,,,,,,,,,,,,
1946-11-27,,,,,,,,,,,,,,,29.82,,,,,,,,,,,,,
1946-11-28,,,,,,,,,,,,,,,116.34,,,,,,,,,,,,,
1946-11-29,,,,,,,,,,,,,,,157.087,,,,,,,,,,,,,
1946-11-30,,,,,,,,,,,,,,,126.206,,,,,,,,,,,,,
1946-12-01,,,,,,,,,,,,,,,51.411,,,,,,,,,,,,,
1946-12-02,,,,,,,,,,,,,,,35.559,,,,,,,,,,,,,
1946-12-03,,,,,,,,,,,,,,,28.911,,,,,,,,,,,,,
1946-12-04,,,,,,,,,,,,,,,25.409,,,,,,,,,,,,,
1946-12-05,,,,,,,,,,,,,,,36.563,,,,,,,,,,,,,
1946-12-06,,,,,,,,,,,,,,,36.059,,,,,,,,,,,,,
1946-12-07,,,,,,,,,,,,,,,41.78,,,,,,,,,,,,,
1946-12-08,,,,,,,,,,,,,,,41.78,,,,,,,,,,,,,
1946-12-09,,,,,,,,,,,,,,,43.41,,,,,,,,,,,,,
1946-12-10,,,,,,,,,,,,,,,32.153,,,,,,,,,,,,,
1946-12-11,,,,,,,,,,,,,,,72.819,,,,,,,,,,,,,
1946-12-12,,,,,,,,,,,,,,,202.503,,,,,,,,,,,,,
1946-12-13,,,,,,,,,,,,,,,250.688,,,,,,,,,,,,,
1946-12-14,,,,,,,,,,,,,,,937.333,,,,,,,,,,,,,
1946-12-15,,,,,,,,,,,,,,,849.243,,,,,,,,,,,,,
1946-12-16,,,,,,,,,,,,,,,169.499,,,,,,,,,,,,,
1946-12-17,,,,,,,,,,,,,,,85.231,,,,,,,,,,,,,
1946-12-18,,,,,,,,,,,,,,,74.942,,,,,,,,,,,,,
1946-12-19,,,,,,,,,,,,,,,65.956,,,,,,,,,,,,,
1946-12-20,,,,,,,,,,,,,,,60.058,,,,,,,,,,,,,
1946-12-21,,,,,,,,,,,,,,,55.654,,,,,,,,,,,,,
1946-12-22,,,,,,,,,,,,,,,45.07,,,,,,,,,,,,,
1946-12-23,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1946-12-24,,,,,,,,,,,,,,,38.609,,,,,,,,,,,,,
1946-12-25,,,,,,,,,,,,,,,29.364,,,,,,,,,,,,,
1946-12-26,,,,,,,,,,,,,,,24.152,,,,,,,,,,,,,
1946-12-27,,,,,,,,,,,,,,,15.178,,,,,,,,,,,,,
1946-12-28,,,,,,,,,,,,,,,9.095,,,,,,,,,,,,,
1946-12-29,,,,,,,,,,,,,,,7.949,,,,,,,,,,,,,
1946-12-30,,,,,,,,,,,,,,,9.095,,,,,,,,,,,,,
1946-12-31,,,,,,,,,,,,,,,21.056,,,,,,,,,,,,,
1947-01-01,,,,,,,,,,,,,,,15.814,,,,,,,,,,,,,
1947-01-02,,,,,,,,,,,,,,,9.678,,,,,,,,,,,,,
1947-01-03,,,,,,,,,,,,,,,7.108,,,,,,,,,,,,,
1947-01-04,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1947-01-05,,,,,,,,,,,,,,,6.013,,,,,,,,,,,,,
1947-01-06,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1947-01-07,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1947-01-08,,,,,,,,,,,,,,,4.952,,,,,,,,,,,,,
1947-01-09,,,,,,,,,,,,,,,3.447,,,,,,,,,,,,,
1947-01-10,,,,,,,,,,,,,,,9.095,,,,,,,,,,,,,
1947-01-11,,,,,,,,,,,,,,,7.667,,,,,,,,,,,,,
1947-01-12,,,,,,,,,,,,,,,6.013,,,,,,,,,,,,,
1947-01-13,,,,,,,,,,,,,,,21.729,,,,,,,,,,,,,
1947-01-14,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1947-01-15,,,,,,,,,,,,,,,82.227,,,,,,,,,,,,,
1947-01-16,,,,,,,,,,,,,,,83.723,,,,,,,,,,,,,
1947-01-17,,,,,,,,,,,,,,,327.288,,,,,,,,,,,,,
1947-01-18,,,,,,,,,,,,,,,450.168,,,,,,,,,,,,,
1947-01-19,,,,,,,,,,,,,,,193.427,,,,,,,,,,,,,
1947-01-20,,,,,,,,,,,,,,,85.231,,,,,,,,,,,,,
1947-01-21,,,,,,,,,,,,,,,56.273,,,,,,,,,,,,,
1947-01-22,,,,,,,,,,,,,,,42.32,,,,,,,,,,,,,
1947-01-23,,,,,,,,,,,,,,,33.109,,,,,,,,,,,,,
1947-01-24,,,,,,,,,,,,,,,39.13,,,,,,,,,,,,,
1947-01-25,,,,,,,,,,,,,,,37.069,,,,,,,,,,,,,
1947-01-26,,,,,,,,,,,,,,,26.697,,,,,,,,,,,,,
1947-01-27,,,,,,,,,,,,,,,21.729,,,,,,,,,,,,,
1947-01-28,,,,,,,,,,,,,,,18.402,,,,,,,,,,,,,
1947-01-29,,,,,,,,,,,,,,,15.495,,,,,,,,,,,,,
1947-01-30,,,,,,,,,,,,,,,13.92,,,,,,,,,,,,,
1947-01-31,,,,,,,,,,,,,,,12.989,,,,,,,,,,,,,
1947-02-01,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1947-02-02,,,,,,,,,,,,,,,12.375,,,,,,,,,,,,,
1947-02-03,,,,,,,,,,,,,,,12.069,,,,,,,,,,,,,
1947-02-04,,,,,,,,,,,,,,,11.766,,,,,,,,,,,,,
1947-02-05,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1947-02-06,,,,,,,,,,,,,,,10.564,,,,,,,,,,,,,
1947-02-07,,,,,,,,,,,,,,,7.386,,,,,,,,,,,,,
1947-02-08,,,,,,,,,,,,,,,12.375,,,,,,,,,,,,,
1947-02-09,,,,,,,,,,,,,,,18.73,,,,,,,,,,,,,
1947-02-10,,,,,,,,,,,,,,,21.729,,,,,,,,,,,,,
1947-02-11,,,,,,,,,,,,,,,26.264,,,,,,,,,,,,,
1947-02-12,,,,,,,,,,,,,,,28.911,,,,,,,,,,,,,
1947-02-13,,,,,,,,,,,,,,,147.089,,,,,,,,,,,,,
1947-02-14,,,,,,,,,,,,,,,247.551,,,,,,,,,,,,,
1947-02-15,,,,,,,,,,,,,,,99.39,,,,,,,,,,,,,
1947-02-16,,,,,,,,,,,,,,,49.642,,,,,,,,,,,,,
1947-02-17,,,,,,,,,,,,,,,37.069,,,,,,,,,,,,,
1947-02-18,,,,,,,,,,,,,,,52.007,,,,,,,,,,,,,
1947-02-19,,,,,,,,,,,,,,,52.007,,,,,,,,,,,,,
1947-02-20,,,,,,,,,,,,,,,37.069,,,,,,,,,,,,,
1947-02-21,,,,,,,,,,,,,,,28.911,,,,,,,,,,,,,
1947-02-22,,,,,,,,,,,,,,,24.152,,,,,,,,,,,,,
1947-02-23,,,,,,,,,,,,,,,19.721,,,,,,,,,,,,,
1947-02-24,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1947-02-25,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1947-02-26,,,,,,,,,,,,,,,21.056,,,,,,,,,,,,,
1947-02-27,,,,,,,,,,,,,,,17.749,,,,,,,,,,,,,
1947-02-28,,,,,,,,,,,,,,,14.547,,,,,,,,,,,,,
1947-03-01,,,,,,,,,,,,,,,13.298,,,,,,,,,,,,,
1947-03-02,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1947-03-03,,,,,,,,,,,,,,,10.862,,,,,,,,,,,,,
1947-03-04,,,,,,,,,,,,,,,9.678,,,,,,,,,,,,,
1947-03-05,,,,,,,,,,,,,,,9.095,,,,,,,,,,,,,
1947-03-06,,,,,,,,,,,,,,,9.095,,,,,,,,,,,,,
1947-03-07,,,,,,,,,,,,,,,11.463,,,,,,,,,,,,,
1947-03-08,,,,,,,,,,,,,,,14.862,,,,,,,,,,,,,
1947-03-09,,,,,,,,,,,,,,,13.608,,,,,,,,,,,,,
1947-03-10,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1947-03-11,,,,,,,,,,,,,,,13.608,,,,,,,,,,,,,
1947-03-12,,,,,,,,,,,,,,,12.681,,,,,,,,,,,,,
1947-03-13,,,,,,,,,,,,,,,12.069,,,,,,,,,,,,,
1947-03-14,,,,,,,,,,,,,,,10.564,,,,,,,,,,,,,
1947-03-15,,,,,,,,,,,,,,,9.678,,,,,,,,,,,,,
1947-03-16,,,,,,,,,,,,,,,8.519,,,,,,,,,,,,,
1947-03-17,,,,,,,,,,,,,,,8.806,,,,,,,,,,,,,
1947-03-18,,,,,,,,,,,,,,,13.608,,,,,,,,,,,,,
1947-03-19,,,,,,,,,,,,,,,19.721,,,,,,,,,,,,,
1947-03-20,,,,,,,,,,,,,,,16.134,,,,,,,,,,,,,
1947-03-21,,,,,,,,,,,,,,,12.989,,,,,,,,,,,,,
1947-03-22,,,,,,,,,,,,,,,10.564,,,,,,,,,,,,,
1947-03-23,,,,,,,,,,,,,,,9.386,,,,,,,,,,,,,
1947-03-24,,,,,,,,,,,,,,,8.806,,,,,,,,,,,,,
1947-03-25,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1947-03-26,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1947-03-27,,,,,,,,,,,,,,,4.691,,,,,,,,,,,,,
1947-03-28,,,,,,,,,,,,,,,4.155,,,,,,,,,,,,,
1947-03-29,,,,,,,,,,,,,,,4.417,,,,,,,,,,,,,
1947-03-30,,,,,,,,,,,,,,,5.478,,,,,,,,,,,,,
1947-03-31,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1947-04-01,,,,,,,,,,,,,,,5.744,,,,,,,,,,,,,
1947-04-02,,,,,,,,,,,,,,,6.284,,,,,,,,,,,,,
1947-04-03,,,,,,,,,,,,,,,6.013,,,,,,,,,,,,,
1947-04-04,,,,,,,,,,,,,,,4.417,,,,,,,,,,,,,
1947-04-05,,,,,,,,,,,,,,,3.907,,,,,,,,,,,,,
