,Observado,Natural
1956-10-31 00:00:00,,838.0
1956-11-01 00:00:00,,839.0
1956-11-02 00:00:00,,847.0
1956-11-03 00:00:00,,861.0
1956-11-04 00:00:00,,876.0
1956-11-05 00:00:00,,889.0
1956-11-06 00:00:00,,897.0
1956-11-07 00:00:00,,902.0
1956-11-08 00:00:00,,904.0
1956-11-09 00:00:00,,904.0
1956-11-10 00:00:00,,902.0
1956-11-11 00:00:00,,898.0
1956-11-12 00:00:00,,896.0
1956-11-13 00:00:00,,897.0
1956-11-14 00:00:00,,905.0
1956-11-15 00:00:00,,921.0
1956-11-16 00:00:00,,946.0
1956-11-17 00:00:00,,981.0
1956-11-18 00:00:00,,1026.0
1956-11-19 00:00:00,,1086.0
1956-11-20 00:00:00,,1165.0
1956-11-21 00:00:00,,1268.0
1956-11-22 00:00:00,,1388.0
1956-11-23 00:00:00,,1516.0
1956-11-24 00:00:00,,1643.0
1956-11-25 00:00:00,,1768.0
1956-11-26 00:00:00,,1896.0
1956-11-27 00:00:00,,2034.0
1956-11-28 00:00:00,,2209.0
1956-11-29 00:00:00,,2371.0
1956-11-30 00:00:00,,2476.0
1956-12-01 00:00:00,,2596.0
1956-12-02 00:00:00,,2644.0
1956-12-03 00:00:00,,2631.0
1956-12-04 00:00:00,,2568.0
1956-12-05 00:00:00,,2452.0
1956-12-06 00:00:00,,2312.0
1956-12-07 00:00:00,,2274.0
1956-12-08 00:00:00,,2351.0
1956-12-09 00:00:00,,2565.0
1956-12-10 00:00:00,,2932.0
1956-12-11 00:00:00,,3411.0
1956-12-12 00:00:00,,3858.0
1956-12-13 00:00:00,,4183.0
1956-12-14 00:00:00,,4383.0
1956-12-15 00:00:00,,4498.0
1956-12-16 00:00:00,,4547.0
1956-12-17 00:00:00,,4526.0
1956-12-18 00:00:00,,4446.0
1956-12-19 00:00:00,,4308.0
1956-12-20 00:00:00,,4115.0
1956-12-21 00:00:00,,3900.0
1956-12-22 00:00:00,,3680.0
1956-12-23 00:00:00,,3487.0
1956-12-24 00:00:00,,3414.0
1956-12-25 00:00:00,,3491.0
1956-12-26 00:00:00,,3677.0
1956-12-27 00:00:00,,3845.0
1956-12-28 00:00:00,,4046.0
1956-12-29 00:00:00,,4270.0
1956-12-30 00:00:00,,4505.0
1956-12-31 00:00:00,,4707.0
1957-01-01 00:00:00,,4833.0
1957-01-02 00:00:00,,4903.0
1957-01-03 00:00:00,,4968.0
1957-01-04 00:00:00,,5052.0
1957-01-05 00:00:00,,5129.0
1957-01-06 00:00:00,,5213.0
1957-01-07 00:00:00,,5301.0
1957-01-08 00:00:00,,5376.0
1957-01-09 00:00:00,,5441.0
1957-01-10 00:00:00,,5505.0
1957-01-11 00:00:00,,5579.0
1957-01-12 00:00:00,,5728.0
1957-01-13 00:00:00,,5920.0
1957-01-14 00:00:00,,6020.0
1957-01-15 00:00:00,,6132.0
1957-01-16 00:00:00,,6258.0
1957-01-17 00:00:00,,6265.0
1957-01-18 00:00:00,,6267.0
1957-01-19 00:00:00,,6267.0
1957-01-20 00:00:00,,6273.0
1957-01-21 00:00:00,,6291.0
1957-01-22 00:00:00,,6320.0
1957-01-23 00:00:00,,6352.0
1957-01-24 00:00:00,,6384.0
1957-01-25 00:00:00,,6416.0
1957-01-26 00:00:00,,6448.0
1957-01-27 00:00:00,,6480.0
1957-01-28 00:00:00,,6517.0
1957-01-29 00:00:00,,6552.0
1957-01-30 00:00:00,,6578.0
1957-01-31 00:00:00,,6608.0
1957-02-01 00:00:00,,6640.0
1957-02-02 00:00:00,,6682.0
1957-02-03 00:00:00,,6699.0
1957-02-04 00:00:00,,6730.0
1957-02-05 00:00:00,,6840.0
1957-02-06 00:00:00,,6908.0
1957-02-07 00:00:00,,6961.0
1957-02-08 00:00:00,,7020.0
1957-02-09 00:00:00,,7085.0
1957-02-10 00:00:00,,7142.0
1957-02-11 00:00:00,,7200.0
1957-02-12 00:00:00,,7245.0
1957-02-13 00:00:00,,7280.0
1957-02-14 00:00:00,,7317.0
1957-02-15 00:00:00,,7368.0
1957-02-16 00:00:00,,7435.0
1957-02-17 00:00:00,,7496.0
1957-02-18 00:00:00,,7535.0
1957-02-19 00:00:00,,7558.0
1957-02-20 00:00:00,,7584.0
1957-02-21 00:00:00,,7640.0
1957-02-22 00:00:00,,7660.0
1957-02-23 00:00:00,,7625.0
1957-02-24 00:00:00,,7593.0
1957-02-25 00:00:00,,7550.0
1957-02-26 00:00:00,,7491.0
1957-02-27 00:00:00,,7418.0
1957-02-28 00:00:00,,7296.0
1957-03-01 00:00:00,,7141.0
1957-03-02 00:00:00,,7007.0
1957-03-03 00:00:00,,6878.0
1957-03-04 00:00:00,,6770.0
1957-03-05 00:00:00,,6701.0
1957-03-06 00:00:00,,6638.0
1957-03-07 00:00:00,,6629.0
1957-03-08 00:00:00,,7256.0
1957-03-09 00:00:00,,7396.0
1957-03-10 00:00:00,,7407.0
1957-03-11 00:00:00,,7215.0
1957-03-12 00:00:00,,7398.0
1957-03-13 00:00:00,,7464.0
1957-03-14 00:00:00,,7315.0
1957-03-15 00:00:00,,7414.0
1957-03-16 00:00:00,,7530.0
1957-03-17 00:00:00,,7685.0
1957-03-18 00:00:00,,7844.0
1957-03-19 00:00:00,,7963.0
1957-03-20 00:00:00,,8226.0
1957-03-21 00:00:00,,8574.0
1957-03-22 00:00:00,,8605.0
1957-03-23 00:00:00,,8306.0
1957-03-24 00:00:00,,7949.0
1957-03-25 00:00:00,,7726.0
1957-03-26 00:00:00,,7748.0
1957-03-27 00:00:00,,7584.0
1957-03-28 00:00:00,,7530.0
1957-03-29 00:00:00,,7671.0
1957-03-30 00:00:00,,7789.0
1957-03-31 00:00:00,,7751.0
1957-04-01 00:00:00,,7628.0
1957-04-02 00:00:00,,7628.0
1957-04-03 00:00:00,,7743.0
1957-04-04 00:00:00,,7825.0
1957-04-05 00:00:00,,7914.0
1957-04-06 00:00:00,,8029.0
1957-04-07 00:00:00,,8121.0
1957-04-08 00:00:00,,8199.0
1957-04-09 00:00:00,,8267.0
1957-04-10 00:00:00,,8281.0
1957-04-11 00:00:00,,8284.0
1957-04-12 00:00:00,,8285.0
1957-04-13 00:00:00,,8254.0
1957-04-14 00:00:00,,8229.0
1957-04-15 00:00:00,,8282.0
1957-04-16 00:00:00,,8328.0
1957-04-17 00:00:00,,8350.0
1957-04-18 00:00:00,,8378.0
1957-04-19 00:00:00,,8459.0
1957-04-20 00:00:00,,8571.0
1957-04-21 00:00:00,,8640.0
1957-04-22 00:00:00,,8687.0
1957-04-23 00:00:00,,8711.0
1957-04-24 00:00:00,,8695.0
1957-04-25 00:00:00,,8652.0
1957-04-26 00:00:00,,8617.0
1957-04-27 00:00:00,,8585.0
1957-04-28 00:00:00,,8563.0
1957-04-29 00:00:00,,8559.0
1957-04-30 00:00:00,,8558.0
1957-05-01 00:00:00,,8553.0
1957-05-02 00:00:00,,8539.0
1957-05-03 00:00:00,,8529.0
1957-05-04 00:00:00,,8522.0
1957-05-05 00:00:00,,8497.0
1957-05-06 00:00:00,,8470.0
1957-05-07 00:00:00,,8459.0
1957-05-08 00:00:00,,8434.0
1957-05-09 00:00:00,,8396.0
1957-05-10 00:00:00,,8352.0
1957-05-11 00:00:00,,8282.0
1957-05-12 00:00:00,,8165.0
1957-05-13 00:00:00,,8013.0
1957-05-14 00:00:00,,7848.0
1957-05-15 00:00:00,,7588.0
1957-05-16 00:00:00,,7216.0
1957-05-17 00:00:00,,6793.0
1957-05-18 00:00:00,,6310.0
1957-05-19 00:00:00,,5837.0
1957-05-20 00:00:00,,5457.0
1957-05-21 00:00:00,,5128.0
1957-05-22 00:00:00,,4796.0
1957-05-23 00:00:00,,4528.0
1957-05-24 00:00:00,,4422.0
1957-05-25 00:00:00,,4303.0
1957-05-26 00:00:00,,4176.0
1957-05-27 00:00:00,,4127.0
1957-05-28 00:00:00,,4122.0
1957-05-29 00:00:00,,4142.0
1957-05-30 00:00:00,,4170.0
1957-05-31 00:00:00,,4184.0
1957-06-01 00:00:00,,4171.0
1957-06-02 00:00:00,,4142.0
1957-06-03 00:00:00,,4101.0
1957-06-04 00:00:00,,4047.0
1957-06-05 00:00:00,,3974.0
1957-06-06 00:00:00,,3848.0
1957-06-07 00:00:00,,3676.0
1957-06-08 00:00:00,,3518.0
1957-06-09 00:00:00,,3362.0
1957-06-10 00:00:00,,3203.0
1957-06-11 00:00:00,,3098.0
1957-06-12 00:00:00,,3015.0
1957-06-13 00:00:00,,2943.0
1957-06-14 00:00:00,,2881.0
1957-06-15 00:00:00,,2827.0
1957-06-16 00:00:00,,2781.0
1957-06-17 00:00:00,,2739.0
1957-06-18 00:00:00,,2698.0
1957-06-19 00:00:00,,2657.0
1957-06-20 00:00:00,,2619.0
1957-06-21 00:00:00,,2586.0
1957-06-22 00:00:00,,2556.0
1957-06-23 00:00:00,,2528.0
1957-06-24 00:00:00,,2502.0
1957-06-25 00:00:00,,2480.0
1957-06-26 00:00:00,,2461.0
1957-06-27 00:00:00,,2444.0
1957-06-28 00:00:00,,2427.0
1957-06-29 00:00:00,,2407.0
1957-06-30 00:00:00,,2382.0
1957-07-01 00:00:00,,2358.0
1957-07-02 00:00:00,,2335.0
1957-07-03 00:00:00,,2314.0
1957-07-04 00:00:00,,2292.0
1957-07-05 00:00:00,,2269.0
1957-07-06 00:00:00,,2245.0
1957-07-07 00:00:00,,2223.0
1957-07-08 00:00:00,,2203.0
1957-07-09 00:00:00,,2184.0
1957-07-10 00:00:00,,2166.0
1957-07-11 00:00:00,,2149.0
1957-07-12 00:00:00,,2133.0
1957-07-13 00:00:00,,2117.0
1957-07-14 00:00:00,,2103.0
1957-07-15 00:00:00,,2090.0
1957-07-16 00:00:00,,2078.0
1957-07-17 00:00:00,,2068.0
1957-07-18 00:00:00,,2058.0
1957-07-19 00:00:00,,2047.0
1957-07-20 00:00:00,,2033.0
1957-07-21 00:00:00,,2017.0
1957-07-22 00:00:00,,2001.0
1957-07-23 00:00:00,,1987.0
1957-07-24 00:00:00,,1976.0
1957-07-25 00:00:00,,1965.0
1957-07-26 00:00:00,,1953.0
1957-07-27 00:00:00,,1938.0
1957-07-28 00:00:00,,1925.0
1957-07-29 00:00:00,,1913.0
1957-07-30 00:00:00,,1904.0
1957-07-31 00:00:00,,1894.0
1957-08-01 00:00:00,,1884.0
1957-08-02 00:00:00,,1872.0
1957-08-03 00:00:00,,1859.0
1957-08-04 00:00:00,,1844.0
1957-08-05 00:00:00,,1828.0
1957-08-06 00:00:00,,1811.0
1957-08-07 00:00:00,,1795.0
1957-08-08 00:00:00,,1781.0
1957-08-09 00:00:00,,1770.0
1957-08-10 00:00:00,,1761.0
1957-08-11 00:00:00,,1753.0
1957-08-12 00:00:00,,1743.0
1957-08-13 00:00:00,,1730.0
1957-08-14 00:00:00,,1718.0
1957-08-15 00:00:00,,1708.0
1957-08-16 00:00:00,,1699.0
1957-08-17 00:00:00,,1689.0
1957-08-18 00:00:00,,1677.0
1957-08-19 00:00:00,,1663.0
1957-08-20 00:00:00,,1649.0
1957-08-21 00:00:00,,1635.0
1957-08-22 00:00:00,,1648.0
1957-08-23 00:00:00,,1686.0
1957-08-24 00:00:00,,1691.0
1957-08-25 00:00:00,,1686.0
1957-08-26 00:00:00,,1650.0
1957-08-27 00:00:00,,1587.0
1957-08-28 00:00:00,,1558.0
1957-08-29 00:00:00,,1542.0
1957-08-30 00:00:00,,1530.0
1957-08-31 00:00:00,,1521.0
1957-09-01 00:00:00,,1511.0
1957-09-02 00:00:00,,1501.0
1957-09-03 00:00:00,,1492.0
1957-09-04 00:00:00,,1485.0
1957-09-05 00:00:00,,1479.0
1957-09-06 00:00:00,,1472.0
1957-09-07 00:00:00,,1464.0
1957-09-08 00:00:00,,1456.0
1957-09-09 00:00:00,,1448.0
1957-09-10 00:00:00,,1438.0
1957-09-11 00:00:00,,1426.0
1957-09-12 00:00:00,,1413.0
1957-09-13 00:00:00,,1402.0
1957-09-14 00:00:00,,1391.0
1957-09-15 00:00:00,,1382.0
1957-09-16 00:00:00,,1373.0
1957-09-17 00:00:00,,1365.0
1957-09-18 00:00:00,,1360.0
1957-09-19 00:00:00,,1356.0
1957-09-20 00:00:00,,1353.0
1957-09-21 00:00:00,,1352.0
1957-09-22 00:00:00,,1350.0
1957-09-23 00:00:00,,1347.0
1957-09-24 00:00:00,,1345.0
1957-09-25 00:00:00,,1343.0
1957-09-26 00:00:00,,1342.0
1957-09-27 00:00:00,,1341.0
1957-09-28 00:00:00,,1340.0
1957-09-29 00:00:00,,1338.0
1957-09-30 00:00:00,,1334.0
1957-10-01 00:00:00,,1327.0
1957-10-02 00:00:00,,1317.0
1957-10-03 00:00:00,,1306.0
1957-10-04 00:00:00,,1295.0
1957-10-05 00:00:00,,1289.0
1957-10-06 00:00:00,,1292.0
1957-10-07 00:00:00,,1303.0
1957-10-08 00:00:00,,1320.0
1957-10-09 00:00:00,,1345.0
1957-10-10 00:00:00,,1378.0
1957-10-11 00:00:00,,1417.0
1957-10-12 00:00:00,,1460.0
1957-10-13 00:00:00,,1504.0
1957-10-14 00:00:00,,1552.0
1957-10-15 00:00:00,,1606.0
1957-10-16 00:00:00,,1670.0
1957-10-17 00:00:00,,1740.0
1957-10-18 00:00:00,,1806.0
1957-10-19 00:00:00,,1856.0
1957-10-20 00:00:00,,1881.0
1957-10-21 00:00:00,,1877.0
1957-10-22 00:00:00,,1846.0
1957-10-23 00:00:00,,1794.0
1957-10-24 00:00:00,,1729.0
1957-10-25 00:00:00,,1661.0
1957-10-26 00:00:00,,1595.0
1957-10-27 00:00:00,,1535.0
1957-10-28 00:00:00,,1481.0
1957-10-29 00:00:00,,1434.0
1957-10-30 00:00:00,,1394.0
1957-10-31 00:00:00,,1357.0
1957-11-01 00:00:00,,1352.0
1957-11-02 00:00:00,,1379.0
1957-11-03 00:00:00,,1371.0
1957-11-04 00:00:00,,1355.0
1957-11-05 00:00:00,,1341.0
1957-11-06 00:00:00,,1325.0
1957-11-07 00:00:00,,1314.0
1957-11-08 00:00:00,,1304.0
1957-11-09 00:00:00,,1295.0
1957-11-10 00:00:00,,1288.0
1957-11-11 00:00:00,,1286.0
1957-11-12 00:00:00,,1284.0
1957-11-13 00:00:00,,1258.0
1957-11-14 00:00:00,,1218.0
1957-11-15 00:00:00,,1214.0
1957-11-16 00:00:00,,1221.0
1957-11-17 00:00:00,,1228.0
1957-11-18 00:00:00,,1232.0
1957-11-19 00:00:00,,1231.0
1957-11-20 00:00:00,,1229.0
1957-11-21 00:00:00,,1234.0
1957-11-22 00:00:00,,1251.0
1957-11-23 00:00:00,,1284.0
1957-11-24 00:00:00,,1343.0
1957-11-25 00:00:00,,1426.0
1957-11-26 00:00:00,,1524.0
1957-11-27 00:00:00,,1621.0
1957-11-28 00:00:00,,1710.0
1957-11-29 00:00:00,,1792.0
1957-11-30 00:00:00,,1869.0
1957-12-01 00:00:00,,1944.0
1957-12-02 00:00:00,,2034.0
1957-12-03 00:00:00,,2178.0
1957-12-04 00:00:00,,2413.0
1957-12-05 00:00:00,,2736.0
1957-12-06 00:00:00,,3161.0
1957-12-07 00:00:00,,3599.0
1957-12-08 00:00:00,,3890.0
1957-12-09 00:00:00,,4097.0
1957-12-10 00:00:00,,4208.0
1957-12-11 00:00:00,,4261.0
1957-12-12 00:00:00,,4277.0
1957-12-13 00:00:00,,4247.0
1957-12-14 00:00:00,,4172.0
1957-12-15 00:00:00,,4091.0
1957-12-16 00:00:00,,4037.0
1957-12-17 00:00:00,,4032.0
1957-12-18 00:00:00,,4078.0
1957-12-19 00:00:00,,4189.0
1957-12-20 00:00:00,,4320.0
1957-12-21 00:00:00,,4483.0
1957-12-22 00:00:00,,4653.0
1957-12-23 00:00:00,,4840.0
1957-12-24 00:00:00,,5100.0
1957-12-25 00:00:00,,5288.0
1957-12-26 00:00:00,,5290.0
1957-12-27 00:00:00,,5267.0
1957-12-28 00:00:00,,5274.0
1957-12-29 00:00:00,,5293.0
1957-12-30 00:00:00,,5297.0
1957-12-31 00:00:00,,5299.0
1958-01-01 00:00:00,,5307.0
1958-01-02 00:00:00,,5320.0
1958-01-03 00:00:00,,5323.0
1958-01-04 00:00:00,,5324.0
1958-01-05 00:00:00,,5324.0
1958-01-06 00:00:00,,5324.0
1958-01-07 00:00:00,,5324.0
1958-01-08 00:00:00,,5332.0
1958-01-09 00:00:00,,5345.0
1958-01-10 00:00:00,,5337.0
1958-01-11 00:00:00,,5284.0
1958-01-12 00:00:00,,5159.0
1958-01-13 00:00:00,,4971.0
1958-01-14 00:00:00,,4735.0
1958-01-15 00:00:00,,4447.0
1958-01-16 00:00:00,,4126.0
1958-01-17 00:00:00,,3798.0
1958-01-18 00:00:00,,3532.0
1958-01-19 00:00:00,,3306.0
1958-01-20 00:00:00,,3059.0
1958-01-21 00:00:00,,2836.0
1958-01-22 00:00:00,,2688.0
1958-01-23 00:00:00,,2584.0
1958-01-24 00:00:00,,2511.0
1958-01-25 00:00:00,,2459.0
1958-01-26 00:00:00,,2429.0
1958-01-27 00:00:00,,2426.0
1958-01-28 00:00:00,,2454.0
1958-01-29 00:00:00,,2514.0
1958-01-30 00:00:00,,2608.0
1958-01-31 00:00:00,,2736.0
1958-02-01 00:00:00,,2950.0
1958-02-02 00:00:00,,3227.0
1958-02-03 00:00:00,,3438.0
1958-02-04 00:00:00,,3683.0
1958-02-05 00:00:00,,4025.0
1958-02-06 00:00:00,,4382.0
1958-02-07 00:00:00,,4720.0
1958-02-08 00:00:00,,4991.0
1958-02-09 00:00:00,,5185.0
1958-02-10 00:00:00,,5283.0
1958-02-11 00:00:00,,5343.0
1958-02-12 00:00:00,,5409.0
1958-02-13 00:00:00,,5474.0
1958-02-14 00:00:00,,5520.0
1958-02-15 00:00:00,,5550.0
1958-02-16 00:00:00,,5584.0
1958-02-17 00:00:00,,5627.0
1958-02-18 00:00:00,,5666.0
1958-02-19 00:00:00,,5693.0
1958-02-20 00:00:00,,5699.0
1958-02-21 00:00:00,,5700.0
1958-02-22 00:00:00,,5701.0
1958-02-23 00:00:00,,5701.0
1958-02-24 00:00:00,,5701.0
1958-02-25 00:00:00,,5700.0
1958-02-26 00:00:00,,5700.0
1958-02-27 00:00:00,,5696.0
1958-02-28 00:00:00,,5686.0
1958-03-01 00:00:00,,5654.0
1958-03-02 00:00:00,,5563.0
1958-03-03 00:00:00,,5489.0
1958-03-04 00:00:00,,5467.0
1958-03-05 00:00:00,,5321.0
1958-03-06 00:00:00,,5028.0
1958-03-07 00:00:00,,4701.0
1958-03-08 00:00:00,,4444.0
1958-03-09 00:00:00,,4242.0
1958-03-10 00:00:00,,4050.0
1958-03-11 00:00:00,,3864.0
1958-03-12 00:00:00,,3650.0
1958-03-13 00:00:00,,3465.0
1958-03-14 00:00:00,,3380.0
1958-03-15 00:00:00,,3357.0
1958-03-16 00:00:00,,3409.0
1958-03-17 00:00:00,,3522.0
1958-03-18 00:00:00,,3536.0
1958-03-19 00:00:00,,3450.0
1958-03-20 00:00:00,,3424.0
1958-03-21 00:00:00,,3419.0
1958-03-22 00:00:00,,3331.0
1958-03-23 00:00:00,,3190.0
1958-03-24 00:00:00,,3096.0
1958-03-25 00:00:00,,3015.0
1958-03-26 00:00:00,,2942.0
1958-03-27 00:00:00,,2876.0
1958-03-28 00:00:00,,2816.0
1958-03-29 00:00:00,,2793.0
1958-03-30 00:00:00,,2810.0
1958-03-31 00:00:00,,2793.0
1958-04-01 00:00:00,,2719.0
1958-04-02 00:00:00,,2644.0
1958-04-03 00:00:00,,2688.0
1958-04-04 00:00:00,,2845.0
1958-04-05 00:00:00,,3135.0
1958-04-06 00:00:00,,3539.0
1958-04-07 00:00:00,,3929.0
1958-04-08 00:00:00,,4213.0
1958-04-09 00:00:00,,4385.0
1958-04-10 00:00:00,,4447.0
1958-04-11 00:00:00,,4395.0
1958-04-12 00:00:00,,4249.0
1958-04-13 00:00:00,,4025.0
1958-04-14 00:00:00,,3813.0
1958-04-15 00:00:00,,3638.0
1958-04-16 00:00:00,,3427.0
1958-04-17 00:00:00,,3238.0
1958-04-18 00:00:00,,3070.0
1958-04-19 00:00:00,,2979.0
1958-04-20 00:00:00,,2914.0
1958-04-21 00:00:00,,2852.0
1958-04-22 00:00:00,,2785.0
1958-04-23 00:00:00,,2710.0
1958-04-24 00:00:00,,2630.0
1958-04-25 00:00:00,,2552.0
1958-04-26 00:00:00,,2484.0
1958-04-27 00:00:00,,2436.0
1958-04-28 00:00:00,,2415.0
1958-04-29 00:00:00,,2427.0
1958-04-30 00:00:00,,2478.0
1958-05-01 00:00:00,,2565.0
1958-05-02 00:00:00,,2691.0
1958-05-03 00:00:00,,2859.0
1958-05-04 00:00:00,,3145.0
1958-05-05 00:00:00,,3522.0
1958-05-06 00:00:00,,3713.0
1958-05-07 00:00:00,,3683.0
1958-05-08 00:00:00,,3585.0
1958-05-09 00:00:00,,3492.0
1958-05-10 00:00:00,,3362.0
1958-05-11 00:00:00,,3196.0
1958-05-12 00:00:00,,3011.0
1958-05-13 00:00:00,,2828.0
1958-05-14 00:00:00,,2665.0
1958-05-15 00:00:00,,2529.0
1958-05-16 00:00:00,,2416.0
1958-05-17 00:00:00,,2320.0
1958-05-18 00:00:00,,2239.0
1958-05-19 00:00:00,,2172.0
1958-05-20 00:00:00,,2115.0
1958-05-21 00:00:00,,2066.0
1958-05-22 00:00:00,,2024.0
1958-05-23 00:00:00,,1990.0
1958-05-24 00:00:00,,1961.0
1958-05-25 00:00:00,,1938.0
1958-05-26 00:00:00,,1921.0
1958-05-27 00:00:00,,1908.0
1958-05-28 00:00:00,,1898.0
1958-05-29 00:00:00,,1889.0
1958-05-30 00:00:00,,1882.0
1958-05-31 00:00:00,,1875.0
1958-06-01 00:00:00,,1867.0
1958-06-02 00:00:00,,1855.0
1958-06-03 00:00:00,,1838.0
1958-06-04 00:00:00,,1816.0
1958-06-05 00:00:00,,1791.0
1958-06-06 00:00:00,,1767.0
1958-06-07 00:00:00,,1747.0
1958-06-08 00:00:00,,1731.0
1958-06-09 00:00:00,,1718.0
1958-06-10 00:00:00,,1712.0
1958-06-11 00:00:00,,1719.0
1958-06-12 00:00:00,,1742.0
1958-06-13 00:00:00,,1777.0
1958-06-14 00:00:00,,1816.0
1958-06-15 00:00:00,,1848.0
1958-06-16 00:00:00,,1867.0
1958-06-17 00:00:00,,1867.0
1958-06-18 00:00:00,,1851.0
1958-06-19 00:00:00,,1825.0
1958-06-20 00:00:00,,1792.0
1958-06-21 00:00:00,,1758.0
1958-06-22 00:00:00,,1723.0
1958-06-23 00:00:00,,1691.0
1958-06-24 00:00:00,,1664.0
1958-06-25 00:00:00,,1640.0
1958-06-26 00:00:00,,1619.0
1958-06-27 00:00:00,,1600.0
1958-06-28 00:00:00,,1584.0
1958-06-29 00:00:00,,1569.0
1958-06-30 00:00:00,,1554.0
1958-07-01 00:00:00,,1538.0
1958-07-02 00:00:00,,1524.0
1958-07-03 00:00:00,,1511.0
1958-07-04 00:00:00,,1498.0
1958-07-05 00:00:00,,1486.0
1958-07-06 00:00:00,,1477.0
1958-07-07 00:00:00,,1471.0
1958-07-08 00:00:00,,1467.0
1958-07-09 00:00:00,,1464.0
1958-07-10 00:00:00,,1459.0
1958-07-11 00:00:00,,1452.0
1958-07-12 00:00:00,,1444.0
1958-07-13 00:00:00,,1435.0
1958-07-14 00:00:00,,1428.0
1958-07-15 00:00:00,,1423.0
1958-07-16 00:00:00,,1417.0
1958-07-17 00:00:00,,1411.0
1958-07-18 00:00:00,,1405.0
1958-07-19 00:00:00,,1399.0
1958-07-20 00:00:00,,1393.0
1958-07-21 00:00:00,,1388.0
1958-07-22 00:00:00,,1381.0
1958-07-23 00:00:00,,1374.0
1958-07-24 00:00:00,,1367.0
1958-07-25 00:00:00,,1361.0
1958-07-26 00:00:00,,1357.0
1958-07-27 00:00:00,,1355.0
1958-07-28 00:00:00,,1358.0
1958-07-29 00:00:00,,1363.0
1958-07-30 00:00:00,,1371.0
1958-07-31 00:00:00,,1381.0
1958-08-01 00:00:00,,1399.0
1958-08-02 00:00:00,,1431.0
1958-08-03 00:00:00,,1483.0
1958-08-04 00:00:00,,1551.0
1958-08-05 00:00:00,,1623.0
1958-08-06 00:00:00,,1685.0
1958-08-07 00:00:00,,1729.0
1958-08-08 00:00:00,,1749.0
1958-08-09 00:00:00,,1748.0
1958-08-10 00:00:00,,1729.0
1958-08-11 00:00:00,,1698.0
1958-08-12 00:00:00,,1660.0
1958-08-13 00:00:00,,1618.0
1958-08-14 00:00:00,,1574.0
1958-08-15 00:00:00,,1529.0
1958-08-16 00:00:00,,1485.0
1958-08-17 00:00:00,,1445.0
1958-08-18 00:00:00,,1411.0
1958-08-19 00:00:00,,1383.0
1958-08-20 00:00:00,,1360.0
1958-08-21 00:00:00,,1340.0
1958-08-22 00:00:00,,1321.0
1958-08-23 00:00:00,,1302.0
1958-08-24 00:00:00,,1283.0
1958-08-25 00:00:00,,1265.0
1958-08-26 00:00:00,,1251.0
1958-08-27 00:00:00,,1240.0
1958-08-28 00:00:00,,1231.0
1958-08-29 00:00:00,,1223.0
1958-08-30 00:00:00,,1217.0
1958-08-31 00:00:00,,1212.0
1958-09-01 00:00:00,,1206.0
1958-09-02 00:00:00,,1197.0
1958-09-03 00:00:00,,1186.0
1958-09-04 00:00:00,,1175.0
1958-09-05 00:00:00,,1165.0
1958-09-06 00:00:00,,1156.0
1958-09-07 00:00:00,,1147.0
1958-09-08 00:00:00,,1139.0
1958-09-09 00:00:00,,1132.0
1958-09-10 00:00:00,,1126.0
1958-09-11 00:00:00,,1120.0
1958-09-12 00:00:00,,1114.0
1958-09-13 00:00:00,,1109.0
1958-09-14 00:00:00,,1104.0
1958-09-15 00:00:00,,1099.0
1958-09-16 00:00:00,,1093.0
1958-09-17 00:00:00,,1088.0
1958-09-18 00:00:00,,1084.0
1958-09-19 00:00:00,,1081.0
1958-09-20 00:00:00,,1077.0
1958-09-21 00:00:00,,1071.0
1958-09-22 00:00:00,,1063.0
1958-09-23 00:00:00,,1054.0
1958-09-24 00:00:00,,1046.0
1958-09-25 00:00:00,,1044.0
1958-09-26 00:00:00,,1049.0
1958-09-27 00:00:00,,1064.0
1958-09-28 00:00:00,,1086.0
1958-09-29 00:00:00,,1115.0
1958-09-30 00:00:00,,1154.0
1958-10-01 00:00:00,,1209.0
1958-10-02 00:00:00,,1280.0
1958-10-03 00:00:00,,1362.0
1958-10-04 00:00:00,,1439.0
1958-10-05 00:00:00,,1496.0
1958-10-06 00:00:00,,1529.0
1958-10-07 00:00:00,,1537.0
1958-10-08 00:00:00,,1525.0
1958-10-09 00:00:00,,1499.0
1958-10-10 00:00:00,,1464.0
1958-10-11 00:00:00,,1424.0
1958-10-12 00:00:00,,1381.0
1958-10-13 00:00:00,,1341.0
1958-10-14 00:00:00,,1308.0
1958-10-15 00:00:00,,1290.0
1958-10-16 00:00:00,,1287.0
1958-10-17 00:00:00,,1295.0
1958-10-18 00:00:00,,1303.0
1958-10-19 00:00:00,,1304.0
1958-10-20 00:00:00,,1297.0
1958-10-21 00:00:00,,1286.0
1958-10-22 00:00:00,,1277.0
1958-10-23 00:00:00,,1278.0
1958-10-24 00:00:00,,1298.0
1958-10-25 00:00:00,,1347.0
1958-10-26 00:00:00,,1428.0
1958-10-27 00:00:00,,1535.0
1958-10-28 00:00:00,,1652.0
1958-10-29 00:00:00,,1763.0
1958-10-30 00:00:00,,1856.0
1958-10-31 00:00:00,,1923.0
1958-11-01 00:00:00,,1962.0
1958-11-02 00:00:00,,1979.0
1958-11-03 00:00:00,,1978.0
1958-11-04 00:00:00,,1962.0
1958-11-05 00:00:00,,1937.0
1958-11-06 00:00:00,,1903.0
