,53540001_FLU,53620000_FLU,53630000_FLU,53650000_FLU,53732000_FLU,53780000_FLU,53880000_FLU,53950000_FLU
1970-06-06,19.957,20.992,17.069,21.77,,11.39,50.681,54.138
1970-06-07,19.957,20.426,17.069,21.77,,11.095,50.681,52.569
1970-06-08,19.427,20.426,17.069,21.77,,10.523,51.48,53.352
1970-06-09,19.427,19.868,16.71,21.243,,11.095,49.885,52.569
1970-06-10,18.906,19.319,16.356,21.243,,11.692,48.307,51.012
1970-06-11,18.906,19.319,16.356,20.723,,11.39,51.48,52.569
1970-06-12,18.394,19.319,16.005,20.207,,10.523,50.681,53.352
1970-06-13,18.394,19.319,16.005,20.207,,10.246,49.094,51.789
1970-06-14,18.394,18.78,15.659,20.207,,9.712,46.746,50.238
1970-06-15,18.394,18.78,15.659,19.193,,9.2,44.437,47.168
1970-06-16,17.891,18.78,15.659,19.193,,9.453,43.676,45.651
1970-06-17,17.891,18.249,15.659,19.193,,9.2,42.168,44.896
1970-06-18,17.891,18.249,15.316,19.193,,9.453,42.168,44.145
1970-06-19,17.396,18.249,14.978,18.693,,11.39,41.421,43.396
1970-06-20,17.396,18.249,14.978,18.693,,10.806,42.168,43.396
1970-06-21,17.396,18.249,14.643,18.693,,11.095,45.202,45.651
1970-06-22,17.396,18.249,14.643,18.693,,10.806,47.524,48.697
1970-06-23,17.396,18.249,14.643,18.693,,11.095,48.307,50.238
1970-06-24,17.396,17.727,14.643,18.693,,10.806,48.307,50.238
1970-06-25,17.396,17.727,14.643,18.2,,10.246,45.202,48.697
1970-06-26,16.91,17.727,14.313,18.2,,9.976,45.202,47.168
1970-06-27,16.91,17.727,14.313,18.2,,11.39,47.524,48.697
1970-06-28,16.91,17.727,14.313,18.2,,15.873,57.196,54.926
1970-06-29,16.91,17.214,14.313,18.2,,22.265,60.553,61.325
1970-06-30,16.91,17.727,14.313,18.2,,23.883,63.112,64.586
1970-07-01,16.91,17.727,14.313,18.2,,35.03,69.222,69.551
1970-07-02,16.91,18.249,14.643,19.193,,32.079,71.898,73.753
1970-07-03,16.91,18.249,14.978,19.193,,23.333,78.275,78.871
1970-07-04,16.91,18.249,14.643,19.193,,18.392,72.798,78.871
1970-07-05,16.91,18.249,14.643,19.193,,23.883,70.11,74.601
1970-07-06,16.91,18.249,14.978,20.207,,40.741,74.609,75.45
1970-07-07,16.91,17.727,14.978,20.207,,35.803,78.275,79.732
1970-07-08,16.91,18.249,14.978,20.207,,30.684,84.833,85.818
1970-07-09,16.91,18.249,14.978,20.207,,28.686,78.275,84.942
1970-07-10,16.91,18.249,14.978,19.193,,24.444,72.798,78.871
1970-07-11,16.91,17.727,14.978,19.193,,19.772,68.338,73.753
1970-07-12,16.91,17.727,14.643,19.193,,16.272,64.838,69.551
1970-07-13,16.91,17.727,14.313,19.193,,15.873,58.866,64.586
1970-07-14,16.91,17.727,14.313,18.693,,15.1,55.542,59.71
1970-07-15,16.91,17.214,14.313,18.693,,13.649,54.722,57.306
1970-07-16,16.91,17.214,14.313,18.693,,13.305,52.285,55.716
1970-07-17,16.91,17.214,13.986,18.2,,14.726,52.285,54.926
1970-07-18,16.91,17.214,13.986,18.2,,20.74,53.093,54.926
1970-07-19,16.432,17.214,13.663,18.2,,21.747,57.196,58.105
1970-07-20,16.432,17.214,13.663,18.2,,21.747,63.973,63.767
1970-07-21,16.432,16.709,13.663,18.2,,19.772,62.255,66.231
1970-07-22,16.432,16.709,13.663,18.2,,17.094,62.255,65.408
1970-07-23,16.432,16.709,13.663,18.2,,17.951,61.402,64.586
1970-07-24,16.432,16.709,13.663,18.2,,18.392,59.708,62.951
1970-07-25,16.432,16.709,13.663,18.693,,20.74,95.492,82.327
1970-07-26,16.432,17.727,14.313,19.697,,26.798,128.829,118.676
1970-07-27,16.91,17.727,14.643,20.207,,35.03,116.992,128.229
1970-07-28,16.91,17.727,14.643,21.243,,39.035,119.115,123.431
1970-07-29,16.91,17.727,14.643,21.243,,32.079,115.935,122.477
1970-07-30,16.91,18.249,14.978,21.243,,23.333,102.494,113.03
1970-07-31,16.91,18.249,14.978,20.723,,18.843,88.66,99.204
1970-08-01,16.91,18.249,14.978,19.193,,17.951,78.275,86.696
1970-08-02,16.91,18.249,14.643,19.193,,17.094,72.798,78.871
1970-08-03,16.91,17.727,14.643,20.207,,23.333,74.609,77.156
1970-08-04,16.91,17.214,14.643,21.243,,26.192,82.941,82.327
1970-08-05,16.432,17.214,14.313,21.243,,26.192,86.739,88.459
1970-08-06,16.432,17.214,13.986,21.243,,25.015,86.739,90.229
1970-08-07,16.432,17.214,14.313,21.243,,21.238,87.698,91.118
1970-08-08,16.432,17.214,14.313,19.697,,18.392,77.353,85.818
1970-08-09,16.432,17.214,13.663,19.193,,16.272,70.11,76.302
1970-08-10,15.963,16.709,13.663,19.193,,15.483,64.838,70.387
1970-08-11,15.963,16.709,13.663,18.2,,15.483,60.553,65.408
1970-08-12,15.502,16.709,13.345,18.2,,16.272,58.029,62.137
1970-08-13,15.502,15.727,13.03,18.2,,19.303,57.196,60.516
1970-08-14,15.05,15.727,13.03,18.2,,21.238,57.196,59.71
1970-08-15,15.502,15.727,12.719,18.2,,17.094,59.708,61.325
1970-08-16,15.05,15.727,12.413,17.228,,16.678,59.708,62.137
1970-08-17,14.606,15.248,12.413,17.228,,15.1,56.367,60.516
1970-08-18,14.606,15.248,12.413,17.228,,15.483,55.542,58.105
1970-08-19,14.606,15.248,12.11,17.228,,16.678,54.722,57.306
1970-08-20,14.606,14.779,12.413,17.711,,22.794,57.196,58.906
1970-08-21,14.17,14.779,12.11,17.711,,28.686,64.838,63.767
1970-08-22,14.17,14.779,11.811,17.711,,27.416,69.222,70.387
1970-08-23,14.17,14.779,11.811,17.711,,21.747,71.898,73.753
1970-08-24,14.17,14.779,11.811,17.711,,18.392,73.702,76.302
1970-08-25,14.17,14.779,11.811,16.279,,16.678,64.838,72.065
1970-08-26,13.743,14.317,11.811,16.279,,15.483,61.402,65.408
1970-08-27,13.743,14.317,11.516,16.279,,14.726,58.029,62.137
1970-08-28,13.323,14.317,11.225,16.279,,14.726,56.367,59.71
1970-08-29,13.323,14.317,11.225,16.279,,13.305,53.905,57.306
1970-08-30,13.323,14.317,11.225,16.279,,12.969,52.285,55.716
1970-08-31,13.323,14.317,11.225,15.352,,12.639,49.885,53.352
1970-09-01,13.323,13.865,10.938,14.448,,12.639,48.307,51.012
1970-09-02,13.323,13.865,10.938,14.448,,12.639,48.307,50.238
1970-09-03,13.323,13.42,10.654,14.448,,12.969,47.524,50.238
1970-09-04,12.912,13.42,10.375,14.448,,14.0,48.307,50.238
1970-09-05,12.912,13.42,10.1,14.448,,15.1,49.885,51.012
1970-09-06,12.912,13.42,10.1,14.448,,17.518,53.093,54.138
1970-09-07,12.509,13.42,10.1,14.897,,18.843,55.542,56.51
1970-09-08,12.509,12.984,10.1,14.448,,19.303,55.542,58.105
1970-09-09,12.509,12.984,10.1,14.448,,13.305,58.029,59.71
1970-09-10,12.113,12.984,10.1,14.448,,13.305,58.866,61.325
1970-09-11,12.113,12.984,9.828,14.448,,12.639,53.093,58.105
1970-09-12,12.113,12.984,9.828,14.004,,12.317,52.285,54.926
1970-09-13,11.726,11.727,9.561,13.566,,12.317,45.202,50.238
1970-09-14,11.726,11.727,9.561,13.566,,11.39,43.676,46.408
1970-09-15,11.726,11.727,9.037,13.134,,11.095,42.168,44.896
1970-09-16,11.346,11.727,9.037,13.134,,11.095,41.421,43.396
1970-09-17,11.346,11.727,9.037,12.707,,11.095,40.678,42.651
1970-09-18,11.346,11.727,8.781,12.707,,10.806,39.206,41.909
1970-09-19,11.346,10.929,8.529,12.287,,10.806,38.477,40.59
1970-09-20,11.346,10.929,8.529,12.287,,10.523,37.752,40.014
1970-09-21,11.346,10.929,8.281,11.872,,10.523,37.033,38.872
1970-09-22,10.974,10.929,8.036,11.872,,10.523,36.318,38.307
1970-09-23,10.974,10.929,8.036,11.463,,10.523,35.607,37.745
1970-09-24,10.974,10.929,7.796,11.06,,10.246,35.607,37.187
1970-09-25,10.974,10.929,7.796,10.602,,10.246,35.607,37.187
1970-09-26,11.346,10.929,7.796,10.282,,10.246,34.902,36.632
1970-09-27,11.346,10.929,7.796,10.602,,10.246,34.902,36.632
1970-09-28,10.974,11.727,7.796,10.602,,9.976,34.902,36.632
1970-09-29,10.974,11.727,8.781,10.602,,11.095,34.201,36.081
1970-09-30,10.974,11.727,8.529,10.602,,11.692,33.505,35.533
1970-10-01,10.974,11.727,9.037,10.602,,14.359,34.902,35.533
1970-10-02,10.974,11.727,8.781,10.602,,13.305,37.033,37.745
1970-10-03,10.974,14.317,12.413,13.566,,11.692,41.421,41.169
1970-10-04,17.396,16.214,12.11,16.751,,12.969,45.202,45.651
1970-10-05,24.52,26.503,18.921,26.739,,42.509,47.524,48.697
1970-10-06,32.353,34.276,27.03,28.488,,53.785,69.222,62.137
1970-10-07,38.694,38.198,32.947,31.504,,77.555,120.182,101.022
1970-10-08,42.353,38.198,33.535,44.785,,54.558,138.798,135.995
1970-10-09,43.843,41.515,35.982,46.941,,32.079,123.401,135.995
1970-10-10,40.146,44.994,38.579,47.668,,17.951,107.597,119.624
1970-10-11,38.694,44.994,34.133,47.668,,14.359,84.833,99.204
1970-10-12,27.675,33.521,29.596,44.785,,12.969,79.201,85.818
1970-10-13,23.918,30.598,24.657,40.6,,14.0,76.435,81.46
1970-10-14,22.74,23.962,22.465,32.122,,13.305,71.003,77.156
1970-10-15,21.043,21.568,20.441,31.504,,12.001,68.338,72.908
1970-10-16,19.957,21.568,19.677,26.166,,11.39,61.402,67.058
1970-10-17,18.906,21.568,17.798,25.036,,11.095,56.367,61.325
1970-10-18,17.891,18.249,16.71,23.379,,11.095,53.093,57.306
1970-10-19,17.396,16.709,16.005,21.243,,11.692,49.885,53.352
1970-10-20,16.432,17.214,15.659,21.243,,11.39,48.307,51.012
1970-10-21,15.963,17.727,19.304,22.301,,11.095,47.524,50.238
1970-10-22,16.432,17.727,17.069,27.9,,14.0,50.681,51.789
1970-10-23,16.91,20.426,16.356,26.166,,26.192,61.402,58.906
1970-10-24,19.427,20.426,16.356,25.036,,17.518,102.494,87.576
1970-10-25,27.025,28.508,19.304,25.036,,16.678,158.3,138.934
1970-10-26,37.974,38.198,38.579,43.371,,15.483,133.229,150.838
1970-10-27,48.399,44.994,42.05,64.823,,13.649,142.176,143.866
1970-10-28,66.147,56.424,50.636,79.531,,12.639,157.129,156.875
1970-10-29,73.845,74.058,65.464,88.754,,11.692,138.798,153.85
1970-10-30,81.781,77.821,73.988,99.375,,11.095,149.015,150.838
1970-10-31,85.381,88.537,79.292,99.375,,11.095,154.796,158.9
1970-11-01,86.288,97.255,88.438,107.407,,10.523,173.789,172.207
1970-11-02,81.781,94.282,91.255,115.695,,9.976,155.961,171.174
1970-11-03,79.997,88.537,87.506,111.519,,9.976,154.796,161.948
1970-11-04,73.845,77.821,80.189,107.407,,10.523,150.165,158.9
1970-11-05,72.978,67.118,70.531,84.09,,11.095,138.798,150.838
1970-11-06,71.252,54.414,59.736,66.489,,12.317,134.337,142.876
1970-11-07,70.394,46.795,49.798,63.997,,17.094,192.257,173.241
1970-11-08,71.252,41.515,41.335,55.197,,15.1,183.56,196.348
1970-11-09,74.716,38.198,36.617,56.757,,15.873,159.474,178.432
1970-11-10,79.11,42.369,35.356,58.335,,26.798,177.432,176.351
1970-11-11,81.781,46.795,35.982,69.02,,62.482,249.945,249.002
1970-11-12,83.575,72.874,45.784,134.138,,273.442,1299.042,938.702
1970-11-13,89.025,97.255,84.734,113.599,,332.83,1356.635,1529.463
1970-11-14,92.712,106.587,94.106,209.267,,384.287,878.998,1260.354
1970-11-15,99.266,120.029,110.882,151.334,,273.442,973.797,1069.624
1970-11-16,103.068,134.673,124.407,173.083,,125.321,1072.905,1181.071
1970-11-17,107.878,144.465,131.933,170.607,,204.833,685.276,991.577
1970-11-18,114.48,154.769,138.517,168.146,,104.801,403.634,613.15
1970-11-19,122.796,170.087,145.222,165.7,,89.049,387.974,453.436
1970-11-20,125.587,201.441,166.052,178.078,,70.731,289.236,384.67
1970-11-21,130.26,236.834,195.449,233.827,,68.224,383.551,390.74
1970-11-22,134.017,225.495,206.938,216.931,,57.688,376.958,436.595
1970-11-23,137.79,184.075,187.929,202.599,,26.798,361.774,423.297
1970-11-24,141.579,156.893,166.052,179.336,,26.192,758.388,662.265
1970-11-25,146.338,136.591,146.351,178.078,,29.339,1212.904,1153.38
1970-11-26,151.12,123.575,129.766,151.334,,25.598,654.158,1045.9
1970-11-27,156.888,108.203,122.288,125.319,,21.747,359.628,567.857
1970-11-28,166.575,125.376,113.951,124.234,,18.843,277.813,362.353
1970-11-29,176.348,130.895,116.014,152.511,,17.518,235.047,292.669
1970-11-30,179.297,129.036,127.612,171.843,,15.873,208.766,253.52
1970-12-01,172.429,118.284,137.411,130.802,,36.589,208.766,240.025
1970-12-02,170.474,97.255,108.855,105.375,,26.192,231.038,253.52
1970-12-03,167.549,77.821,85.654,136.382,,31.375,244.492,274.081
1970-12-04,159.785,75.297,84.734,121.002,,92.683,328.119,333.095
1970-12-05,154.962,77.821,84.734,105.375,,130.372,421.869,435.481
1970-12-06,150.161,83.052,82.904,98.389,,165.21,457.025,506.574
1970-12-07,147.292,87.141,85.654,95.455,,83.683,400.586,490.166
1970-12-08,135.902,89.948,87.506,96.429,,54.558,312.678,405.81
1970-12-09,121.867,91.376,90.312,99.375,,35.03,246.657,318.687
1970-12-10,104.985,92.821,91.255,99.375,,21.238,212.293,261.471
1970-12-11,93.641,88.537,88.438,99.375,,18.392,194.449,232.234
1970-12-12,72.978,79.105,83.817,97.407,,17.518,184.339,216.837
1970-12-13,61.151,64.893,69.677,89.699,,16.272,175.851,205.994
1970-12-14,49.17,58.477,61.352,71.59,,15.873,162.071,193.158
1970-12-15,47.631,52.447,53.223,56.757,,15.873,144.853,175.313
1970-12-16,46.866,46.795,47.355,55.197,,14.726,132.154,158.9
1970-12-17,46.105,45.889,46.564,50.625,,14.726,121.137,144.857
1970-12-18,44.593,45.889,46.564,59.131,,17.094,112.843,134.043
1970-12-19,43.096,48.637,45.784,58.335,,18.392,118.743,133.07
1970-12-20,41.614,49.574,47.355,57.544,,17.518,142.275,150.838
1970-12-21,40.878,52.447,47.355,53.655,,15.1,124.766,152.844
1970-12-22,39.418,53.425,54.11,50.625,,14.0,118.743,139.917
1970-12-23,37.974,47.711,48.158,55.197,,13.649,111.678,134.043
1970-12-24,35.836,44.109,41.335,52.131,,13.305,111.678,129.194
1970-12-25,34.431,39.836,37.915,46.217,,12.969,108.212,123.431
1970-12-26,33.042,37.393,34.133,43.371,,12.969,101.416,125.345
1970-12-27,32.353,35.04,32.367,43.371,,12.969,94.802,117.731
1970-12-28,30.989,33.521,30.133,42.672,,12.639,88.372,109.301
1970-12-29,30.313,31.314,28.546,37.905,,12.317,86.271,104.683
1970-12-30,29.642,30.598,26.541,31.504,,12.317,82.13,101.022
1970-12-31,29.004,29.195,22.89,30.283,,12.317,79.079,96.491
1971-01-01,28.334,28.508,22.465,30.283,,12.317,76.076,92.9
1971-01-02,27.675,27.162,24.205,27.9,,12.317,74.1,90.229
1971-01-03,26.384,25.854,23.321,27.9,,12.001,72.146,87.576
1971-01-04,25.132,25.214,22.047,26.739,,12.001,70.214,85.818
1971-01-05,23.324,24.583,21.636,25.036,,11.39,68.302,83.197
1971-01-06,22.74,23.962,20.833,23.926,,11.39,67.355,81.46
1971-01-07,22.165,22.746,20.441,23.926,,11.39,65.477,79.732
1971-01-08,21.6,22.153,20.056,22.837,,11.39,63.62,77.156
1971-01-09,21.043,21.568,19.677,22.301,,11.095,62.7,75.45
1971-01-10,20.495,20.992,19.677,22.301,,11.095,62.7,75.45
1971-01-11,19.427,20.992,19.677,20.723,,11.095,63.62,76.302
1971-01-12,18.906,20.426,19.304,20.723,,12.639,61.786,75.45
1971-01-13,18.394,19.868,18.921,19.697,,14.0,62.7,74.601
1971-01-14,18.906,19.868,17.798,19.193,,12.639,64.546,76.302
1971-01-15,19.427,20.992,17.798,19.193,,12.001,66.413,78.871
1971-01-16,21.043,22.746,18.543,19.193,,15.873,94.802,98.297
1971-01-17,21.6,21.568,20.441,23.379,,17.518,146.15,146.845
1971-01-18,22.74,23.962,19.304,23.926,,19.303,125.985,161.948
1971-01-19,23.918,31.314,20.833,23.926,,15.873,105.926,137.953
1971-01-20,24.52,30.598,23.321,23.926,,13.649,102.536,125.345
1971-01-21,25.753,29.892,27.03,29.68,,12.317,83.157,110.231
1971-01-22,26.384,29.195,26.541,29.68,,12.001,76.076,95.59
1971-01-23,27.675,27.162,25.584,26.739,,11.095,74.1,90.229
1971-01-24,28.334,25.854,23.321,25.599,,11.39,75.085,89.343
1971-01-25,27.675,23.349,22.465,25.599,,11.39,75.085,90.229
1971-01-26,24.52,23.349,22.047,25.599,,12.639,75.085,90.229
1971-01-27,22.165,22.746,20.056,25.036,,12.317,72.146,88.459
1971-01-28,19.427,21.568,19.304,20.723,,12.639,70.214,85.818
1971-01-29,18.906,20.992,18.168,20.723,,12.317,67.355,82.327
1971-01-30,17.891,19.319,17.431,19.697,,11.692,63.62,78.871
1971-01-31,17.396,19.319,16.005,18.2,,11.095,60.877,74.601
1971-02-01,16.91,18.249,15.659,18.2,,10.246,57.296,70.387
1971-02-02,16.91,18.249,15.659,17.711,,10.246,55.54,67.886
1971-02-03,15.963,17.214,14.978,16.751,,9.453,53.806,65.408
1971-02-04,15.963,16.709,13.986,16.279,,9.2,52.094,63.767
1971-02-05,15.502,16.214,13.663,16.279,,10.246,51.247,62.137
1971-02-06,15.05,16.214,12.719,16.279,,9.976,52.094,62.137
1971-02-07,14.606,15.727,12.11,14.897,,9.976,50.405,61.325
1971-02-08,14.17,15.248,11.811,14.448,,10.246,50.405,60.516
1971-02-09,15.05,15.248,11.516,14.448,,10.246,48.74,59.71
1971-02-10,15.502,16.214,11.225,14.448,,10.246,48.74,58.906
1971-02-11,15.963,18.249,11.516,15.813,,10.806,47.916,58.105
1971-02-12,16.432,19.868,12.413,18.2,,10.523,49.57,58.906
1971-02-13,16.91,18.78,13.986,20.207,,10.246,48.74,58.906
1971-02-14,16.432,18.249,14.643,20.723,,10.523,49.57,58.906
1971-02-15,15.963,17.727,13.663,18.693,,10.246,52.094,61.325
1971-02-16,15.963,17.214,13.663,17.228,,10.523,57.296,66.231
1971-02-17,15.963,16.709,13.663,17.228,,10.523,56.415,67.886
1971-02-18,15.963,16.214,13.345,17.228,,10.246,55.54,67.058
1971-02-19,15.502,16.214,13.03,15.352,,9.712,55.54,67.058
1971-02-20,15.502,17.214,13.03,15.352,,9.976,54.67,66.231
1971-02-21,15.502,17.214,13.345,15.352,,9.712,51.247,63.767
1971-02-22,15.05,17.214,13.663,15.352,,9.453,48.74,59.71
1971-02-23,15.05,17.214,13.345,16.751,,9.453,47.097,57.306
1971-02-24,14.606,16.709,12.719,16.751,,9.2,46.285,55.716
1971-02-25,14.606,16.214,12.11,15.813,,9.2,45.478,54.926
1971-02-26,14.17,14.779,11.516,14.897,,9.2,45.478,54.926
1971-02-27,14.17,14.779,10.654,14.448,,9.2,44.677,54.138
1971-02-28,14.17,14.317,10.375,14.448,,9.2,43.882,53.352
1971-03-01,14.17,13.865,10.654,14.448,,9.976,43.092,52.569
1971-03-02,13.743,13.42,10.375,13.566,,10.246,43.092,51.789
1971-03-03,13.743,13.42,9.828,13.566,,9.712,44.677,52.569
1971-03-04,13.323,13.42,9.297,12.287,,9.453,47.916,55.716
1971-03-05,13.323,12.984,9.037,11.872,,9.2,44.677,55.716
1971-03-06,12.912,12.984,8.781,12.287,,9.2,43.092,52.569
1971-03-07,12.509,12.984,9.828,15.813,,8.953,42.309,51.012
1971-03-08,13.323,13.42,10.375,14.448,,9.2,47.916,54.138
1971-03-09,14.17,13.865,9.828,13.134,,9.712,45.478,55.716
1971-03-10,14.606,15.727,9.828,12.707,,8.953,50.405,58.105
1971-03-11,16.91,19.319,13.986,11.872,,8.712,51.247,61.325
1971-03-12,17.891,21.568,17.069,18.693,,8.712,47.097,58.906
1971-03-13,19.957,21.568,17.431,18.2,,8.712,44.677,54.926
1971-03-14,18.394,19.319,16.71,20.207,,8.476,45.478,54.138
1971-03-15,17.396,18.249,15.316,18.693,,8.476,47.916,56.51
1971-03-16,15.502,16.709,13.663,16.751,,8.476,47.916,57.306
1971-03-17,15.05,15.248,12.413,16.751,,8.476,48.74,58.105
1971-03-18,14.606,14.779,11.811,16.751,,8.476,47.097,57.306
1971-03-19,15.05,14.317,11.811,16.279,,8.953,46.285,55.716
1971-03-20,13.323,14.317,10.654,14.448,,9.453,46.285,55.716
1971-03-21,12.912,13.865,10.375,13.566,,9.2,47.097,55.716
1971-03-22,12.509,12.984,10.1,13.134,,8.712,47.916,57.306
1971-03-23,12.113,12.557,9.037,11.872,,9.2,47.916,57.306
1971-03-24,11.726,12.557,8.781,11.872,,8.712,47.097,57.306
1971-03-25,11.346,12.557,8.529,11.463,,8.712,45.478,55.716
1971-03-26,10.974,12.138,8.529,11.06,,8.712,43.092,53.352
1971-03-27,10.974,11.727,8.529,10.602,,8.712,42.309,51.012
1971-03-28,10.61,11.727,8.281,10.602,,8.712,40.76,49.466
1971-03-29,10.253,11.324,8.036,10.602,,8.712,40.76,48.697
1971-03-30,10.253,10.929,8.036,10.282,,8.712,40.76,48.697
1971-03-31,9.904,10.164,7.796,10.282,,8.712,41.531,49.466
1971-04-01,9.904,10.164,7.796,10.282,,8.712,40.76,49.466
1971-04-02,9.562,9.794,6.872,9.968,,8.712,39.994,48.697
1971-04-03,9.562,8.731,6.872,9.659,,8.476,40.76,48.697
1971-04-04,9.228,8.731,6.872,9.659,,8.245,42.309,50.238
1971-04-05,9.228,8.731,6.433,9.659,,8.476,47.097,54.138
1971-04-06,9.904,8.061,6.219,9.659,,8.712,49.57,58.105
1971-04-07,9.904,8.061,6.219,9.659,,9.2,49.57,59.71
1971-04-08,10.253,8.061,6.219,9.356,,8.953,47.097,58.105
1971-04-09,10.253,8.061,6.009,9.059,,9.2,48.74,57.306
1971-04-10,10.253,7.738,6.009,9.059,,9.453,46.285,57.306
1971-04-11,10.974,7.738,6.65,8.768,,9.453,46.285,55.716
1971-04-12,12.113,9.432,10.1,8.768,,10.246,48.74,57.306
1971-04-13,12.912,13.865,13.663,10.282,,10.806,56.415,63.767
1971-04-14,15.05,18.249,17.431,14.448,,10.246,67.355,74.601
1971-04-15,17.891,22.746,19.677,16.751,,9.453,78.072,87.576
1971-04-16,20.495,25.854,20.833,19.193,,8.953,78.072,93.795
1971-04-17,23.324,26.503,19.677,25.036,,8.953,74.1,91.118
1971-04-18,25.753,24.583,17.798,21.77,,8.476,71.177,86.696
1971-04-19,24.52,22.746,17.069,20.207,,8.476,68.302,83.197
1971-04-20,25.132,21.568,16.005,19.697,,8.476,60.877,77.156
1971-04-21,23.918,20.426,15.316,18.693,,8.245,56.415,70.387
1971-04-22,22.74,19.319,14.978,18.693,,8.245,52.094,64.586
1971-04-23,21.6,19.319,14.978,18.693,,8.245,49.57,60.516
1971-04-24,19.957,18.78,13.663,18.2,,8.476,47.916,58.105
1971-04-25,19.427,17.727,13.663,17.711,,8.712,45.478,55.716
1971-04-26,17.396,17.214,13.03,17.228,,8.712,45.478,54.926
1971-04-27,15.963,16.709,12.719,16.751,,8.712,46.285,54.926
1971-04-28,14.17,16.214,12.413,16.751,,8.953,47.916,56.51
1971-04-29,14.17,15.727,12.11,16.279,,9.2,53.806,61.325
1971-04-30,14.17,15.727,11.811,16.279,,9.2,52.947,63.767
1971-05-01,13.743,15.248,11.811,15.813,,10.246,51.247,62.137
1971-05-02,13.743,15.248,11.225,15.352,,9.712,50.405,61.325
1971-05-03,13.743,14.317,11.225,14.897,,9.976,51.247,61.325
1971-05-04,13.323,14.317,11.225,14.448,,9.712,51.247,61.325
1971-05-05,12.912,14.317,10.938,14.448,,9.2,50.405,61.325
1971-05-06,12.912,13.865,10.654,14.448,,8.953,50.405,60.516
1971-05-07,12.912,13.42,10.1,13.566,,8.953,47.097,58.105
1971-05-08,12.509,12.984,9.828,13.134,,8.953,47.097,56.51
1971-05-09,12.509,12.557,9.561,12.707,,8.953,45.478,55.716
1971-05-10,12.113,12.138,9.297,12.287,,8.712,43.882,53.352
1971-05-11,11.726,11.727,9.037,11.06,,8.712,42.309,51.789
1971-05-12,11.726,11.727,8.781,11.06,,8.712,40.76,49.466
1971-05-13,11.346,11.324,8.529,10.282,,8.712,39.235,47.931
1971-05-14,10.974,10.929,8.281,10.282,,8.476,39.235,47.168
1971-05-15,10.974,10.543,8.036,10.282,,8.476,39.235,47.168
1971-05-16,10.61,10.164,8.036,10.282,,8.476,38.481,46.408
1971-05-17,10.61,10.164,8.036,9.968,,8.245,37.734,45.651
1971-05-18,10.253,10.164,8.036,9.659,,8.245,36.992,44.896
1971-05-19,10.253,10.164,7.796,9.659,,8.953,36.257,44.145
1971-05-20,10.253,10.164,7.796,9.659,,8.953,36.257,43.396
1971-05-21,10.253,9.794,7.326,9.659,,9.2,35.527,43.396
1971-05-22,10.253,9.432,7.326,9.659,,9.453,35.527,42.651
1971-05-23,9.904,9.432,7.097,9.659,,9.976,36.257,43.396
1971-05-24,9.904,9.077,7.097,9.659,,8.476,36.257,43.396
1971-05-25,9.904,9.077,7.097,9.659,,8.712,38.481,44.896
1971-05-26,9.904,9.077,6.872,9.659,,8.245,37.734,45.651
1971-05-27,9.904,8.731,6.872,9.659,,8.245,36.257,44.145
1971-05-28,9.562,8.731,6.872,9.659,,8.245,34.804,42.651
1971-05-29,9.562,8.731,6.872,9.356,,8.245,34.804,41.909
1971-05-30,9.562,8.731,6.872,9.356,,8.476,34.086,41.169
1971-05-31,9.562,8.731,6.65,9.356,,8.476,34.086,41.169
1971-06-01,9.562,8.392,6.65,9.356,,8.712,36.257,42.651
1971-06-02,9.562,8.392,6.433,9.356,,8.712,37.734,44.145
1971-06-03,9.562,8.392,6.433,9.356,,8.953,37.734,45.651
1971-06-04,9.562,8.392,6.433,9.356,,8.712,36.992,44.896
1971-06-05,9.562,8.392,6.433,9.356,,8.712,36.257,44.145
1971-06-06,9.562,8.392,6.433,9.356,,8.712,35.527,43.396
