,A19086,D19086
2013-11-30,90.46,130.0
2013-12-01,90.46,130.0
2013-12-02,90.46,130.0
2013-12-03,90.47,130.0
2013-12-04,90.46,130.0
2013-12-05,169.54,130.0
2013-12-06,169.53,130.0
2013-12-07,130.0,130.0
2013-12-08,130.0,130.0
2013-12-09,130.0,130.0
2013-12-10,94.47,134.0
2013-12-11,89.46,129.0
2013-12-12,90.46,130.0
2013-12-13,90.46,130.0
2013-12-14,168.54,129.0
2013-12-15,136.0,136.0
2013-12-16,129.0,129.0
2013-12-17,130.0,130.0
2013-12-18,130.0,130.0
2013-12-19,209.07,130.0
2013-12-20,214.06,135.0
2013-12-21,169.54,130.0
2013-12-22,169.54,130.0
2013-12-23,484.81,129.0
2013-12-24,603.42,129.0
2013-12-25,575.16,129.0
2013-12-26,344.47,128.0
2013-12-27,214.59,128.0
2013-12-28,388.77,129.0
2013-12-29,517.64,128.0
2013-12-30,431.06,128.0
2013-12-31,301.18,128.0
2014-01-01,257.87,128.0
2014-01-02,257.88,128.0
2014-01-03,257.88,128.0
2014-01-04,171.3,128.0
2014-01-05,170.29,127.0
2014-01-06,128.0,128.0
2014-01-07,128.0,128.0
2014-01-08,214.59,128.0
2014-01-09,170.3,127.0
2014-01-10,131.0,131.0
2014-01-11,128.0,128.0
2014-01-12,128.0,128.0
2014-01-13,128.0,128.0
2014-01-14,128.0,128.0
2014-01-15,128.0,128.0
2014-01-16,171.3,128.0
2014-01-17,171.29,128.0
2014-01-18,128.0,128.0
2014-01-19,128.0,128.0
2014-01-20,171.3,128.0
2014-01-21,214.59,128.0
2014-01-22,560.94,128.0
2014-01-23,559.94,127.0
2014-01-24,516.64,127.0
2014-01-25,473.35,127.0
2014-01-26,430.06,127.0
2014-01-27,413.5,127.0
2014-01-28,370.21,127.0
2014-01-29,289.14,127.0
2014-01-30,289.14,127.0
2014-01-31,248.61,127.0
2014-02-01,248.6,127.0
2014-02-02,248.61,127.0
2014-02-03,208.06,127.0
2014-02-04,208.08,127.0
2014-02-05,207.06,126.0
2014-02-06,167.53,127.0
2014-02-07,166.53,126.0
2014-02-08,165.54,125.0
2014-02-09,165.53,125.0
2014-02-10,166.53,126.0
2014-02-11,207.06,126.0
2014-02-12,289.14,127.0
2014-02-13,408.75,125.0
2014-02-14,328.67,126.0
2014-02-15,288.13,126.0
2014-02-16,369.22,126.0
2014-02-17,450.27,126.0
2014-02-18,635.42,149.0
2014-02-19,671.41,185.0
2014-02-20,609.95,194.0
2014-02-21,726.14,227.0
2014-02-22,735.53,278.0
2014-02-23,855.34,273.0
2014-02-24,623.16,332.0
2014-02-25,571.97,364.0
2014-02-26,394.19,311.0
2014-02-27,325.4,367.0
2014-02-28,324.4,366.0
2014-03-01,449.19,366.0
2014-03-02,366.0,366.0
2014-03-03,324.4,366.0
2014-03-04,324.4,366.0
2014-03-05,282.82,366.0
2014-03-06,282.81,366.0
2014-03-07,324.4,366.0
2014-03-08,407.6,366.0
2014-03-09,532.38,366.0
2014-03-10,480.79,356.0
2014-03-11,479.78,355.0
2014-03-12,449.19,366.0
2014-03-13,407.59,366.0
2014-03-14,324.41,366.0
2014-03-15,308.0,308.0
2014-03-16,285.81,369.0
2014-03-17,326.4,368.0
2014-03-18,290.4,332.0
2014-03-19,284.82,368.0
2014-03-20,244.21,369.0
2014-03-21,244.22,369.0
2014-03-22,244.22,369.0
2014-03-23,202.61,369.0
2014-03-24,202.62,369.0
2014-03-25,203.62,370.0
2014-03-26,266.81,350.0
2014-03-27,344.6,303.0
2014-03-28,353.19,270.0
2014-03-29,318.18,235.0
2014-03-30,301.6,260.0
2014-03-31,270.0,270.0
2014-04-01,277.6,236.0
2014-04-02,276.6,235.0
2014-04-03,276.6,235.0
2014-04-04,236.59,195.0
2014-04-05,218.6,177.0
2014-04-06,190.6,149.0
2014-04-07,189.6,148.0
2014-04-08,195.6,154.0
2014-04-09,240.59,199.0
2014-04-10,225.0,225.0
2014-04-11,226.0,226.0
2014-04-12,184.41,226.0
2014-04-13,184.4,226.0
2014-04-14,184.4,226.0
2014-04-15,196.0,196.0
2014-04-16,233.6,192.0
2014-04-17,235.6,194.0
2014-04-18,194.0,194.0
2014-04-19,193.0,193.0
2014-04-20,193.0,193.0
2014-04-21,193.0,193.0
2014-04-22,234.59,193.0
2014-04-23,232.19,149.0
2014-04-24,182.0,182.0
2014-04-25,150.0,150.0
2014-04-26,149.0,149.0
2014-04-27,149.0,149.0
2014-04-28,149.0,149.0
2014-04-29,132.0,132.0
2014-04-30,90.4,132.0
2014-05-01,90.4,132.0
2014-05-02,129.0,129.0
2014-05-03,125.0,125.0
2014-05-04,83.41,125.0
2014-05-05,83.4,125.0
2014-05-06,83.4,125.0
2014-05-07,125.0,125.0
2014-05-08,126.0,126.0
2014-05-09,126.0,126.0
2014-05-10,83.4,125.0
2014-05-11,83.4,125.0
2014-05-12,125.0,125.0
2014-05-13,125.0,125.0
2014-05-14,209.19,126.0
2014-05-15,126.0,126.0
2014-05-16,126.0,126.0
2014-05-17,83.4,125.0
2014-05-18,83.4,125.0
2014-05-19,83.41,125.0
2014-05-20,83.4,125.0
2014-05-21,83.4,125.0
2014-05-22,83.4,125.0
2014-05-23,166.6,125.0
2014-05-24,166.6,125.0
2014-05-25,171.6,130.0
2014-05-26,125.0,125.0
2014-05-27,83.4,125.0
2014-05-28,83.4,125.0
2014-05-29,83.4,125.0
2014-05-30,83.4,125.0
2014-05-31,83.41,125.0
2014-06-01,83.4,125.0
2014-06-02,83.4,125.0
2014-06-03,83.4,125.0
2014-06-04,85.4,127.0
2014-06-05,83.41,125.0
2014-06-06,83.4,125.0
2014-06-07,84.4,126.0
2014-06-08,83.4,125.0
2014-06-09,84.4,126.0
2014-06-10,84.41,126.0
2014-06-11,83.4,125.0
2014-06-12,84.4,126.0
2014-06-13,84.4,126.0
2014-06-14,84.4,126.0
2014-06-15,33.82,117.0
2014-06-16,34.81,118.0
2014-06-17,34.82,118.0
2014-06-18,75.4,117.0
2014-06-19,75.4,117.0
2014-06-20,76.4,118.0
2014-06-21,76.4,118.0
2014-06-22,76.41,118.0
2014-06-23,75.4,117.0
2014-06-24,76.4,118.0
2014-06-25,76.4,118.0
2014-06-26,76.4,118.0
2014-06-27,35.0,118.0
2014-06-28,76.0,118.0
2014-06-29,76.0,118.0
2014-06-30,59.77,118.0
2014-07-01,59.76,118.0
2014-07-02,59.76,118.0
2014-07-03,59.78,118.0
2014-07-04,51.44,118.0
2014-07-05,44.83,118.0
2014-07-06,61.25,118.0
2014-07-07,53.15,118.0
2014-07-08,53.15,118.0
2014-07-09,53.14,118.0
2014-07-10,53.14,118.0
2014-07-11,53.15,118.0
2014-07-12,77.47,118.0
2014-07-13,36.92,118.0
2014-07-14,36.94,118.0
2014-07-15,77.47,118.0
2014-07-16,36.92,118.0
2014-07-17,77.47,118.0
2014-07-18,36.94,118.0
2014-07-19,77.0,118.0
2014-07-20,36.94,118.0
2014-07-21,36.94,118.0
2014-07-22,77.46,118.0
2014-07-23,36.94,118.0
2014-07-24,77.47,118.0
2014-07-25,77.47,118.0
2014-07-26,118.0,118.0
2014-07-27,77.0,118.0
2014-07-28,77.0,118.0
2014-07-29,37.0,118.0
2014-07-30,77.0,118.0
2014-07-31,119.0,119.0
2014-08-01,78.47,119.0
2014-08-02,37.94,119.0
2014-08-03,78.0,119.0
2014-08-04,38.94,120.0
2014-08-05,38.94,120.0
2014-08-06,79.46,120.0
2014-08-07,38.94,120.0
2014-08-08,38.94,120.0
2014-08-09,79.46,120.0
2014-08-10,38.94,120.0
2014-08-11,38.94,120.0
2014-08-12,38.92,120.0
2014-08-13,79.47,120.0
2014-08-14,38.94,120.0
2014-08-15,38.92,120.0
2014-08-16,38.94,120.0
2014-08-17,79.47,120.0
2014-08-18,38.92,120.0
2014-08-19,38.94,120.0
2014-08-20,38.92,120.0
2014-08-21,79.47,120.0
2014-08-22,39.0,120.0
2014-08-23,38.0,119.0
2014-08-24,37.94,119.0
2014-08-25,37.94,119.0
2014-08-26,78.46,119.0
2014-08-27,37.94,119.0
2014-08-28,37.94,119.0
2014-08-29,38.0,119.0
2014-08-30,78.0,119.0
2014-08-31,37.94,119.0
2014-09-01,37.92,119.0
2014-09-02,37.94,119.0
2014-09-03,78.47,119.0
2014-09-04,78.46,119.0
2014-09-05,78.47,119.0
2014-09-06,35.0,119.0
2014-09-07,32.0,119.0
2014-09-08,32.41,119.0
2014-09-09,31.41,118.0
2014-09-10,41.41,128.0
2014-09-11,33.4,120.0
2014-09-12,75.71,119.0
2014-09-13,39.0,126.0
2014-09-14,32.4,119.0
2014-09-15,42.41,129.0
2014-09-16,42.0,129.0
2014-09-17,46.0,133.0
2014-09-18,93.0,136.0
2014-09-19,95.0,138.0
2014-09-20,101.0,144.0
2014-09-21,57.41,144.0
2014-09-22,57.41,144.0
2014-09-23,64.4,151.0
2014-09-24,66.41,153.0
2014-09-25,66.41,153.0
2014-09-26,66.0,153.0
2014-09-27,66.0,153.0
2014-09-28,65.0,152.0
2014-09-29,66.41,153.0
2014-09-30,66.41,153.0
2014-10-01,66.41,153.0
2014-10-02,66.41,153.0
2014-10-03,66.0,153.0
2014-10-04,66.0,153.0
2014-10-05,23.12,153.0
2014-10-06,67.41,154.0
2014-10-07,24.12,154.0
2014-10-08,28.0,158.0
2014-10-09,36.0,166.0
2014-10-10,40.0,170.0
2014-10-11,40.0,170.0
2014-10-12,40.12,170.0
2014-10-13,41.12,171.0
2014-10-14,48.13,178.0
2014-10-15,52.12,182.0
2014-10-16,41.12,171.0
2014-10-17,41.12,171.0
2014-10-18,42.12,172.0
2014-10-19,32.0,162.0
2014-10-20,58.63,181.0
2014-10-21,63.4,182.0
2014-10-22,64.4,183.0
2014-10-23,64.39,183.0
2014-10-24,64.4,183.0
2014-10-25,181.0,181.0
2014-10-26,301.6,183.0
2014-10-27,301.61,183.0
2014-10-28,262.07,183.0
2014-10-29,144.46,184.0
2014-10-30,92.93,172.0
2014-10-31,92.94,172.0
2014-11-01,92.93,172.0
2014-11-02,92.93,172.0
2014-11-03,132.47,172.0
2014-11-04,132.46,172.0
2014-11-05,64.39,183.0
2014-11-06,61.4,180.0
2014-11-07,64.4,183.0
2014-11-08,69.0,188.0
2014-11-09,65.4,184.0
2014-11-10,65.39,184.0
2014-11-11,65.0,184.0
2014-11-12,66.0,185.0
2014-11-13,106.0,185.0
2014-11-14,144.0,184.0
2014-11-15,105.0,184.0
2014-11-16,65.39,184.0
2014-11-17,65.4,184.0
2014-11-18,65.39,184.0
2014-11-19,104.94,184.0
2014-11-20,255.06,176.0
2014-11-21,303.61,185.0
2014-11-22,295.6,177.0
2014-11-23,185.0,185.0
2014-11-24,177.0,177.0
2014-11-25,422.21,185.0
2014-11-26,343.14,185.0
2014-11-27,264.07,185.0
2014-11-28,225.0,185.0
2014-11-29,217.0,177.0
2014-11-30,256.07,177.0
2014-12-01,216.54,177.0
2014-12-02,224.54,185.0
2014-12-03,895.62,184.0
2014-12-04,618.88,184.0
2014-12-05,436.72,192.0
2014-12-06,394.47,178.0
2014-12-07,398.47,182.0
2014-12-08,485.06,182.0
2014-12-09,485.07,182.0
2014-12-10,398.47,182.0
2014-12-11,440.76,181.0
2014-12-12,440.77,181.0
2014-12-13,397.47,181.0
2014-12-14,1003.58,181.0
2014-12-15,569.65,180.0
2014-12-16,353.17,180.0
2014-12-17,266.59,180.0
2014-12-18,439.77,180.0
2014-12-19,349.17,176.0
2014-12-20,301.88,172.0
2014-12-21,320.88,191.0
2014-12-22,322.12,195.0
2014-12-23,311.61,190.0
2014-12-24,442.21,199.0
2014-12-25,496.74,213.0
2014-12-26,361.61,240.0
2014-12-27,262.0,262.0
2014-12-28,237.47,278.0
2014-12-29,215.92,297.0
2014-12-30,146.87,309.0
2014-12-31,128.33,331.0
2015-01-01,61.25,345.0
2015-01-02,63.0,320.0
2015-01-03,112.83,286.0
2015-01-04,133.82,307.0
2015-01-05,181.12,311.0
2015-01-06,182.13,312.0
2015-01-07,137.82,311.0
2015-01-08,101.53,318.0
2015-01-09,67.24,327.0
2015-01-10,68.23,328.0
2015-01-11,68.23,328.0
2015-01-12,111.53,328.0
2015-01-13,154.83,328.0
2015-01-14,155.83,329.0
2015-01-15,69.23,329.0
2015-01-16,70.23,330.0
2015-01-17,114.53,331.0
2015-01-18,157.83,331.0
2015-01-19,159.83,333.0
2015-01-20,66.23,326.0
2015-01-21,68.23,328.0
2015-01-22,76.75,329.0
2015-01-23,91.8,329.0
2015-01-24,131.33,329.0
2015-01-25,131.33,329.0
2015-01-26,171.85,330.0
2015-01-27,171.86,330.0
2015-01-28,141.86,300.0
2015-01-29,125.86,284.0
2015-01-30,105.86,264.0
2015-01-31,145.39,264.0
2015-02-01,151.94,231.0
2015-02-02,139.93,219.0
2015-02-03,122.93,202.0
2015-02-04,121.94,201.0
2015-02-05,119.93,199.0
2015-02-06,119.94,199.0
2015-02-07,80.39,199.0
2015-02-08,80.4,199.0
2015-02-09,120.93,200.0
2015-02-10,164.46,204.0
2015-02-11,185.0,185.0
2015-02-12,224.54,185.0
2015-02-13,219.07,140.0
2015-02-14,202.06,123.0
2015-02-15,162.54,123.0
2015-02-16,123.0,123.0
2015-02-17,123.0,123.0
2015-02-18,201.07,122.0
2015-02-19,674.48,121.0
2015-02-20,910.69,120.0
2015-02-21,996.28,119.0
2015-02-22,697.12,91.0
2015-02-23,467.34,121.0
2015-02-24,293.18,120.0
2015-02-25,250.88,121.0
2015-02-26,294.17,121.0
2015-02-27,337.0,121.0
2015-02-28,293.17,120.0
2015-03-01,301.47,85.0
2015-03-02,335.47,119.0
2015-03-03,335.47,119.0
2015-03-04,335.47,119.0
2015-03-05,292.18,119.0
2015-03-06,248.88,119.0
2015-03-07,205.59,119.0
2015-03-08,205.59,119.0
2015-03-09,205.59,119.0
2015-03-10,205.59,119.0
2015-03-11,205.6,119.0
2015-03-12,205.59,119.0
2015-03-13,248.88,119.0
2015-03-14,245.87,116.0
2015-03-15,254.18,81.0
2015-03-16,249.88,120.0
2015-03-17,248.87,119.0
2015-03-18,290.91,126.0
2015-03-19,282.13,120.0
2015-03-20,322.67,120.0
2015-03-21,322.67,120.0
2015-03-22,324.22,81.0
2015-03-23,279.13,117.0
2015-03-24,282.14,120.0
2015-03-25,287.14,125.0
2015-03-26,611.41,125.0
2015-03-27,374.22,131.0
2015-03-28,295.13,133.0
2015-03-29,249.61,128.0
2015-03-30,289.14,127.0
2015-03-31,297.14,135.0
2015-04-01,253.6,132.0
2015-04-02,246.61,125.0
2015-04-03,206.06,125.0
2015-04-04,246.61,125.0
2015-04-05,328.67,126.0
2015-04-06,368.21,125.0
2015-04-07,327.67,125.0
2015-04-08,287.14,125.0
2015-04-09,248.73,125.0
2015-04-10,259.78,135.0
2015-04-11,251.78,127.0
2015-04-12,210.19,127.0
2015-04-13,217.19,134.0
2015-04-14,210.18,127.0
2015-04-15,175.6,134.0
2015-04-16,318.38,152.0
2015-04-17,609.55,152.0
2015-04-18,485.75,153.0
2015-04-19,293.39,127.0
2015-04-20,258.78,134.0
2015-04-21,276.78,152.0
2015-04-22,260.79,136.0
2015-04-23,232.18,149.0
2015-04-24,230.6,189.0
2015-04-25,265.6,224.0
2015-04-26,262.0,262.0
2015-04-27,305.6,264.0
2015-04-28,278.6,237.0
2015-04-29,192.0,192.0
2015-04-30,193.0,193.0
2015-05-01,150.4,192.0
2015-05-02,151.4,193.0
2015-05-03,151.4,193.0
2015-05-04,193.0,193.0
2015-05-05,234.6,193.0
2015-05-06,234.6,193.0
2015-05-07,193.0,193.0
2015-05-08,193.0,193.0
2015-05-09,176.0,176.0
2015-05-10,151.0,151.0
2015-05-11,134.0,134.0
2015-05-12,150.0,150.0
2015-05-13,122.4,164.0
2015-05-14,141.4,183.0
2015-05-15,125.82,209.0
2015-05-16,140.81,224.0
2015-05-17,134.4,176.0
2015-05-18,108.4,150.0
2015-05-19,120.41,162.0
2015-05-20,126.4,168.0
2015-05-21,121.4,163.0
2015-05-22,147.0,147.0
2015-05-23,134.0,134.0
2015-05-24,92.4,134.0
2015-05-25,92.4,134.0
2015-05-26,92.41,134.0
2015-05-27,92.4,134.0
2015-05-28,104.4,146.0
2015-05-29,91.4,133.0
2015-05-30,93.4,135.0
2015-05-31,92.41,134.0
2015-06-01,91.4,133.0
2015-06-02,91.4,133.0
2015-06-03,91.4,133.0
2015-06-04,50.82,134.0
2015-06-05,91.4,133.0
2015-06-06,92.4,134.0
2015-06-07,91.4,133.0
2015-06-08,50.82,134.0
2015-06-09,91.4,133.0
2015-06-10,92.4,134.0
2015-06-11,91.4,133.0
2015-06-12,48.82,132.0
2015-06-13,91.4,133.0
2015-06-14,91.4,133.0
2015-06-15,49.81,133.0
2015-06-16,91.41,133.0
2015-06-17,50.81,134.0
2015-06-18,50.81,134.0
2015-06-19,95.41,137.0
2015-06-20,49.81,133.0
2015-06-21,50.81,134.0
2015-06-22,49.82,133.0
2015-06-23,91.4,133.0
2015-06-24,49.81,133.0
2015-06-25,49.82,133.0
2015-06-26,50.87,133.0
2015-06-27,92.47,133.0
2015-06-28,51.92,133.0
2015-06-29,51.94,133.0
2015-06-30,51.92,133.0
2015-07-01,51.94,133.0
2015-07-02,92.47,133.0
2015-07-03,92.47,133.0
2015-07-04,92.46,133.0
2015-07-05,51.94,133.0
2015-07-06,51.94,133.0
2015-07-07,92.46,133.0
2015-07-08,92.47,133.0
2015-07-09,52.94,134.0
2015-07-10,52.92,134.0
2015-07-11,52.94,134.0
2015-07-12,93.47,134.0
2015-07-13,52.92,134.0
2015-07-14,52.94,134.0
2015-07-15,52.94,134.0
2015-07-16,52.92,134.0
2015-07-17,92.47,133.0
2015-07-18,51.94,133.0
2015-07-19,51.92,133.0
2015-07-20,52.94,134.0
2015-07-21,52.92,134.0
2015-07-22,93.47,134.0
2015-07-23,93.47,134.0
2015-07-24,52.94,134.0
2015-07-25,52.92,134.0
2015-07-26,51.94,133.0
2015-07-27,52.92,134.0
2015-07-28,52.94,134.0
2015-07-29,52.94,134.0
2015-07-30,52.92,134.0
2015-07-31,52.94,134.0
2015-08-01,52.92,134.0
2015-08-02,52.94,134.0
2015-08-03,52.94,134.0
2015-08-04,52.92,134.0
2015-08-05,52.94,134.0
2015-08-06,52.92,134.0
2015-08-07,52.94,134.0
2015-08-08,52.94,134.0
2015-08-09,52.92,134.0
2015-08-10,53.94,135.0
2015-08-11,13.39,135.0
2015-08-12,53.94,135.0
2015-08-13,53.92,135.0
2015-08-14,51.94,133.0
2015-08-15,55.94,137.0
2015-08-16,13.39,135.0
2015-08-17,54.94,136.0
2015-08-18,54.92,136.0
2015-08-19,52.17,136.0
2015-08-20,49.41,136.0
2015-08-21,6.12,136.0
2015-08-22,49.41,136.0
2015-08-23,50.41,137.0
2015-08-24,50.41,137.0
2015-08-25,50.41,137.0
2015-08-26,5.12,135.0
2015-08-27,49.41,136.0
2015-08-28,49.4,136.0
2015-08-29,50.41,137.0
2015-08-30,50.41,137.0
2015-08-31,7.12,137.0
2015-09-01,50.41,137.0
2015-09-02,47.41,134.0
2015-09-03,6.12,136.0
2015-09-04,50.41,137.0
2015-09-05,49.41,136.0
2015-09-06,7.12,137.0
2015-09-07,49.41,136.0
2015-09-08,7.12,137.0
2015-09-09,50.41,137.0
2015-09-10,50.4,137.0
2015-09-11,8.13,138.0
2015-09-12,54.4,141.0
2015-09-13,56.41,143.0
2015-09-14,7.12,137.0
2015-09-15,50.41,137.0
2015-09-16,7.12,137.0
2015-09-17,50.41,137.0
2015-09-18,50.41,137.0
2015-09-19,7.12,137.0
2015-09-20,50.41,137.0
2015-09-21,50.41,137.0
2015-09-22,7.12,137.0
2015-09-23,49.41,136.0
2015-09-24,6.12,136.0
2015-09-25,48.41,135.0
2015-09-26,42.41,129.0
2015-09-27,7.12,137.0
2015-09-28,50.41,137.0
2015-09-29,51.4,138.0
2015-09-30,51.41,138.0
2015-10-01,51.41,138.0
2015-10-02,59.0,138.0
2015-10-03,19.4,138.0
2015-10-04,58.93,138.0
2015-10-05,58.94,138.0
2015-10-06,58.93,138.0
2015-10-07,19.4,138.0
2015-10-08,58.93,138.0
2015-10-09,58.94,138.0
2015-10-10,58.93,138.0
2015-10-11,98.46,138.0
2015-10-12,98.46,138.0
2015-10-13,58.94,138.0
2015-10-14,58.93,138.0
2015-10-15,59.0,138.0
2015-10-16,19.0,138.0
2015-10-17,58.94,138.0
2015-10-18,59.93,139.0
2015-10-19,58.93,138.0
2015-10-20,20.4,139.0
2015-10-21,59.93,139.0
2015-10-22,59.94,139.0
2015-10-23,20.39,139.0
2015-10-24,59.94,139.0
2015-10-25,59.93,139.0
2015-10-26,20.4,139.0
2015-10-27,37.39,156.0
2015-10-28,60.94,140.0
2015-10-29,20.39,139.0
2015-10-30,59.94,139.0
2015-10-31,99.46,139.0
2015-11-01,100.46,140.0
2015-11-02,100.46,140.0
2015-11-03,100.47,140.0
2015-11-04,100.46,140.0
2015-11-05,97.46,137.0
2015-11-06,59.93,139.0
2015-11-07,59.94,139.0
2015-11-08,57.93,137.0
2015-11-09,100.46,140.0
2015-11-10,100.47,140.0
2015-11-11,84.46,124.0
2015-11-12,80.46,120.0
2015-11-13,42.93,122.0
2015-11-14,43.94,123.0
2015-11-15,43.93,123.0
2015-11-16,43.94,123.0
2015-11-17,123.0,123.0
2015-11-18,123.0,123.0
2015-11-19,206.06,127.0
2015-11-20,162.54,123.0
2015-11-21,123.0,123.0
2015-11-22,123.0,123.0
2015-11-23,83.46,123.0
2015-11-24,43.94,123.0
2015-11-25,43.93,123.0
2015-11-26,123.0,123.0
2015-11-27,80.46,120.0
2015-11-28,83.46,123.0
2015-11-29,83.47,123.0
2015-11-30,83.46,123.0
2015-12-01,42.93,122.0
2015-12-02,82.46,122.0
2015-12-03,123.0,123.0
2015-12-04,123.0,123.0
2015-12-05,123.0,123.0
2015-12-06,105.0,105.0
2015-12-07,89.47,129.0
2015-12-08,82.46,122.0
2015-12-09,82.46,122.0
2015-12-10,46.0,122.0
2015-12-11,46.02,122.0
2015-12-12,84.0,122.0
2015-12-13,84.0,122.0
2015-12-14,85.0,123.0
2015-12-15,90.01,128.0
2015-12-16,85.0,123.0
2015-12-17,47.0,123.0
2015-12-18,47.02,123.0
2015-12-19,85.0,123.0
2015-12-20,86.0,124.0
2015-12-21,85.0,123.0
2015-12-22,85.0,123.0
2015-12-23,54.02,130.0
2015-12-24,81.0,119.0
2015-12-25,85.0,123.0
2015-12-26,86.0,124.0
2015-12-27,124.0,124.0
2015-12-28,124.0,124.0
2015-12-29,124.0,124.0
2015-12-30,86.01,124.0
2015-12-31,85.0,123.0
2016-01-01,85.0,123.0
2016-01-02,161.0,123.0
2016-01-03,123.0,123.0
2016-01-04,123.0,123.0
2016-01-05,235.98,122.0
2016-01-06,577.95,122.0
2016-01-07,468.96,127.0
2016-01-08,320.67,123.0
2016-01-09,398.75,122.0
2016-01-10,556.87,122.0
2016-01-11,517.35,122.0
2016-01-12,359.21,122.0
2016-01-13,359.21,122.0
2016-01-14,675.48,122.0
2016-01-15,568.88,134.0
2016-01-16,454.27,138.0
2016-01-17,414.75,138.0
2016-01-18,464.27,148.0
2016-01-19,477.05,157.0
2016-01-20,406.47,190.0
2016-01-21,475.76,216.0
2016-01-22,383.18,210.0
2016-01-23,311.59,225.0
2016-01-24,272.0,272.0
2016-01-25,339.29,296.0
2016-01-26,269.71,313.0
2016-01-27,314.0,314.0
2016-01-28,270.7,314.0
2016-01-29,778.24,302.0
2016-01-30,1654.11,312.0
2016-01-31,1998.47,310.0
2016-02-01,898.54,285.0
2016-02-02,281.0,281.0
2016-02-03,278.0,278.0
2016-02-04,280.0,280.0
2016-02-05,203.92,285.0
2016-02-06,206.47,247.0
2016-02-07,169.39,291.0
2016-02-08,251.47,292.0
2016-02-09,210.94,292.0
2016-02-10,170.39,292.0
2016-02-11,413.61,292.0
2016-02-12,208.92,290.0
2016-02-13,194.94,276.0
2016-02-14,215.7,259.0
2016-02-15,213.71,257.0
2016-02-16,169.41,256.0
2016-02-17,166.7,210.0
2016-02-18,223.3,180.0
2016-02-19,128.7,172.0
2016-02-20,136.0,136.0
2016-02-21,127.0,127.0
2016-02-22,127.0,127.0
2016-02-23,127.0,127.0
2016-02-24,343.47,127.0
2016-02-25,289.14,127.0
2016-02-26,288.14,126.0
2016-02-27,297.0,135.0
2016-02-28,249.0,127.0
2016-02-29,168.0,127.0
2016-03-01,151.0,151.0
2016-03-02,291.0,169.0
2016-03-03,336.0,174.0
2016-03-04,381.0,178.0
2016-03-05,260.0,179.0
2016-03-06,219.53,179.0
2016-03-07,260.08,179.0
2016-03-08,300.6,179.0
2016-03-09,503.28,179.0
2016-03-10,340.14,178.0
2016-03-11,259.06,178.0
2016-03-12,259.06,178.0
2016-03-13,340.14,178.0
2016-03-14,461.75,178.0
2016-03-15,380.67,178.0
2016-03-16,785.02,177.0
2016-03-17,461.74,178.0
2016-03-18,379.67,177.0
2016-03-19,298.61,177.0
2016-03-20,299.66,177.0
2016-03-21,260.18,177.0
2016-03-22,260.19,177.0
2016-03-23,260.19,177.0
2016-03-24,317.78,193.0
2016-03-25,359.38,193.0
2016-03-26,484.17,193.0
2016-03-27,441.57,192.0
2016-03-28,287.18,204.0
2016-03-29,210.0,210.0
2016-03-30,186.0,186.0
2016-03-31,151.22,276.0
2016-04-01,151.21,276.0
2016-04-02,133.22,258.0
2016-04-03,156.81,240.0
2016-04-04,102.22,227.0
2016-04-05,133.81,217.0
2016-04-06,93.82,177.0
2016-04-07,140.0,140.0
2016-04-08,134.0,134.0
2016-04-09,118.0,118.0
2016-04-10,118.0,118.0
2016-04-11,159.6,118.0
2016-04-12,201.18,118.0
2016-04-13,118.0,118.0
2016-04-14,120.0,120.0
2016-04-15,118.0,118.0
2016-04-16,124.0,124.0
2016-04-17,118.0,118.0
2016-04-18,118.0,118.0
2016-04-19,119.0,119.0
2016-04-20,108.36,125.0
2016-04-21,101.36,118.0
2016-04-22,93.05,118.0
2016-04-23,93.05,118.0
2016-04-24,84.72,118.0
2016-04-25,84.72,118.0
2016-04-26,84.72,118.0
2016-04-27,84.72,118.0
2016-04-28,84.72,118.0
2016-04-29,76.41,118.0
2016-04-30,76.4,118.0
2016-05-01,76.4,118.0
2016-05-02,68.08,118.0
2016-05-03,59.77,118.0
2016-05-04,68.09,118.0
2016-05-05,68.08,118.0
2016-05-06,61.25,118.0
2016-05-07,61.25,118.0
2016-05-08,77.47,118.0
2016-05-09,78.47,119.0
2016-05-10,37.94,119.0
2016-05-11,79.46,120.0
2016-05-12,80.47,121.0
2016-05-13,38.94,120.0
2016-05-14,79.47,120.0
2016-05-15,38.92,120.0
2016-05-16,79.47,120.0
2016-05-17,38.94,120.0
2016-05-18,79.46,120.0
2016-05-19,79.47,120.0
2016-05-20,38.94,120.0
2016-05-21,79.47,120.0
2016-05-22,38.92,120.0
2016-05-23,38.94,120.0
2016-05-24,80.47,121.0
2016-05-25,38.92,120.0
2016-05-26,79.47,120.0
2016-05-27,79.47,120.0
2016-05-28,79.47,120.0
2016-05-29,38.92,120.0
2016-05-30,79.47,120.0
2016-05-31,38.94,120.0
2016-06-01,79.46,120.0
2016-06-02,38.94,120.0
2016-06-03,38.94,120.0
2016-06-04,79.46,120.0
2016-06-05,38.94,120.0
2016-06-06,38.94,120.0
2016-06-07,79.46,120.0
2016-06-08,38.94,120.0
2016-06-09,38.94,120.0
2016-06-10,38.92,120.0
2016-06-11,60.94,142.0
2016-06-12,37.92,119.0
2016-06-13,78.47,119.0
2016-06-14,37.94,119.0
2016-06-15,78.47,119.0
2016-06-16,78.46,119.0
2016-06-17,37.94,119.0
2016-06-18,78.47,119.0
